iteration,convergence_statistic,signed_dV_at_argmax,argmax_b_index,argmax_a_index,argmax_z_index,argmax_b,argmax_a,argmax_z,A2max,operator_legal,finite_checks_pass,shape_checks_pass,liquid_selector_changes,transfer_selector_changes,consumption_change_count,consumption_change_max_abs,labor_change_count,labor_change_max_abs,transfer_change_count,transfer_change_max_abs,vb_forward_floor_hits,vb_backward_floor_hits,value_sha256,liquid_label_sha256,transfer_label_sha256,value_period_2_inf,value_period_3_inf,linear_solve_residual_inf
52,0.004384744991440703,-0.004384744991440703,19,133,1,20.0,20.813771517996873,1.3,0.001512876525478546,True,True,True,0,8,22445,928.9025677116686,22445,0.21504114755671905,16771,3287.7786823782185,2,2,DA0607E18FBEC990F8961FA0FB93A87BCBE6D531F8C9DC8B6370E5B48176C91B,F7370908A8497A8F5B0860018D6C08B79FD6173FAF3477B3EA78E9B1FEDAAD4C,68A0B7DB2173AD26F7969DAB0103AA205DE0B47ED73798D3AC87336A6C59457D,0.0054017323274029305,0.006618521438432667,5.964179150552695e-11
53,0.0028426574142319527,0.0028426574142319527,19,137,1,20.0,21.439749608763695,1.3,0.0015128765254776577,True,True,True,4,18,22439,912.7277168402001,22439,0.1881618976854083,16743,1735.471351443583,1,1,28C151014861D50D1B2C6A6390402FD70846AAC43B75D4D26FDFAD5927061939,5DF6740F299E59278C19306E81298DCE1DF8A7A26B3689C86A6AC7CF62FF13E0,3CB16A6F7DBC7D83E8A151A7CED21417EA11D19E565A6692628E764F4F3317DE,0.005174567674333774,0.007942503213612673,1.2337887655977653e-11
54,0.002315075832991953,0.002315075832991953,19,140,1,20.0,21.90923317683881,1.3,0.0015128765254776577,True,True,True,1,20,22435,923.8112226442037,22435,0.20502429779668074,16749,2306.0189567873763,0,0,9D25AABDCDDB4DB2B40824478F8F5F90CD1BB99A3ACDA2D6C6010BF8E9D7547D,CA60BF2F2A84EB867BF4E028E8EA5923936C1EEF87A6C82842C6B6351BAEE9FA,DDBE41043138599F81FB2C6FCC5C0AC2F93BD4647580766B5C43263515822661,0.004855846719201695,0.007489643507325727,7.864778273081185e-12
55,0.04976922373442205,-0.04976922373442205,19,117,1,20.0,18.30985915492958,1.3,0.001512876525478546,True,True,True,13,14,22508,25.612316798936916,22508,0.07115660048657257,16762,1350.4862610248483,0,0,705037E7AEB59BEB86458A3699C5BD3ADC89D1AED088AE55518BF5FABDCB6BF5,A6275B59C3D36233608DA46A1187F29DF33466FEA0AE6C9981033517B6D56FF1,9CFE690527C1CB85442BB73AB73C6E6498A04161BC679E54997253A0AD418430,0.049487373885545916,0.04813506956259972,3.607898702018275e-12
56,0.031935245945271085,0.031935245945271085,19,111,1,20.0,17.370892018779344,1.3,0.0015128765254776577,True,True,True,223,58,22656,989.4679827834963,22656,0.5898447575724506,16782,5811.291353775818,47,47,FC6C27D69FC8B71BE7F1221595302914795467A74502964C8D9A8E0925B01B43,2267E30E66E56E834359D45997CED12DE14D76DBEA25788DB4996EF96994AE23,8FE471A3EE61F569B4997DA1477A7A79AFD89B517892EA9E7C1EBC6BFACF57B2,0.02942681427902749,0.029182363335481076,6.059255501858485e-10
57,0.030900438631164873,0.030900438631164873,19,112,1,20.0,17.52738654147105,1.3,0.0015128765254776577,True,True,True,103,32,22611,987.1194174308756,22611,0.5353109579979141,16791,5073.658709680637,35,35,5073FEF6C9CC28515DFD16B0890A62849CEBA5B8E2946BA16E7AE47729CAF9D0,89E4862782D9BA251DB990569D95D8E01CBD8CD7B9C01ED0F4618D73AF1E00B8,2ECFE5E1F004246CAFF93872CF121F3215AA6251059932AA1A5BE34801531DB7,0.06252846874575346,0.025058732823268093,4.6513732275543784e-10
58,0.057033982921187,-0.057033982921187,19,112,1,20.0,17.52738654147105,1.3,0.0015128765254776577,True,True,True,41,19,22568,903.4346400999027,22568,0.27633561087664277,16773,2677.252962169044,31,31,A29FAFB591E3CFD59912B33B972C649EBADBF76241CC6563DBD9508F878EF951,DCE26B5AE55027764BC5D9D6FC7447EA2E8AD6AC37A32D24B9E2CC8E74C7A017,9A529602132B759F61822D713FB381F8AD63D82B893FFE60D9FB9B062B2BDC5B,0.02656849097633307,0.030659536102687346,1.2029900686716388e-10
59,0.020062767319562136,0.020062767319562136,19,104,1,20.0,16.275430359937403,1.3,0.0015128765254776577,True,True,True,100,39,22513,991.9853164705529,22513,0.6710882727851615,16779,4370.402771417057,45,45,AFA5E4171A8480E07498EF8C78B028A2189C406D178D458FC4331DDED2CB22A0,226DF0BAA6E98C7C98D943A1E5CA70610452AA7D157260F66A8152DA0D253C30,DD8014E58AB5309C442EA3DEB9347380EB016100A0DE89A5C09744FAF447D52C,0.046021492315173385,0.01934405281618301,4.0635070221867187e-10
60,0.02784865622165511,-0.02784865622165511,19,104,1,20.0,16.275430359937403,1.3,0.0015128765254776577,True,True,True,27,24,22568,939.6841586623834,22568,0.295972769303172,16763,13266.391568818597,35,35,C845484F307F6806B8830DC1517AB48F00C22204E53B5DDDC2FAB42CB23317A2,C11ABE002734D5B5669A9F27085BE815E7A978A751A2E67755EE9B037D449FB8,821B54E4B8333A4B38A4C0665096336D9E2BACDC54E2A2CE762200334F8C0AC3,0.012715797876604817,0.04455912880488544,1.5705730752393898e-09
61,0.007782946863553297,0.007782946863553297,19,106,1,20.0,16.588419405320813,1.3,0.0015128765254776577,True,True,True,80,33,22634,987.0859782445021,22634,0.5347297982033756,16767,7287.679763649478,38,38,CC36FC8374059946A1A7EA4FA217AE2D76756C21B0179DFD4F7366E4748185FF,A105F5DE4FBBA1FF8FE2F59DD6FEE1F9BC9868C547F877D9F1A92C2D73A1FECC,023B83B9FE6C9368FCF743D0DAF167601D1FD4518C06571B10BC4F3FCE113F71,0.025999119519985348,0.015514569825796798,3.025485174890097e-10
62,0.002517665744057318,0.002517665744057318,19,112,1,20.0,17.52738654147105,1.3,0.0015128765254776577,True,True,True,18,12,22630,960.3331559422613,22630,0.3001595217886329,16783,8507.962458016782,34,34,B41BC5241F87DF0BFB52C4E9F39B70AECCE6C0A8A183FF717D4FCA999EE3FA3D,C440875BE9D70E6586045EA5B62EF65DD3C20912C2E9A5235CB92C750669A441,60220697A450995C3320D99CC8A45E9E69395784D069695FA852653FFFAF1063,0.009246350015132965,0.024242526168349432,2.7684101087943613e-09
63,0.0033296210227922174,0.0033296210227922174,19,103,1,20.0,16.118935837245697,1.3,0.0015128765254776577,True,True,True,17,14,22690,909.865649299504,22690,0.21567406618797155,16786,7019.061448509177,31,31,11D541CAC3347BD99D63640321E8E793951C349736FBA8748E1D9EB9FEAB6E7F,7FA3796FA3A0F04AF716E3DCAC8C715226EFF0125AA180F8ABB8C13811A7979B,F3EDDE25869BC9F584B5023966B41921BC61432444E8BB79A842CF2E47B1FB72,0.005086214374428133,0.010385826069992055,9.955786299531422e-10
64,0.0022561329043850886,0.0022561329043850886,18,102,1,18.842105263157897,15.962441314553992,1.3,0.0015128765254776577,True,True,True,7,9,22619,854.6330082856956,22619,0.16436460282015158,16754,11226.225740415031,29,29,FBF166E51EE30727777C82F5687FCB5F1C727482A17960A97CB04390A7E3E14D,E4FB855AF7550FFD69DCF7BBE7ACC9519CCD0B1C915E157F16C6AF388A470FA2,5293DE601D2FA3225BB008BA40A60D036F90AF8E483FBF0016224624C494AAB3,0.005083028485478369,0.006839621837114285,1.054481075374314e-09
65,0.002179202316441531,0.002179202316441531,19,114,1,20.0,17.84037558685446,1.3,0.0015128765254776577,True,True,True,6,4,22637,739.9649502697101,22637,0.19567646780089715,16770,5925.9100520383345,29,29,CEF8392F2FD3C8235C515275B5536B644B1B5094ACAE7BF1461C311A13C2B317,ADAC7BBE7E49D29DC5CD96EA7F527879E181B53F711CFE70F3BCEC9F77F5EAFF,159EF50407203B2360FC70CC3DCCBFD9C1122AC96B3129436DD46268F04F0985,0.0035248127019382736,0.0061112538945358175,1.9557896968613875e-11
66,0.002792140308129687,0.002792140308129687,18,115,1,18.842105263157897,17.996870109546165,1.3,0.0015128765254776577,True,True,True,9,9,22542,44.4858134184328,22542,0.1346959498947004,16758,2971.107127959082,29,29,F6941364261EFBA381DC29C7A34B6B05B014725540E6FCAA5C712EEB15AB3149,561E02A27A2E284DE22172B14084875387EA21F823F970830B7E446AF10D8C4B,71B2F9A39670573ACB4EC03FE51FDBA3039E7300A25E9BD3AD0BC762DDEAABF6,0.004611543237733828,0.0054096472073406066,3.241405061027436e-11
67,0.0020577813223066066,0.0020577813223066066,18,103,1,18.842105263157897,16.118935837245697,1.3,0.0015128765254776577,True,True,True,2,10,22523,912.405759176251,22523,0.1877173565438644,16727,3143.518368034513,26,26,6FB95A289C42020426D581037A6E8EBEA22A624AFBF37DDFEF8CE981150C3276,E4DBF87CB84B44F11067AA23C00F1C92452397531251960429A5983C5A80FD8B,0566F6679690414BB8515DAD4946090F15F49B765CDAE7B65C8E60B6B4A79A55,0.004061511787417427,0.005895233988786774,1.4138089830806333e-10
68,0.0020351181592472845,0.0020351181592472845,19,116,1,20.0,18.153364632237874,1.3,0.0015128765254776577,True,True,True,6,7,22594,888.5362817936569,22594,0.17003901827717216,16755,3717.1862713464566,24,24,C1501269B1F769009FDBF65F720B465C229511F954709A1CF744F1C712F2FFBE,794EC5A712AB83E27253A535460A48A7022D352482967A547EBD96E88B8F75F8,A75F489787BA3ED36D015A5CD68060B770E3329BABF4475C2D3AD8027333D392,0.003698794525014426,0.005400127658671483,3.609306950536073e-10
69,0.0017037094410343734,0.0017037094410343734,19,104,1,20.0,16.275430359937403,1.3,0.0015128765254776577,True,True,True,3,12,22583,922.5399110931772,22583,0.25637206373516996,16732,2763.865454943925,22,22,22EDF00A2DB7AF8066FD9E23DD1A24CB16F4DA56B2EA6D50D2E6C6CD96E7184B,461BCE6CD7FBBAF46AD577CBB45797552A095E6C7D99D6C8B1AF72AB1EDC6452,2609012C08D80560F18EBD54AB5727C195A798D279B2146C1DF228ED4B0F7318,0.0033372933619342238,0.004840952618716088,2.4038065288278787e-10
70,0.0020749657909779895,0.0020749657909779895,19,106,1,20.0,16.588419405320813,1.3,0.0015128765254776577,True,True,True,9,7,22568,909.154401908171,22568,0.18335261415352905,16744,2732.4371696353264,19,19,3DEF3E9C10BBAE58384A2A633ED5FE470974AB2B5D9353CA514A1326E609BDC5,5935E6568B979C6A78229EF02E45C845669C559C6870BBA920F4D45FE34E280B,1F312288C9A14FBD39CFF99DE646066C30FE0828DD699317C3A0703A1ABE222F,0.0032460010080612722,0.004722790123306453,2.7015750747594325e-12
71,0.0019359717022027212,0.0019359717022027212,18,110,1,18.842105263157897,17.21439749608764,1.3,0.0015128765254776577,True,True,True,6,4,22417,936.9907391836891,22417,0.24630218294068112,16741,3821.8832849208707,15,15,ACAE4EDDB37730332DDE357E8AFF9D15D5B361FC7E0B9D98FB837A615A99B8B0,45CA7744CF2C31044CF8E9C16D63452DCF33970D18B6DD4B65EF2DBA76A07E20,535386382B49F4298ACDA3DBB75853E56B79FE4B54B4FC05BEE31772FB97CAE6,0.0037295654647293563,0.004502451601171353,3.859455116606014e-11
72,0.0016616314917494712,0.0016616314917494712,17,104,1,17.68421052631579,16.275430359937403,1.3,0.0015128765254776577,True,True,True,12,7,22475,917.3379649380863,22475,0.194790341004911,16742,2025.7785069948366,13,13,B4B43868D453F830A527852964B2EDAEDDDE206F072BAF916D5774CDCE585CFE,4FEB9FF3AEA6CDC7805AB15C322D462A3A346BB157839DE72BC6DF7D638C058C,484103D6F95E3A5DED3CF3B6BCCC95827862F77B8E808B0F18A26AC376137D56,0.0033722770432556004,0.0051658708057822356,6.009052630484568e-11
73,0.001495920905319359,0.001495920905319359,17,105,1,17.68421052631579,16.431924882629108,1.3,0.0015128765254776577,True,True,True,29,6,22529,553.4216525255916,22529,0.15665119070773947,16742,93359.06484775043,12,12,A919062D5EB3E85AFD5BD5DC31AE29D0E924847AD2C97A0C4F2A36AB3D1EF2BE,80D569D40B75DCA32069F6F5B083C894F57F81C0C77CE63C842C1E2FCC95188D,5666CF07B6D546AC8DC9837AB5E60E516357C763D926B7D3F39B74D2EB12FA1F,0.0030049278521318,0.0044296332901250235,2.7534176208141026e-08
74,0.0015498318290794177,0.0015498318290794177,19,107,1,20.0,16.744913928012522,1.3,0.0015128765254776577,True,True,True,23,3,22575,938.2115922930128,22575,0.2328988503705322,16738,52727.37530383994,10,10,029E7BA20C0270AC648A13508A6EFC01B023EC078CCD921510D958F74C40636A,8EEFB3CC0BFD8E9741071BDBEB0F4C2C83F11146B78A28F6B0939F974CB01708,539B0FAB95ED3AEFE25E78E427D53B0D2CAC4769295198B095B5226E37ED63D0,0.0030171272090282475,0.0042116971084726895,1.1628542039877898e-08
75,0.0014081032510131486,0.0014081032510131486,19,107,1,20.0,16.744913928012522,1.3,0.0015128765254776577,True,True,True,13,6,22503,865.167910645889,22503,0.16499372060041434,16735,26736.652017423785,9,9,002262A80CFF8B3E41C8C43781CA9054497353FB029A687C3675FBF62570D2EA,DA577BCDF9A76157658C3CFF9DC4AC3526563BD2CF7A0217D22279D0EC17FEB5,42CF6A7B8937C8DE1B6D5C24279E49D3C6F36BEFE829934D42E6F64479B45B50,0.0029579350800925663,0.004425230460041396,3.1442892213517926e-09
76,0.0023520298038097742,0.0023520298038097742,19,120,1,20.0,18.779342723004696,1.3,0.0015128765254776577,True,True,True,7,2,22489,98.95693244593923,22489,0.17721027179663734,16745,9568.666481041902,9,9,C1BFD3D763ACB207B95A17C3F4A0FECA6883D98C1517D27742180856D2401CAF,4C71A19FB589D0D5A4CFBCE399C040F987C62322F8F4545288EEA25A761513BA,36E5C2B47DCA194A021988ED927B18EE4CEEABEC9736DAD36E2311C9C5460E9A,0.0037340344105420975,0.004178823492727579,2.5643789175466836e-11
77,0.0016198522631658552,0.0016198522631658552,19,120,1,20.0,18.779342723004696,1.3,0.0015128765254776577,True,True,True,8,3,22338,928.8871075700041,22338,0.21394115261724567,16724,2916.4891114958937,8,8,624D4512E52B14EE9E57B65363B1C9271050A424C73E7BFF252CF9B7FFA13020,E8D61834D81C33035B9CD98EA843EEAED39F1451E1ADBC3B6CC5511F8DE1C415,DF47E8125702B363A9FA718A1A6FED8CA8F4C7BD3A4A2D2AB7B2404BDDC99D7E,0.003971882066975629,0.005353886673707953,1.8539822455032606e-12
78,0.001365004950103721,0.001365004950103721,17,107,1,17.68421052631579,16.744913928012522,1.3,0.001512876525478546,True,True,True,11,1,22435,880.2894794177062,22435,0.15229497524541696,16716,8184.131799339121,7,7,B25A3AC8B34191BD1AFF5F921D01E7DE18EE2F1FCCE5B2A6E3FA6CD962A252FE,A7C13976191A19A4D30064DD2C1F307CC644050531AAC110DAC3DD3A72E104CC,DF591B1D41D22BE260317B6C23C85E76F27D9ECACD0421442056E52DD532023B,0.0026219027449041477,0.004973932548713922,1.172466847568221e-09
79,0.0015790607906736032,0.0015790607906736032,17,107,1,17.68421052631579,16.744913928012522,1.3,0.0015128765254776577,True,True,True,6,2,22440,34.84665185304587,22440,0.08197763611326442,16718,4373.086780944819,7,7,B3780CA4C9F78BD4843C5B2912D000808BB50468DE601707CF2FC63197EB65F1,2C034DDF18672B181AE72851CB062D595122788D0019D54177BAFE56BC33260D,D3F1E9B8AC980767AD5EBB4ED5B4378BE5F73275B345D5424FE37DB4DF24E8E5,0.002944065740777324,0.0036199338765623423,1.4648912291526095e-11
80,0.0013336117318138996,0.0013336117318138996,17,107,1,17.68421052631579,16.744913928012522,1.3,0.0015128765254776577,True,True,True,4,2,22365,29.727440780123302,22365,0.05750194744678516,16702,2183.3636007023533,7,7,8AE55CE71D44A87FB1A0733D2716BEF55DC97C0BFE2EF27471B346B8C76957C8,C963DBDB03302208AED8D9BD2B54BDDF688FC7F07E3BEB09F958DEB5C7BF8BF1,51589813562DBC91C4A6682ED289E988752A69ECE011E0D6498117F39EF0CAA6,0.0029126725224875027,0.004277677472591224,6.730744434024771e-12
81,0.0011321649684743473,0.0011321649684743473,17,106,1,17.68421052631579,16.588419405320813,1.3,0.0015128765254776577,True,True,True,2,4,22318,19.481260923718644,22318,0.06913546563637962,16722,873.6465695909701,7,7,0FFF7EF7E4A74A9DE0B6FF1BA551D3A0B16F99CDA9ABA6B4F08D20365F5C7DC3,6CA1E3DBFF1E612D3261E2D9DFD65E476EC67F4107C31B0B1E7EE10DE695DA6F,A5456593877510A5ECE33671FE9422021BC613132D87E8CC677F3655C292087C,0.002400062167358774,0.003979122958032377,3.343512099129864e-12
82,0.0013047316675567355,0.0013047316675567355,18,120,1,18.842105263157897,18.779342723004696,1.3,0.001512876525478546,True,True,True,9,0,22325,10.988944376526952,22325,0.06861154303268302,16701,326.22354866465207,7,7,10D2014A87B78792FBAB6C3E007D4B16EACBB52A9A7641DEEE4BF2FA21993EB7,4974CC4728B48E7CAEA2F1C76B4D6ABD7A20D427F566C908297804DA15C15F3C,A5456593877510A5ECE33671FE9422021BC613132D87E8CC677F3655C292087C,0.002297038880145097,0.0031041612427393783,1.1565765706267328e-12
83,0.001423605562985708,0.001423605562985708,18,120,1,18.842105263157897,18.779342723004696,1.3,0.001512876525478546,True,True,True,19,2,22389,5.667337854821508,22389,0.05510894352492479,16693,132.62662773681308,7,7,F19C0AE79434FFFE9D75ECF7E714719901AAA020E61B66F3682D222D49539A65,76E59B68C7D10AF392790A3D47897EEB7BE5D0E30E212D8F465F08CA9084348B,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0027283372305424436,0.003720644443130805,1.5802198959080638e-12
84,0.0013170715589054804,0.0013170715589054804,18,120,1,18.842105263157897,18.779342723004696,1.3,0.001512876525478546,True,True,True,3,0,22550,3.1872708660494045,22550,0.04236168825215225,16735,62.793711156002075,7,7,738D1048CC2508407C53A8F6BAC2AC75A6869D9CFB0E5AD72737C74F86B7ABC3,98031B1D1D14F1B0FC23B79DC67172C81345DFFE126CFBF10A6233294CEF7211,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0027406771218911885,0.004045408789447924,1.8097962364849174e-12
85,0.000981742197589952,0.000981742197589952,18,120,1,18.842105263157897,18.779342723004696,1.3,0.0015128765254776577,True,True,True,8,0,22583,1.8598172674084257,22583,0.03070206400724107,16742,1643.2510303693605,7,7,C9E1D976B3EA111EADF3D98F88E2257E7830764FBD93BC932456C60D7ABB1913,91FFAD55BADE3BF2A625E4DF99B0ED14809CC03893491F2A2F46764005659351,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0022988137564954325,0.0037224193194811406,2.89464771596748e-11
86,0.0006167842420046199,0.0006167842420046199,18,120,1,18.842105263157897,18.779342723004696,1.3,0.0015128765254776577,True,True,True,19,0,22399,793.0379845777269,22399,0.09995012546248738,16724,3243.856413549185,6,6,C2F7DF3C76AB3190DBBD9F3C96B538504953C18EC37840C664AC492524545BD6,731AF627B2FB35CC1D6F627C265C342BEC26B8D52D1C37D8FEBA0D78369B16B1,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.001598526439594572,0.0029155979985000524,3.4875607610174164e-11
87,0.001130312806355116,0.001130312806355116,19,121,1,20.0,18.9358372456964,1.3,0.0015128765254776577,True,True,True,6,0,22498,122.49941872823504,22498,0.09219121961485782,16731,1362.7864518588447,6,6,F5AF9BFBAC380C81CF5FC17ADD5AE975B4131281B8883A311889B22E9150C9ED,D2B03675EA22A978BCC9C4B5AC9E1E0168D8545F02B36E2A6357BE7C4CC28CE7,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0012655883184848893,0.0019340734673005677,2.5210042386980547e-12
88,0.0006295305801837792,0.0006295305801837792,19,121,1,20.0,18.9358372456964,1.3,0.0015128765254776577,True,True,True,1,0,22626,469.6786527782208,22626,0.1573955670301727,16752,15891.260163266408,5,5,E32FD185C0D72E330640FA0674E081C6156B25CF79FFEBFC298A1067C495E535,FC6D573987C7C53533A1A021A2D7E61E5682108290BA7F111698EBE561E590DD,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0017598433865388952,0.0018951188986686685,7.319926909835767e-09
89,0.00037382112976391824,0.00037382112976391824,19,121,1,20.0,18.9358372456964,1.3,0.0015128765254776577,True,True,True,1,0,22511,154.81025874470703,22511,0.038271732697593264,16716,12573.401908395233,5,5,27E90A1F17D5F5D78EAAB5DA9C91BA8B9674D3A7B801A39520E3287C07D4D0DC,4B823E7F04951DA2A6AFF86CB3955B3294F0A383D68C7A284EDC7D324CE1BEDB,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0010033517099476974,0.0021336645163028134,2.4836601525413116e-11
90,0.0012959022073175674,0.0012959022073175674,19,122,1,20.0,19.092331768388107,1.3,0.001512876525478546,True,True,True,1,0,22543,285.546912741149,22543,0.12990061637117692,16717,3160.2707535076565,5,5,5A4F6F55993C9E479B5495468D065410E392C80D88FB2CA74164AFE94258F30D,4565092C59DDD778D3F340E3A61CFAF33E9C6D59B1FC4E0747A0947D943ACC36,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0014307545246607933,0.0015429156775694786,1.6708232020157254e-12
91,0.0006818744987899805,0.0006818744987899805,19,122,1,20.0,19.092331768388107,1.3,0.001512876525478546,True,True,True,1,0,22453,853.9221143379762,22453,0.1750705777253333,16713,1284.0071813396698,4,4,D04FDC1F1F42971A5EF46A3E4B0E6FB2500C289279043135F6899696A94D1C67,ED69D32451ECDC0DE30E46E22CD8446467E4A286FB23F8062E6401622110809A,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.001977776706107548,0.002112629023450774,1.1039455807826393e-11
92,0.0010643228933782112,0.0010643228933782112,19,123,1,20.0,19.248826291079812,1.3,0.001512876525478546,True,True,True,0,0,22480,43.734586413006795,22480,0.03819149256423582,16699,1010.9198895977955,4,4,5EE5E2FE0003641B6967AB5C903944C4749B53F0E2EC5BE4B86B51BFE8B92E19,ED69D32451ECDC0DE30E46E22CD8446467E4A286FB23F8062E6401622110809A,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.001232286717105957,0.0025281889244235245,1.2059346576887009e-12
93,0.0007489724482130367,0.0007489724482130367,19,123,1,20.0,19.248826291079812,1.3,0.001512876525478546,True,True,True,2,0,22475,70.94981655848359,22475,0.17125169781787508,16701,140.84931736219045,4,4,4CE0A006B4274558B77133B042257EF38F8162F4FDE89C1DE9977723690385E7,3F3CB5381D79975F4A9EB0F10339A68CA6596EE1F8BBE0523202A3B445D5489A,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0018132953415912478,0.0018695806380264468,4.1591096885951195e-12
94,0.0006534175178753987,0.0006534175178753987,19,124,1,20.0,19.40532081377152,1.3,0.0015128765254776577,True,True,True,0,0,22524,918.5154939404246,22524,0.19656682547308352,16714,457.59035512426135,3,3,4AAAEA6485E5423A4836CE747CD1998E861B3BE85F9EFE21FC06AAD7EA0DC63A,3F3CB5381D79975F4A9EB0F10339A68CA6596EE1F8BBE0523202A3B445D5489A,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.001283888819752832,0.002348211713131043,1.4882708780639131e-12
95,0.0008088609985903439,0.0008088609985903439,19,124,1,20.0,19.40532081377152,1.3,0.001512876525478546,True,True,True,2,0,22385,44.0846330306261,22385,0.11345423334841459,16703,168.91718859873907,3,3,955A1495AB56A4CA14B4B8E675939F679FC02C46B28D701BD4D1B8727D245E8A,22BD0DE56FB61F931D8CD3DB96650CB50B917E4E6E22658B9E8C6497D6684750,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0014622785164657426,0.001863451602284627,1.1649110495670634e-12
96,0.0005510045892840321,0.0005510045892840321,19,124,1,20.0,19.40532081377152,1.3,0.001512876525478546,True,True,True,0,0,22563,899.6878198211595,22563,0.1717983233404941,16744,608.0624335932193,2,2,672F9EEDFAC562D270EE5CA110E2080F1A9F2731AC0D0635CA6B2EA05DC71786,22BD0DE56FB61F931D8CD3DB96650CB50B917E4E6E22658B9E8C6497D6684750,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.001359865587874376,0.0020132831057497746,6.428531318380948e-12
97,0.0009968669653521722,0.0009968669653521722,19,125,1,20.0,19.561815336463226,1.3,0.001512876525478546,True,True,True,2,0,22479,40.470062952625696,22479,0.06556851548540032,16745,395.71975995479596,2,2,18F21FF1DAE9DFB920B3C649084425479E1FABCAED326523DD5154A54C722E7F,60A7E1821757386A654767BEBECB834485AAC55F85FCD4F56E9791CD49699992,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.001205133895876065,0.001916803887841878,2.1103049863135936e-12
98,0.0007116832558222708,0.0007116832558222708,19,125,1,20.0,19.561815336463226,1.3,0.001512876525478546,True,True,True,0,0,22514,564.0467302782492,22514,0.11413109734269977,16708,11582.196480163064,1,1,FA1E8DA2604AAA1835946439DCE06AB1028BD32DEACA6F00D42B1364025F43C9,60A7E1821757386A654767BEBECB834485AAC55F85FCD4F56E9791CD49699992,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.001708550221174443,0.0019168171516983357,2.57546267992681e-09
99,0.00033741869262016166,0.00033741869262016166,19,125,1,20.0,19.561815336463226,1.3,0.001512876525478546,True,True,True,1,0,22593,127.05261662507132,22593,0.04191234435843616,16717,9521.232303235864,1,1,50935D6598DD6B61A48B5D70C7F7DFC37401DFCD2D26F0212E97823CD1553BC8,B007513A67215DA066C1EFF2D6EB0DED9864C38FF4A9C6ED8BDE4032C794CF62,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.0010491019484424324,0.0020459689137946047,1.760342635548362e-10
100,0.0012277767122459426,0.0012277767122459426,19,126,1,20.0,19.71830985915493,1.3,0.0015128765254776577,True,True,True,1,0,22482,244.89353785274398,22482,0.15973929783878119,16695,1900.8097996845315,1,1,3F0680E6C1061AE98DD637D1DA1F84A2B9BB4F16E048C91CF449B6C2F9C8552D,9424A42D5C2C25A32158BCED34638D4D10DCAE74A6A8BECF8983AC4150E6D424,2FEC3842060ACBC63DF7144FA1AB33210193D5F69CADD15A18DC8F6C32388C47,0.001498268244564338,0.0016100774474485657,6.562615034733099e-13
