stage,turn,province_index,province,HJB_converged,HJB_classification,KFE_classification,asset_bridge,overall_validity
OUTER_TRAJECTORY,4,11,安徽,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,13,江西,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,14,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,15,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,16,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,17,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,18,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,19,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,20,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,21,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,22,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,23,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,24,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,25,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,26,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,27,甘肃,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,28,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,29,宁夏,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,30,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,0,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,1,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,2,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,3,山西,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,4,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,5,辽宁,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,6,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,8,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,11,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,13,江西,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,14,山东,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,15,河南,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,16,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,17,湖南,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,18,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,19,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,20,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,21,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,22,四川,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,23,贵州,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,24,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,25,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,26,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,27,甘肃,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,28,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,29,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,5,30,新疆,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,0,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,1,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,2,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,3,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,4,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,5,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,6,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,8,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,11,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,13,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,14,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,15,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,16,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,17,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,18,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,19,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,20,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,21,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,22,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,23,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,24,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,25,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,26,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,27,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,28,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,29,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,30,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,0,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,1,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,2,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,3,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,4,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,5,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,6,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,8,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,11,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,13,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,14,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,15,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,16,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,17,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,18,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,19,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,20,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,21,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,22,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,23,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,24,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,25,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,26,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,27,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,28,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,29,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,30,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,0,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,1,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,2,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,3,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,4,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,5,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,6,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,8,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,11,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,13,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,14,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,15,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,16,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,17,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,18,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,19,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,20,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,21,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,22,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,23,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,24,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,25,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,26,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,27,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
