turn,province,firm_ra0,firm_ra_used,firm_wage_raw,firm_wage_used,household_rah,household_composite_wage,At,Bt,Lt,Ct,Kt_supply,GovInv,govinv_after,firm_K,firm_Y,same_year_Zt,zt_after,nk_gap,yt_gap,gdp_level_gap,kfe_diagnostic_status,hjb_operator_status
66,安徽,-0.02449103960316541,0.02,1.1911927142352698,1.1911927142352698,0.0184420457528848,14.484675126797361,0.01203005417003889,1.865339679474356,0.7136730599596868,9.928959076719561,431.5042122741135,46605874923.858025,46605874923.858025,46605875355.362236,31352109.17948507,0.00521781666953704,0.00521781666953704,0.11913108276644713,2.9983311622183706e-05,0.07817466813624241,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
67,安徽,-0.02449103110840121,0.02,1.1932627791651538,1.1932627791651538,0.0184420457528848,14.475611369144383,0.012024723722448744,1.8652711355666478,0.7137362985930138,9.923687938041265,431.30917295288594,46605874923.858025,41945287431.47222,46605875355.1672,31351169.463003725,0.00521781666953704,0.005660479146571357,0.051195573048267606,2.9972990843063485e-05,0.07820229799847334,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
68,安徽,-0.024434488276179108,0.02,1.1912045981242307,1.1912045981242307,0.0184420457528848,14.48474431697285,0.012030094847468708,1.8653402021242003,0.713672577385347,9.92899931328052,431.5056934466636,41945287431.47222,41945287431.47222,41945287862.97791,31352109.42027768,0.005660479146571357,0.005660479146571357,0.1191311225306313,2.9981569748649406e-05,0.0781746610563766,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
69,安徽,-0.024434478817576682,0.02,1.1932760110446117,1.1932760110446117,0.0184420457528848,14.475680085145225,0.012024764148356706,1.8652716558101687,0.7137358189875197,9.923727902457646,431.31064505850844,41945287431.47222,37750758688.325,41945287862.78287,31351169.791185867,0.005660479146571357,0.006140695594084297,0.05119560314637295,2.9970203255458294e-05,0.07820228834915077,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
70,安徽,-0.02437165342811802,0.02,1.1912178027687952,1.1912178027687952,0.0184420457528848,14.484821197728687,0.012030140046644341,1.8653407828626232,0.7136720411752662,9.929044022156564,431.50733924624143,37750758688.325,37750758688.325,37750759119.83234,31352109.687791705,0.006140695594084297,0.006140695594084297,0.11913116670788171,2.997963431972117e-05,0.07817465319083872,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
71,安徽,-0.02437164289389825,0.02,1.1932907134895419,1.1932907134895419,0.0184420457528848,14.475756439341717,0.012024809067519363,1.8652722338703978,0.71373528607401,9.923772309126534,431.31228079523834,37750758688.325,33975682819.492496,37750759119.637276,31351170.15579201,0.006140695594084297,0.006661651949289594,0.05119563658533166,2.9967106170869506e-05,0.07820227762887755,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
72,安徽,-0.02430183688051964,0.02,1.1912324749954855,1.1912324749954855,0.0184420457528848,14.484906624226866,0.012030190268597293,1.8653414281306304,0.713671445366098,9.929093700643438,431.5091679731988,33975682819.492496,33975682819.492496,33975683251.001663,31352109.984988425,0.006661651949289594,0.006661651949289594,0.11913121578732622,2.997748383060106e-05,0.07817464445256006,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
73,安徽,-0.02430182514538419,0.02,1.193307049979785,1.193307049979785,0.0184420457528848,14.47584128114604,0.012024858979243597,1.865272876172298,0.71373469392503,9.923821652044904,431.3140983469388,33975682819.492496,30578114537.543247,33975683250.806595,31351170.560859818,0.006661651949289594,0.007226804429591282,0.051195673735558,2.9963665254317817e-05,0.07820226571893663,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
74,安徽,-0.02422426287731857,0.02,1.1912487779626888,1.1912487779626888,0.0184420457528848,14.485001546800639,0.012030246073372119,1.865342145115782,0.7136707833309626,9.929148901379898,431.51119997102717,30578114537.543247,30578114537.543247,30578114969.054447,31352110.31515622,0.007226804429591282,0.007226804429591282,0.1191312703121511,2.9975094377299172e-05,0.07817463474485464,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
75,安徽,-0.024224249800689834,0.02,1.1933252021792422,1.1933252021792422,0.0184420457528848,14.475935554519394,0.012024914439288284,1.8652735898619865,0.7137340359534894,9.923876480195451,431.3161179378769,30578114537.543247,27520303083.78892,30578114968.859364,31351171.010873165,0.007226804429591282,0.007839902461351174,0.05119571500843467,2.995984237152971e-05,0.0782022524874918,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
76,安徽,-0.02413806946459232,0.02,1.191266892979492,1.191266892979492,0.0184420457528848,14.485107021565122,0.012030308080870135,1.8653429417812437,0.7136700477055768,9.929210238516404,431.51345784459744,27520303083.78892,27520303083.78892,27520303515.30238,31352110.68194666,0.007839902461351174,0.007839902461351174,0.11913133088554806,2.997243940816574e-05,0.07817462396035801,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
77,安徽,-0.024138054888597296,0.02,1.1933453719609375,1.1933453719609375,0.0184420457528848,14.476040308517298,0.012024976064493497,1.8652743828743739,0.713733304839149,9.923937403678638,431.31836203365754,27520303083.78892,24768272775.41003,27520303515.107285,31351171.510811508,0.007839902461351174,0.008505013553666299,0.05119576086082345,2.9955595164943283e-05,0.07820223778813529,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
78,安徽,-0.02404229891237897,0.02,1.1912870215275877,1.1912870215275877,0.0184420457528848,14.48522422221525,0.012030376981924034,1.8653438269948392,0.7136692303060072,9.929278394575904,431.51596670763735,24768272775.41003,24768272775.41003,24768273206.926,31352111.089414187,0.008505013553666299,0.008505013553666299,0.11913139817729224,2.9969489413028683e-05,0.07817461197985975,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
79,安徽,-0.0240422826595344,0.02,1.1933677836581629,1.1933677836581629,0.0184420457528848,14.476156709016013,0.012025044540800322,1.865275264031172,0.7137324924468496,9.924005100531897,431.32085560324595,24768272775.41003,22291445497.869026,24768273206.730885,31351172.066204086,0.008505013553666299,0.009226550282125141,0.051195811800066604,2.9950876590856268e-05,0.0782022214582947,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
80,安徽,-0.023935887072101456,0.02,1.191309387509043,1.191309387509043,0.0184420457528848,14.485354453145076,0.01203045354257723,1.8653448105948005,0.7136683220373177,9.929354128081357,431.5187544768429,22291445497.869026,22291445497.869026,22291445929.38778,31352111.542060327,0.009226550282125141,0.009226550282125141,0.11913147293104287,2.9966211606335946e-05,0.07817459867100474,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
81,安徽,-0.023935868942649503,0.02,1.1933926865670956,1.1933926865670956,0.0184420457528848,14.47628605175345,0.012025120630086424,1.8652762431314363,0.7137315897356109,9.924080324312751,431.3236264090373,22291445497.869026,20062300948.082123,22291445929.192654,31351172.683190286,0.009226550282125141,0.010009299561498809,0.051195868389521615,2.994563440428255e-05,0.07820220331745742,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
82,安徽,-0.023817651551297184,0.02,1.1913342397453284,1.1913342397453284,0.0184420457528848,14.48549916403773,0.012030538614711452,1.8653459035191822,0.7136673127919221,9.92943828203926,431.5218521799619,20062300948.082123,20062300948.082123,20062301379.603973,31352112.04488248,0.010009299561498809,0.010009299561498809,0.11913155597242397,2.9962569556341023e-05,0.0781745838868575,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
83,安徽,-0.023817631320131157,0.02,1.1934203577291211,1.1934203577291211,0.0184420457528848,14.47642977683334,0.012025205178979072,1.8652773310632709,0.7137305866575296,9.924163912532887,431.32670527824104,20062300948.082123,18056070853.27391,20062301379.40883,31351173.36858646,0.010009299561498809,0.010858454401495616,0.051195931254714,2.9939810583634596e-05,0.0782021831652071,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
84,安徽,-0.023686278574198683,0.02,1.1913618547558522,1.1913618547558522,0.0184420457528848,14.48565996609227,0.012030633145600048,1.8653471179273111,0.7136661913365766,9.929531793374313,431.52529429662883,18056070853.27391,18056070853.27391,18056071284.799206,31352112.60342805,0.010858454401495616,0.010858454401495616,0.11913164821797428,2.99585227816479e-05,0.0781745674643114,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
85,安徽,-0.023686255987306542,0.02,1.193451105024357,1.193451105024357,0.0184420457528848,14.476589484858687,0.012025299129425841,1.8652785399357747,0.7137294720453303,9.924256796039622,431.33012649963104,18056070853.27391,16250463767.94652,18056071284.60404,31351174.12995988,0.010858454401495616,0.011779648356165084,0.051196001090130894,2.9933340698340416e-05,0.07820216077904785,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
86,安徽,-0.02354030838209472,0.02,1.1913925398475076,1.1913925398475076,0.0184420457528848,14.485838650073367,0.012030738187099741,1.86534846732286,0.7136649451867161,9.929635703423514,431.52911913993574,16250463767.94652,16250463767.94652,16250464199.47564,31352113.22385433,0.011779648356165084,0.011779648356165084,0.11913175068506299,2.9954026300682557e-05,0.0781745492223278,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
87,安徽,-0.02354028315243375,0.02,1.1934852706114032,1.1934852706114032,0.0184420457528848,14.476766954879578,0.012025403527039449,1.8652798831948716,0.7137282334873285,9.924360009451563,431.3339281607419,16250463767.94652,14625417391.151869,16250464199.280449,31351174.97571067,0.011779648356165084,0.01277899289538871,0.05119607866676523,2.9926153205628303e-05,0.07820213591199665,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
88,安徽,-0.023378119011158528,0.02,1.1914266365503288,1.1914266365503288,0.0184420457528848,14.48603720639068,0.0120308549095057,1.8653499667240943,0.713663560466641,9.92975116961064,431.5333693071818,14625417391.151869,14625417391.151869,14625417822.685238,31352113.912994664,0.01277899289538871,0.01277899289538871,0.11913186450284463,2.9949030131204424e-05,0.07817452895999033,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
89,安徽,-0.023378090813857198,0.02,1.193523234752404,1.193523234752404,0.0184420457528848,14.476964164362165,0.012025519535262555,1.8652813757942506,0.7137268571882842,9.924474702769986,431.3381526109743,14625417391.151869,13162875652.036682,14625417822.49002,31351175.915162478,0.01277899289538871,0.013863117946257853,0.05119616484045719,2.991816866926289e-05,0.07820210828991658,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
90,安徽,-0.02319790826737933,0.02,1.191464524438358,1.191464524438358,0.0184420457528848,14.486257847439395,0.012030984612596916,1.865351632812298,0.7136620217540477,9.929879478434282,431.5380921284258,13162875652.036682,13162875652.036682,13162876083.574774,31352114.67843178,0.013863117946257853,0.013863117946257853,0.1191319909243932,2.994347873408465e-05,0.07817450645434909,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
91,安徽,-0.023197876734141278,0.02,1.1935654200669596,1.1935654200669596,0.0184420457528848,14.47718331140976,0.012025648445738212,1.8652830343400795,0.7137253278146588,9.924602154298583,431.3428469199476,13162875652.036682,11846588086.833014,13162876083.37953,31351176.958662763,0.013863117946257853,0.015039215873141245,0.05119626056112836,2.990929889845617e-05,0.07820207760856779,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
92,安徽,-0.022997673698173453,0.02,1.1915066253793563,1.1915066253793563,0.0184420457528848,14.48650303246015,0.012031128741250521,1.8653534841270274,0.7136603119070238,9.930022059920711,431.5433402276039,11846588086.833014,11846588086.833014,11846588518.376354,31352115.528578606,0.015039215873141245,0.015039215873141245,0.11913213134010503,2.9937310394467787e-05,0.07817448145804418,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
93,安徽,-0.022997638410732713,0.02,1.193612296263423,1.193612296263423,0.0184420457528848,14.477426839493962,0.01202579169605056,1.8652848773033048,0.7137236283223556,9.924743785023097,431.34806340019105,11846588086.833014,10661929278.149712,11846588518.181076,31351178.1176937,0.015039215873141245,0.01631508918802465,0.05119636688300189,2.9899445989522988e-05,0.07820204353034765,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
94,安徽,-0.022775190337958162,0.02,1.1915534082620203,1.1915534082620203,0.0184420457528848,14.486775495206965,0.012031288901317497,1.8653555412710374,0.7136584118715701,9.930180503708492,431.5491720821977,10661929278.149712,10661929278.149712,10661929709.698883,31352116.472767744,0.01631508918802465,0.01631508918802465,0.11913228729250835,2.9930456537208272e-05,0.0781744536966753,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
95,安徽,-0.0227751508204035,0.02,1.1936643854017739,1.1936643854017739,0.0184420457528848,14.47769746498462,0.012025950882431623,1.8652869251986683,0.7137217397651001,9.924901174616746,431.3538602057915,10661929278.149712,9595736350.334742,10661929709.503572,31351179.404994767,0.01631508918802465,0.01769920230741253,0.05119648497588769,2.9888501268837686e-05,0.0782020056806857,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
96,安徽,-0.022527985980195436,0.02,1.1916053942550036,1.1916053942550036,0.0184420457528848,14.48707827474618,0.012031466878933014,1.8653578271523563,0.7136563004673862,9.930356576952928,431.5556527098375,9595736350.334742,9595736350.334742,9595736781.890394,31352117.52134997,0.01769920230741253,0.01769920230741253,0.11913246049260817,2.9922840958596097e-05,0.07817442286590559,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
97,安徽,-0.02252794168994326,0.02,1.1937222677484745,1.1937222677484745,0.0184420457528848,14.477998207801472,0.01202612778121325,1.8652892008438813,0.7137196410810689,9.925076079260995,431.3603019904986,9595736350.334742,8636162715.301268,9595736781.695044,31351180.83469797,0.01769920230741253,0.0192007376988796,0.0511966161376719,2.987634412132678e-05,0.07820196364406795,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
98,安徽,-0.02225331370087701,0.02,1.1916631626583771,1.1916631626583771,0.0184420457528848,14.487414749747403,0.0120316646580599,1.8653603672172754,0.713653954149484,9.93055224425894,431.56285437813364,8636162715.301268,8636162715.301268,8636163146.864122,31352118.685803033,0.0192007376988796,0.0192007376988796,0.11913265283792451,2.9914378983253442e-05,0.07817438862826231,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
99,安徽,-0.02225326401802566,0.02,1.193786588290821,1.193786588290821,0.0184420457528848,14.478332425549091,0.012026324365242686,1.8652917295824054,0.713717308855428,9.92527045148945,431.36746062304536,8636162715.301268,7772546443.771141,8636163146.668728,31351182.422477264,0.0192007376988796,0.020829656789424007,0.05119676180808874,2.9862840695171755e-05,0.0782019169596434,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
100,安徽,-0.0219481213278183,0.02,1.1917273574152731,1.1917273574152731,0.0184420457528848,14.487788676671302,0.012031884446142123,1.86536318976331,0.7136513467427406,9.930769689879272,431.5708574298877,7772546443.771141,7772546443.771141,7772546875.341998,31352119.97885135,0.020829656789424007,0.020829656789424007,0.11913286643236376,2.9904976515782167e-05,0.07817435060961786,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
