turn,family,bound,province_index,province
19,wjt,upper,18,广东
19,ra,lower,19,广西
19,wjt,lower,19,广西
19,ra,lower,20,海南
19,wjt,lower,20,海南
19,ra,lower,21,重庆
19,wjt,lower,21,重庆
19,ra,lower,22,四川
19,wjt,upper,22,四川
19,ra,lower,23,贵州
19,wjt,lower,23,贵州
19,ra,lower,24,云南
19,ra,lower,25,西藏
19,wjt,lower,25,西藏
19,ra,lower,26,陕西
19,ra,lower,27,甘肃
19,wjt,lower,27,甘肃
19,ra,lower,28,青海
19,wjt,lower,28,青海
19,ra,lower,29,宁夏
19,wjt,lower,29,宁夏
19,ra,lower,30,新疆
19,wjt,lower,30,新疆
20,ra,lower,0,北京
20,ra,lower,1,天津
20,wjt,lower,1,天津
20,ra,lower,2,河北
20,ra,lower,3,山西
20,wjt,lower,3,山西
20,ra,lower,4,内蒙古
20,wjt,lower,4,内蒙古
20,ra,lower,5,辽宁
20,ra,lower,6,吉林
20,wjt,lower,6,吉林
20,ra,lower,7,黑龙江
20,wjt,lower,7,黑龙江
20,ra,lower,8,上海
20,ra,lower,9,江苏
20,wjt,upper,9,江苏
20,ra,lower,10,浙江
20,wjt,upper,10,浙江
20,ra,lower,11,安徽
20,ra,lower,12,福建
20,ra,lower,13,江西
20,ra,lower,14,山东
20,wjt,upper,14,山东
20,ra,lower,15,河南
20,wjt,upper,15,河南
20,ra,lower,16,湖北
20,wjt,upper,16,湖北
20,ra,lower,17,湖南
20,ra,lower,18,广东
20,wjt,upper,18,广东
20,ra,lower,19,广西
20,wjt,lower,19,广西
20,ra,lower,20,海南
20,wjt,lower,20,海南
20,ra,lower,21,重庆
20,wjt,lower,21,重庆
20,ra,lower,22,四川
20,wjt,upper,22,四川
20,ra,lower,23,贵州
20,wjt,lower,23,贵州
20,ra,lower,24,云南
20,ra,lower,25,西藏
20,wjt,lower,25,西藏
20,ra,lower,26,陕西
20,ra,lower,27,甘肃
20,wjt,lower,27,甘肃
20,ra,lower,28,青海
20,wjt,lower,28,青海
20,ra,lower,29,宁夏
20,wjt,lower,29,宁夏
20,ra,lower,30,新疆
20,wjt,lower,30,新疆
21,ra,lower,0,北京
21,ra,lower,1,天津
21,wjt,lower,1,天津
21,ra,lower,2,河北
21,ra,lower,3,山西
21,wjt,lower,3,山西
21,ra,lower,4,内蒙古
21,wjt,lower,4,内蒙古
21,ra,lower,5,辽宁
21,ra,lower,6,吉林
21,wjt,lower,6,吉林
21,ra,lower,7,黑龙江
21,wjt,lower,7,黑龙江
21,ra,lower,8,上海
21,ra,lower,9,江苏
21,wjt,upper,9,江苏
21,ra,lower,10,浙江
21,wjt,upper,10,浙江
21,ra,lower,11,安徽
21,ra,lower,12,福建
21,ra,lower,13,江西
21,ra,lower,14,山东
21,wjt,upper,14,山东
21,ra,lower,15,河南
21,wjt,upper,15,河南
21,ra,lower,16,湖北
21,wjt,upper,16,湖北
21,ra,lower,17,湖南
21,ra,lower,18,广东
21,wjt,upper,18,广东
21,ra,lower,19,广西
21,wjt,lower,19,广西
21,ra,lower,20,海南
21,wjt,lower,20,海南
21,ra,lower,21,重庆
21,wjt,lower,21,重庆
21,ra,lower,22,四川
21,wjt,upper,22,四川
21,ra,lower,23,贵州
21,wjt,lower,23,贵州
21,ra,lower,24,云南
21,ra,lower,25,西藏
21,wjt,lower,25,西藏
21,ra,lower,26,陕西
21,ra,lower,27,甘肃
21,wjt,lower,27,甘肃
21,ra,lower,28,青海
21,wjt,lower,28,青海
21,ra,lower,29,宁夏
21,wjt,lower,29,宁夏
21,ra,lower,30,新疆
21,wjt,lower,30,新疆
22,ra,lower,0,北京
22,ra,lower,1,天津
22,wjt,lower,1,天津
22,ra,lower,2,河北
22,ra,lower,3,山西
22,wjt,lower,3,山西
22,ra,lower,4,内蒙古
22,wjt,lower,4,内蒙古
22,ra,lower,5,辽宁
22,ra,lower,6,吉林
22,wjt,lower,6,吉林
22,ra,lower,7,黑龙江
22,wjt,lower,7,黑龙江
22,ra,lower,8,上海
22,ra,lower,9,江苏
22,wjt,upper,9,江苏
22,ra,lower,10,浙江
22,wjt,upper,10,浙江
22,ra,lower,11,安徽
22,ra,lower,12,福建
22,ra,lower,13,江西
22,ra,lower,14,山东
22,wjt,upper,14,山东
22,ra,lower,15,河南
22,wjt,upper,15,河南
22,ra,lower,16,湖北
22,wjt,upper,16,湖北
22,ra,lower,17,湖南
22,ra,lower,18,广东
22,wjt,upper,18,广东
22,ra,lower,19,广西
22,wjt,lower,19,广西
22,ra,lower,20,海南
22,wjt,lower,20,海南
22,ra,lower,21,重庆
22,wjt,lower,21,重庆
22,ra,lower,22,四川
22,wjt,upper,22,四川
22,ra,lower,23,贵州
22,wjt,lower,23,贵州
22,ra,lower,24,云南
22,ra,lower,25,西藏
22,wjt,lower,25,西藏
22,ra,lower,26,陕西
22,ra,lower,27,甘肃
22,wjt,lower,27,甘肃
22,ra,lower,28,青海
22,wjt,lower,28,青海
22,ra,lower,29,宁夏
22,wjt,lower,29,宁夏
22,ra,lower,30,新疆
22,wjt,lower,30,新疆
23,ra,lower,0,北京
23,ra,lower,1,天津
23,wjt,lower,1,天津
23,ra,lower,2,河北
23,ra,lower,3,山西
23,wjt,lower,3,山西
23,ra,lower,4,内蒙古
23,wjt,lower,4,内蒙古
23,ra,lower,5,辽宁
23,ra,lower,6,吉林
23,wjt,lower,6,吉林
23,ra,lower,7,黑龙江
23,wjt,lower,7,黑龙江
23,ra,lower,8,上海
23,ra,lower,9,江苏
23,wjt,upper,9,江苏
23,ra,lower,10,浙江
23,wjt,upper,10,浙江
23,ra,lower,11,安徽
23,ra,lower,12,福建
23,ra,lower,13,江西
23,ra,lower,14,山东
23,wjt,upper,14,山东
23,ra,lower,15,河南
23,wjt,upper,15,河南
23,ra,lower,16,湖北
23,wjt,upper,16,湖北
23,ra,lower,17,湖南
23,ra,lower,18,广东
23,wjt,upper,18,广东
23,ra,lower,19,广西
23,wjt,lower,19,广西
23,ra,lower,20,海南
23,wjt,lower,20,海南
23,ra,lower,21,重庆
23,wjt,lower,21,重庆
23,ra,lower,22,四川
23,wjt,upper,22,四川
23,ra,lower,23,贵州
23,wjt,lower,23,贵州
23,ra,lower,24,云南
23,ra,lower,25,西藏
23,wjt,lower,25,西藏
23,ra,lower,26,陕西
23,ra,lower,27,甘肃
23,wjt,lower,27,甘肃
23,ra,lower,28,青海
23,wjt,lower,28,青海
23,ra,lower,29,宁夏
23,wjt,lower,29,宁夏
23,ra,lower,30,新疆
23,wjt,lower,30,新疆
24,ra,lower,0,北京
24,ra,lower,1,天津
24,wjt,lower,1,天津
24,ra,lower,2,河北
24,ra,lower,3,山西
24,wjt,lower,3,山西
24,ra,lower,4,内蒙古
24,wjt,lower,4,内蒙古
24,ra,lower,5,辽宁
24,ra,lower,6,吉林
24,wjt,lower,6,吉林
24,ra,lower,7,黑龙江
24,wjt,lower,7,黑龙江
24,ra,lower,8,上海
24,ra,lower,9,江苏
24,wjt,upper,9,江苏
24,ra,lower,10,浙江
24,wjt,upper,10,浙江
24,ra,lower,11,安徽
24,ra,lower,12,福建
24,ra,lower,13,江西
24,ra,lower,14,山东
24,wjt,upper,14,山东
24,ra,lower,15,河南
24,wjt,upper,15,河南
24,ra,lower,16,湖北
24,wjt,upper,16,湖北
24,ra,lower,17,湖南
24,ra,lower,18,广东
24,wjt,upper,18,广东
24,ra,lower,19,广西
24,wjt,lower,19,广西
24,ra,lower,20,海南
24,wjt,lower,20,海南
24,ra,lower,21,重庆
24,wjt,lower,21,重庆
24,ra,lower,22,四川
24,wjt,upper,22,四川
24,ra,lower,23,贵州
24,wjt,lower,23,贵州
24,ra,lower,24,云南
24,ra,lower,25,西藏
24,wjt,lower,25,西藏
24,ra,lower,26,陕西
24,ra,lower,27,甘肃
24,wjt,lower,27,甘肃
24,ra,lower,28,青海
24,wjt,lower,28,青海
24,ra,lower,29,宁夏
24,wjt,lower,29,宁夏
24,ra,lower,30,新疆
24,wjt,lower,30,新疆
25,ra,lower,0,北京
25,ra,lower,1,天津
25,wjt,lower,1,天津
25,ra,lower,2,河北
25,ra,lower,3,山西
25,wjt,lower,3,山西
25,ra,lower,4,内蒙古
25,wjt,lower,4,内蒙古
25,ra,lower,5,辽宁
25,ra,lower,6,吉林
25,wjt,lower,6,吉林
25,ra,lower,7,黑龙江
25,wjt,lower,7,黑龙江
25,ra,lower,8,上海
25,ra,lower,9,江苏
25,wjt,upper,9,江苏
25,ra,lower,10,浙江
25,wjt,upper,10,浙江
25,ra,lower,11,安徽
25,ra,lower,12,福建
25,ra,lower,13,江西
25,ra,lower,14,山东
25,wjt,upper,14,山东
25,ra,lower,15,河南
25,wjt,upper,15,河南
25,ra,lower,16,湖北
25,wjt,upper,16,湖北
25,ra,lower,17,湖南
25,ra,lower,18,广东
25,wjt,upper,18,广东
25,ra,lower,19,广西
25,wjt,lower,19,广西
25,ra,lower,20,海南
25,wjt,lower,20,海南
25,ra,lower,21,重庆
25,wjt,lower,21,重庆
25,ra,lower,22,四川
25,wjt,upper,22,四川
25,ra,lower,23,贵州
25,wjt,lower,23,贵州
25,ra,lower,24,云南
25,ra,lower,25,西藏
25,wjt,lower,25,西藏
25,ra,lower,26,陕西
25,ra,lower,27,甘肃
25,wjt,lower,27,甘肃
25,ra,lower,28,青海
25,wjt,lower,28,青海
25,ra,lower,29,宁夏
25,wjt,lower,29,宁夏
25,ra,lower,30,新疆
25,wjt,lower,30,新疆
26,ra,lower,0,北京
26,ra,lower,1,天津
26,wjt,lower,1,天津
26,ra,lower,2,河北
26,ra,lower,3,山西
26,wjt,lower,3,山西
26,ra,lower,4,内蒙古
26,wjt,lower,4,内蒙古
26,ra,lower,5,辽宁
26,ra,lower,6,吉林
26,wjt,lower,6,吉林
26,ra,lower,7,黑龙江
26,wjt,lower,7,黑龙江
26,ra,lower,8,上海
26,ra,lower,9,江苏
26,wjt,upper,9,江苏
26,ra,lower,10,浙江
26,wjt,upper,10,浙江
26,ra,lower,11,安徽
26,ra,lower,12,福建
26,ra,lower,13,江西
26,ra,lower,14,山东
26,wjt,upper,14,山东
26,ra,lower,15,河南
26,wjt,upper,15,河南
26,ra,lower,16,湖北
26,wjt,upper,16,湖北
26,ra,lower,17,湖南
26,ra,lower,18,广东
26,wjt,upper,18,广东
26,ra,lower,19,广西
26,wjt,lower,19,广西
26,ra,lower,20,海南
26,wjt,lower,20,海南
26,ra,lower,21,重庆
26,wjt,lower,21,重庆
26,ra,lower,22,四川
26,wjt,upper,22,四川
26,ra,lower,23,贵州
26,wjt,lower,23,贵州
26,ra,lower,24,云南
26,ra,lower,25,西藏
26,wjt,lower,25,西藏
26,ra,lower,26,陕西
26,ra,lower,27,甘肃
26,wjt,lower,27,甘肃
26,ra,lower,28,青海
26,wjt,lower,28,青海
26,ra,lower,29,宁夏
26,wjt,lower,29,宁夏
26,ra,lower,30,新疆
26,wjt,lower,30,新疆
27,ra,lower,0,北京
27,ra,lower,1,天津
27,wjt,lower,1,天津
27,ra,lower,2,河北
27,ra,lower,3,山西
27,wjt,lower,3,山西
27,ra,lower,4,内蒙古
27,wjt,lower,4,内蒙古
27,ra,lower,5,辽宁
27,ra,lower,6,吉林
27,wjt,lower,6,吉林
27,ra,lower,7,黑龙江
27,wjt,lower,7,黑龙江
27,ra,lower,8,上海
27,ra,lower,9,江苏
27,wjt,upper,9,江苏
27,ra,lower,10,浙江
27,wjt,upper,10,浙江
27,ra,lower,11,安徽
27,ra,lower,12,福建
27,ra,lower,13,江西
27,ra,lower,14,山东
27,wjt,upper,14,山东
27,ra,lower,15,河南
27,wjt,upper,15,河南
27,ra,lower,16,湖北
27,wjt,upper,16,湖北
27,ra,lower,17,湖南
27,ra,lower,18,广东
27,wjt,upper,18,广东
27,ra,lower,19,广西
27,wjt,lower,19,广西
27,ra,lower,20,海南
27,wjt,lower,20,海南
27,ra,lower,21,重庆
27,wjt,lower,21,重庆
27,ra,lower,22,四川
27,wjt,upper,22,四川
27,ra,lower,23,贵州
27,wjt,lower,23,贵州
27,ra,lower,24,云南
27,ra,lower,25,西藏
27,wjt,lower,25,西藏
27,ra,lower,26,陕西
27,ra,lower,27,甘肃
27,wjt,lower,27,甘肃
27,ra,lower,28,青海
27,wjt,lower,28,青海
27,ra,lower,29,宁夏
27,wjt,lower,29,宁夏
27,ra,lower,30,新疆
27,wjt,lower,30,新疆
28,ra,lower,0,北京
28,ra,lower,1,天津
28,wjt,lower,1,天津
28,ra,lower,2,河北
28,ra,lower,3,山西
28,wjt,lower,3,山西
28,ra,lower,4,内蒙古
28,wjt,lower,4,内蒙古
28,ra,lower,5,辽宁
28,ra,lower,6,吉林
28,wjt,lower,6,吉林
28,ra,lower,7,黑龙江
28,wjt,lower,7,黑龙江
28,ra,lower,8,上海
28,ra,lower,9,江苏
28,wjt,upper,9,江苏
28,ra,lower,10,浙江
28,wjt,upper,10,浙江
28,ra,lower,11,安徽
28,ra,lower,12,福建
28,ra,lower,13,江西
28,ra,lower,14,山东
28,wjt,upper,14,山东
28,ra,lower,15,河南
28,wjt,upper,15,河南
28,ra,lower,16,湖北
28,wjt,upper,16,湖北
28,ra,lower,17,湖南
28,ra,lower,18,广东
28,wjt,upper,18,广东
28,ra,lower,19,广西
28,wjt,lower,19,广西
28,ra,lower,20,海南
28,wjt,lower,20,海南
28,ra,lower,21,重庆
28,wjt,lower,21,重庆
28,ra,lower,22,四川
28,wjt,upper,22,四川
28,ra,lower,23,贵州
28,wjt,lower,23,贵州
28,ra,lower,24,云南
28,ra,lower,25,西藏
28,wjt,lower,25,西藏
28,ra,lower,26,陕西
28,ra,lower,27,甘肃
28,wjt,lower,27,甘肃
28,ra,lower,28,青海
28,wjt,lower,28,青海
28,ra,lower,29,宁夏
28,wjt,lower,29,宁夏
28,ra,lower,30,新疆
28,wjt,lower,30,新疆
29,ra,lower,0,北京
29,ra,lower,1,天津
29,wjt,lower,1,天津
29,ra,lower,2,河北
29,ra,lower,3,山西
29,wjt,lower,3,山西
29,ra,lower,4,内蒙古
29,wjt,lower,4,内蒙古
29,ra,lower,5,辽宁
29,ra,lower,6,吉林
29,wjt,lower,6,吉林
29,ra,lower,7,黑龙江
29,wjt,lower,7,黑龙江
29,ra,lower,8,上海
29,ra,lower,9,江苏
29,wjt,upper,9,江苏
29,ra,lower,10,浙江
29,wjt,upper,10,浙江
29,ra,lower,11,安徽
29,ra,lower,12,福建
29,ra,lower,13,江西
29,ra,lower,14,山东
29,wjt,upper,14,山东
29,ra,lower,15,河南
29,wjt,upper,15,河南
29,ra,lower,16,湖北
29,wjt,upper,16,湖北
29,ra,lower,17,湖南
29,ra,lower,18,广东
29,wjt,upper,18,广东
29,ra,lower,19,广西
29,wjt,lower,19,广西
29,ra,lower,20,海南
29,wjt,lower,20,海南
29,ra,lower,21,重庆
29,wjt,lower,21,重庆
29,ra,lower,22,四川
29,wjt,upper,22,四川
29,ra,lower,23,贵州
29,wjt,lower,23,贵州
29,ra,lower,24,云南
29,ra,lower,25,西藏
29,wjt,lower,25,西藏
29,ra,lower,26,陕西
29,ra,lower,27,甘肃
29,wjt,lower,27,甘肃
29,ra,lower,28,青海
29,wjt,lower,28,青海
29,ra,lower,29,宁夏
29,wjt,lower,29,宁夏
29,ra,lower,30,新疆
29,wjt,lower,30,新疆
30,ra,lower,0,北京
30,ra,lower,1,天津
30,wjt,lower,1,天津
30,ra,lower,2,河北
30,ra,lower,3,山西
30,wjt,lower,3,山西
30,ra,lower,4,内蒙古
30,wjt,lower,4,内蒙古
30,ra,lower,5,辽宁
30,ra,lower,6,吉林
30,wjt,lower,6,吉林
30,ra,lower,7,黑龙江
30,wjt,lower,7,黑龙江
30,ra,lower,8,上海
30,ra,lower,9,江苏
30,wjt,upper,9,江苏
30,ra,lower,10,浙江
30,wjt,upper,10,浙江
30,ra,lower,11,安徽
30,ra,lower,12,福建
30,ra,lower,13,江西
30,ra,lower,14,山东
30,wjt,upper,14,山东
30,ra,lower,15,河南
30,wjt,upper,15,河南
30,ra,lower,16,湖北
30,wjt,upper,16,湖北
30,ra,lower,17,湖南
30,ra,lower,18,广东
30,wjt,upper,18,广东
30,ra,lower,19,广西
30,wjt,lower,19,广西
30,ra,lower,20,海南
30,wjt,lower,20,海南
30,ra,lower,21,重庆
30,wjt,lower,21,重庆
30,ra,lower,22,四川
30,wjt,upper,22,四川
30,ra,lower,23,贵州
30,wjt,lower,23,贵州
30,ra,lower,24,云南
30,ra,lower,25,西藏
30,wjt,lower,25,西藏
30,ra,lower,26,陕西
30,ra,lower,27,甘肃
30,wjt,lower,27,甘肃
30,ra,lower,28,青海
30,wjt,lower,28,青海
30,ra,lower,29,宁夏
30,wjt,lower,29,宁夏
30,ra,lower,30,新疆
30,wjt,lower,30,新疆
31,ra,lower,0,北京
31,ra,lower,1,天津
31,wjt,lower,1,天津
31,ra,lower,2,河北
31,ra,lower,3,山西
31,wjt,lower,3,山西
31,ra,lower,4,内蒙古
31,wjt,lower,4,内蒙古
31,ra,lower,5,辽宁
31,ra,lower,6,吉林
31,wjt,lower,6,吉林
31,ra,lower,7,黑龙江
31,wjt,lower,7,黑龙江
31,ra,lower,8,上海
31,ra,lower,9,江苏
31,wjt,upper,9,江苏
31,ra,lower,10,浙江
31,wjt,upper,10,浙江
31,ra,lower,11,安徽
31,ra,lower,12,福建
31,ra,lower,13,江西
31,ra,lower,14,山东
31,wjt,upper,14,山东
31,ra,lower,15,河南
31,wjt,upper,15,河南
31,ra,lower,16,湖北
31,wjt,upper,16,湖北
31,ra,lower,17,湖南
31,ra,lower,18,广东
31,wjt,upper,18,广东
31,ra,lower,19,广西
31,wjt,lower,19,广西
31,ra,lower,20,海南
31,wjt,lower,20,海南
31,ra,lower,21,重庆
31,wjt,lower,21,重庆
31,ra,lower,22,四川
31,wjt,upper,22,四川
31,ra,lower,23,贵州
31,wjt,lower,23,贵州
31,ra,lower,24,云南
31,ra,lower,25,西藏
31,wjt,lower,25,西藏
31,ra,lower,26,陕西
31,ra,lower,27,甘肃
31,wjt,lower,27,甘肃
31,ra,lower,28,青海
31,wjt,lower,28,青海
31,ra,lower,29,宁夏
31,wjt,lower,29,宁夏
31,ra,lower,30,新疆
31,wjt,lower,30,新疆
32,ra,lower,0,北京
32,ra,lower,1,天津
32,wjt,lower,1,天津
32,ra,lower,2,河北
32,ra,lower,3,山西
32,wjt,lower,3,山西
32,ra,lower,4,内蒙古
32,wjt,lower,4,内蒙古
32,ra,lower,5,辽宁
32,ra,lower,6,吉林
32,wjt,lower,6,吉林
32,ra,lower,7,黑龙江
32,wjt,lower,7,黑龙江
32,ra,lower,8,上海
32,ra,lower,9,江苏
32,wjt,upper,9,江苏
32,ra,lower,10,浙江
32,wjt,upper,10,浙江
32,ra,lower,11,安徽
32,ra,lower,12,福建
32,ra,lower,13,江西
32,ra,lower,14,山东
32,wjt,upper,14,山东
32,ra,lower,15,河南
32,wjt,upper,15,河南
32,ra,lower,16,湖北
32,wjt,upper,16,湖北
32,ra,lower,17,湖南
32,ra,lower,18,广东
32,wjt,upper,18,广东
32,ra,lower,19,广西
32,wjt,lower,19,广西
32,ra,lower,20,海南
32,wjt,lower,20,海南
32,ra,lower,21,重庆
32,wjt,lower,21,重庆
32,ra,lower,22,四川
32,wjt,upper,22,四川
32,ra,lower,23,贵州
32,wjt,lower,23,贵州
32,ra,lower,24,云南
32,ra,lower,25,西藏
32,wjt,lower,25,西藏
32,ra,lower,26,陕西
32,ra,lower,27,甘肃
32,wjt,lower,27,甘肃
32,ra,lower,28,青海
32,wjt,lower,28,青海
32,ra,lower,29,宁夏
32,wjt,lower,29,宁夏
32,ra,lower,30,新疆
32,wjt,lower,30,新疆
33,ra,lower,0,北京
33,ra,lower,1,天津
33,wjt,lower,1,天津
33,ra,lower,2,河北
33,ra,lower,3,山西
33,wjt,lower,3,山西
33,ra,lower,4,内蒙古
33,wjt,lower,4,内蒙古
33,ra,lower,5,辽宁
33,ra,lower,6,吉林
33,wjt,lower,6,吉林
33,ra,lower,7,黑龙江
33,wjt,lower,7,黑龙江
33,ra,lower,8,上海
33,ra,lower,9,江苏
33,wjt,upper,9,江苏
33,ra,lower,10,浙江
33,wjt,upper,10,浙江
33,ra,lower,11,安徽
33,ra,lower,12,福建
33,ra,lower,13,江西
33,ra,lower,14,山东
33,wjt,upper,14,山东
33,ra,lower,15,河南
33,wjt,upper,15,河南
33,ra,lower,16,湖北
33,wjt,upper,16,湖北
33,ra,lower,17,湖南
33,ra,lower,18,广东
33,wjt,upper,18,广东
33,ra,lower,19,广西
33,wjt,lower,19,广西
33,ra,lower,20,海南
33,wjt,lower,20,海南
33,ra,lower,21,重庆
33,wjt,lower,21,重庆
33,ra,lower,22,四川
33,wjt,upper,22,四川
33,ra,lower,23,贵州
33,wjt,lower,23,贵州
33,ra,lower,24,云南
33,ra,lower,25,西藏
33,wjt,lower,25,西藏
33,ra,lower,26,陕西
33,ra,lower,27,甘肃
33,wjt,lower,27,甘肃
33,ra,lower,28,青海
33,wjt,lower,28,青海
33,ra,lower,29,宁夏
33,wjt,lower,29,宁夏
33,ra,lower,30,新疆
33,wjt,lower,30,新疆
34,ra,lower,0,北京
34,ra,lower,1,天津
34,wjt,lower,1,天津
34,ra,lower,2,河北
34,ra,lower,3,山西
34,wjt,lower,3,山西
34,ra,lower,4,内蒙古
34,wjt,lower,4,内蒙古
34,ra,lower,5,辽宁
34,ra,lower,6,吉林
34,wjt,lower,6,吉林
34,ra,lower,7,黑龙江
34,wjt,lower,7,黑龙江
34,ra,lower,8,上海
34,ra,lower,9,江苏
34,wjt,upper,9,江苏
34,ra,lower,10,浙江
34,wjt,upper,10,浙江
34,ra,lower,11,安徽
34,ra,lower,12,福建
34,ra,lower,13,江西
34,ra,lower,14,山东
34,wjt,upper,14,山东
34,ra,lower,15,河南
34,wjt,upper,15,河南
34,ra,lower,16,湖北
34,wjt,upper,16,湖北
34,ra,lower,17,湖南
34,ra,lower,18,广东
34,wjt,upper,18,广东
34,ra,lower,19,广西
34,wjt,lower,19,广西
34,ra,lower,20,海南
34,wjt,lower,20,海南
34,ra,lower,21,重庆
34,wjt,lower,21,重庆
34,ra,lower,22,四川
34,wjt,upper,22,四川
34,ra,lower,23,贵州
34,wjt,lower,23,贵州
34,ra,lower,24,云南
34,ra,lower,25,西藏
34,wjt,lower,25,西藏
34,ra,lower,26,陕西
34,ra,lower,27,甘肃
34,wjt,lower,27,甘肃
34,ra,lower,28,青海
34,wjt,lower,28,青海
34,ra,lower,29,宁夏
34,wjt,lower,29,宁夏
34,ra,lower,30,新疆
34,wjt,lower,30,新疆
35,ra,lower,0,北京
35,ra,lower,1,天津
35,wjt,lower,1,天津
35,ra,lower,2,河北
35,ra,lower,3,山西
35,wjt,lower,3,山西
35,ra,lower,4,内蒙古
35,wjt,lower,4,内蒙古
35,ra,lower,5,辽宁
35,ra,lower,6,吉林
35,wjt,lower,6,吉林
35,ra,lower,7,黑龙江
35,wjt,lower,7,黑龙江
35,ra,lower,8,上海
35,ra,lower,9,江苏
35,wjt,upper,9,江苏
35,ra,lower,10,浙江
35,wjt,upper,10,浙江
35,ra,lower,11,安徽
35,ra,lower,12,福建
35,ra,lower,13,江西
35,ra,lower,14,山东
35,wjt,upper,14,山东
35,ra,lower,15,河南
35,wjt,upper,15,河南
35,ra,lower,16,湖北
35,wjt,upper,16,湖北
35,ra,lower,17,湖南
35,ra,lower,18,广东
35,wjt,upper,18,广东
35,ra,lower,19,广西
35,wjt,lower,19,广西
35,ra,lower,20,海南
35,wjt,lower,20,海南
35,ra,lower,21,重庆
35,wjt,lower,21,重庆
35,ra,lower,22,四川
35,wjt,upper,22,四川
35,ra,lower,23,贵州
35,wjt,lower,23,贵州
35,ra,lower,24,云南
35,ra,lower,25,西藏
35,wjt,lower,25,西藏
35,ra,lower,26,陕西
35,ra,lower,27,甘肃
35,wjt,lower,27,甘肃
35,ra,lower,28,青海
35,wjt,lower,28,青海
35,ra,lower,29,宁夏
35,wjt,lower,29,宁夏
35,ra,lower,30,新疆
35,wjt,lower,30,新疆
36,ra,lower,0,北京
36,ra,lower,1,天津
36,wjt,lower,1,天津
36,ra,lower,2,河北
36,ra,lower,3,山西
36,wjt,lower,3,山西
36,ra,lower,4,内蒙古
36,wjt,lower,4,内蒙古
36,ra,lower,5,辽宁
36,ra,lower,6,吉林
36,wjt,lower,6,吉林
36,ra,lower,7,黑龙江
36,wjt,lower,7,黑龙江
36,ra,lower,8,上海
36,ra,lower,9,江苏
36,wjt,upper,9,江苏
36,ra,lower,10,浙江
36,wjt,upper,10,浙江
36,ra,lower,11,安徽
36,ra,lower,12,福建
36,ra,lower,13,江西
36,ra,lower,14,山东
36,wjt,upper,14,山东
36,ra,lower,15,河南
36,wjt,upper,15,河南
36,ra,lower,16,湖北
36,wjt,upper,16,湖北
36,ra,lower,17,湖南
36,ra,lower,18,广东
36,wjt,upper,18,广东
36,ra,lower,19,广西
36,wjt,lower,19,广西
36,ra,lower,20,海南
36,wjt,lower,20,海南
36,ra,lower,21,重庆
36,wjt,lower,21,重庆
36,ra,lower,22,四川
36,wjt,upper,22,四川
36,ra,lower,23,贵州
36,wjt,lower,23,贵州
36,ra,lower,24,云南
36,ra,lower,25,西藏
36,wjt,lower,25,西藏
36,ra,lower,26,陕西
36,ra,lower,27,甘肃
36,wjt,lower,27,甘肃
36,ra,lower,28,青海
36,wjt,lower,28,青海
36,ra,lower,29,宁夏
36,wjt,lower,29,宁夏
36,ra,lower,30,新疆
36,wjt,lower,30,新疆
37,ra,lower,0,北京
37,ra,lower,1,天津
37,wjt,lower,1,天津
37,ra,lower,2,河北
37,ra,lower,3,山西
37,wjt,lower,3,山西
37,ra,lower,4,内蒙古
37,wjt,lower,4,内蒙古
37,ra,lower,5,辽宁
37,ra,lower,6,吉林
37,wjt,lower,6,吉林
37,ra,lower,7,黑龙江
37,wjt,lower,7,黑龙江
37,ra,lower,8,上海
37,ra,lower,9,江苏
37,wjt,upper,9,江苏
37,ra,lower,10,浙江
37,wjt,upper,10,浙江
37,ra,lower,11,安徽
37,ra,lower,12,福建
37,ra,lower,13,江西
37,ra,lower,14,山东
37,wjt,upper,14,山东
37,ra,lower,15,河南
37,wjt,upper,15,河南
37,ra,lower,16,湖北
37,wjt,upper,16,湖北
37,ra,lower,17,湖南
37,ra,lower,18,广东
37,wjt,upper,18,广东
37,ra,lower,19,广西
37,wjt,lower,19,广西
37,ra,lower,20,海南
37,wjt,lower,20,海南
37,ra,lower,21,重庆
37,wjt,lower,21,重庆
37,ra,lower,22,四川
37,wjt,upper,22,四川
37,ra,lower,23,贵州
37,wjt,lower,23,贵州
37,ra,lower,24,云南
37,ra,lower,25,西藏
37,wjt,lower,25,西藏
37,ra,lower,26,陕西
37,ra,lower,27,甘肃
37,wjt,lower,27,甘肃
37,ra,lower,28,青海
37,wjt,lower,28,青海
37,ra,lower,29,宁夏
37,wjt,lower,29,宁夏
37,ra,lower,30,新疆
37,wjt,lower,30,新疆
38,ra,lower,0,北京
38,ra,lower,1,天津
38,wjt,lower,1,天津
38,ra,lower,2,河北
38,ra,lower,3,山西
38,wjt,lower,3,山西
38,ra,lower,4,内蒙古
38,wjt,lower,4,内蒙古
38,ra,lower,5,辽宁
38,ra,lower,6,吉林
38,wjt,lower,6,吉林
38,ra,lower,7,黑龙江
38,wjt,lower,7,黑龙江
38,ra,lower,8,上海
38,ra,lower,9,江苏
38,wjt,upper,9,江苏
38,ra,lower,10,浙江
38,wjt,upper,10,浙江
38,ra,lower,11,安徽
38,ra,lower,12,福建
38,ra,lower,13,江西
38,ra,lower,14,山东
38,wjt,upper,14,山东
38,ra,lower,15,河南
38,wjt,upper,15,河南
38,ra,lower,16,湖北
