turn,ra_lower_hit_count,ra_upper_hit_count,wjt_lower_hit_count,wjt_upper_hit_count,ra_lower_hit_provinces,ra_upper_hit_provinces,wjt_lower_hit_provinces,wjt_upper_hit_provinces,household_convergence_count,max_abs_kn_gap,max_abs_y_y_prev_gap,max_abs_y_y0_gap,source_converged,zt_adjusted_count,kfe_diagnostic_only_count,kfe_upper_b_leak_cells,hjb_negative_offdiagonals,govinv_decrease_count,govinv_increase_count,govinv_hold_count,raw_ra_min,raw_ra_median,raw_ra_max,used_ra_min,used_ra_median,used_ra_max,raw_wjt_min,raw_wjt_median,raw_wjt_max,used_wjt_min,used_wjt_median,used_wjt_max,household_rah_min,household_rah_median,household_rah_max,household_w_min,household_w_median,household_w_max,At_min,At_median,At_max,Bt_min,Bt_median,Bt_max,Lt_min,Lt_median,Lt_max,Ct_min,Ct_median,Ct_max,GovInv_min,GovInv_median,GovInv_max
26,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913118948896784,4.7150618604607786e-05,0.0782458793295846,False,0,31,620,589,0,0,31,-0.02496248442775278,-0.02494061239381711,-0.02481953494646712,0.02,0.02,0.02,0.05562781374590165,0.8454612973745292,3.48382112634167,0.8,0.8454612973745292,1.3,0.014542152579213808,0.0184420457528848,0.02,10.403943932132394,13.829847625393056,14.690680559338944,0.005765000205225962,0.011113837269124224,0.014027455001786655,1.8101145681363848,1.8579742197123832,1.8721538573811989,0.7122416501045166,0.7183415755540106,0.747804263963157,7.501447055739273,9.547109183134307,10.048701698101615,21631666649.18051,240591806926.59045,788485686394.2163
27,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141829998684344,4.714909106162679e-05,0.07820242126637977,False,31,31,620,589,31,0,0,-0.024962480931288382,-0.024940606860910305,-0.024819531974153937,0.02,0.02,0.02,0.05570935257125262,0.846923033364084,3.48893541535742,0.8,0.846923033364084,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398168825281749,13.821276271908767,14.681622270662745,0.005762253753652427,0.011108846633558878,0.014021108708986933,1.8100334971441139,1.857901247644821,1.872078950622955,0.7123038533785021,0.7184045837303914,0.7478627146269605,7.497923737639074,9.542091255562767,10.043444521599717,21631666649.18051,240591806926.59045,788485686394.2163
28,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191312400269271,4.71512870240387e-05,0.07824588340291072,False,0,31,620,589,0,0,31,-0.024958316030123606,-0.024934013768938498,-0.02479948325043156,0.02,0.02,0.02,0.055627878481026516,0.8454622356786368,3.4838311043595764,0.8,0.8454622356786368,1.3,0.014542152579213808,0.0184420457528848,0.02,10.403949170829044,13.829855488447972,14.69068889947317,0.005765002756526844,0.011113841868268144,0.014027460781731838,1.8101146433924828,1.8579742880513048,1.8721539260233133,0.712241592852743,0.7183415177727474,0.7478042109580926,7.501450251671164,9.547113786196599,10.048706538266144,19468499984.262463,216532626233.93143,709637117754.7947
29,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141829061591641,4.714934272964655e-05,0.0782024253085366,False,31,31,620,589,31,0,0,-0.024958312145055474,-0.02493400762100197,-0.024799479945776384,0.02,0.02,0.02,0.05570942314607915,0.8469240761852169,3.488946405215118,0.8,0.8469240761852169,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398174029797586,13.82128408245413,14.6816305546984,0.005762256289053027,0.011108851203736433,0.0140211144550519,1.8100335720377392,1.8579013156591413,1.8720790189560645,0.712303796472251,0.7184045262948933,0.7478626619349434,7.497926912975177,9.54209582829479,10.043449329635017,19468499984.262463,216532626233.93143,709637117754.7947
30,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913129813384671,4.7152029687524966e-05,0.07824588792885723,False,0,31,620,589,0,0,31,-0.024953684477035096,-0.02492668196305586,-0.0247772035826724,0.02,0.02,0.02,0.05562795040914219,0.8454632781702548,3.4838421911117328,0.8,0.8454632781702548,1.3,0.014542152579213808,0.0184420457528848,0.02,10.40395499163966,13.829864225215648,14.690698166333291,0.005765005591203498,0.011113846978052252,0.014027467204185242,1.8101147270091742,1.8579743639828514,1.872154002293914,0.712241529239394,0.7183414535710916,0.7478041520632368,7.50145380272874,9.547118900733253,10.04871191625207,17521649985.836216,194879363610.5383,638673405979.3152
31,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051418280824378604,4.714962236684883e-05,0.07820242979987779,False,31,31,620,589,31,0,0,-0.024953680160159784,-0.024926675131691445,-0.024777199908258295,0.02,0.02,0.02,0.055709501562766925,0.8469252348658615,3.4889586162405988,0.8,0.8469252348658615,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398179812609019,13.821292760879476,14.681639759224096,0.005762259106079225,0.011108856281875036,0.0140211208389992,1.8100336552517389,1.857901391231263,1.872079094879194,0.7123037332428444,0.718404462477414,0.7478626033881322,7.4979304411358685,9.542100909132028,10.043454671920099,17521649985.836216,194879363610.5383,638673405979.3152
32,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913136304486127,4.7152854862120286e-05,0.07824589295770312,False,0,31,620,589,0,0,31,-0.024948538306730324,-0.024918535511504827,-0.024752448389490273,0.02,0.02,0.02,0.055628030329508395,0.8454644365076494,3.483854509805694,0.8,0.8454644365076494,1.3,0.014542152579213808,0.0184420457528848,0.02,10.403961459235953,13.829873932781672,14.690708462893781,0.005765008740911265,0.011113852655796515,0.014027474340509714,1.8101148199172608,1.8579744483513279,1.872154087034562,0.7122414585576093,0.7183413822356376,0.7478040866242611,7.501457748365516,9.547124583578272,10.048717891820012,15769484987.252594,175391427249.48447,574806065381.3837
33,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141827005505051,4.71499330410019e-05,0.07820243479029987,False,31,31,620,589,31,0,0,-0.02494853351003807,-0.024918527920700134,-0.02475244430362898,0.02,0.02,0.02,0.055709588692683845,0.8469265222943636,3.4889721841361543,0.8,0.8469265222943636,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398186237990869,13.821302403625877,14.681649986530534,0.005762262236057516,0.01110886192447996,0.01402112793267853,1.8100337477114106,1.8579014751976457,1.8720791792432068,0.7123036629876178,0.7184043915687703,0.7478625383358016,7.497934361335895,9.542106554536469,10.043460607824155,15769484987.252594,175391427249.48447,574806065381.3837
34,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913143523001102,4.715377169484114e-05,0.07824589854533126,False,0,31,620,589,0,0,31,-0.024942820339470175,-0.024909483897966236,-0.02472494261091309,0.02,0.02,0.02,0.05562811913021011,0.845465723552318,3.4838681973428436,0.8,0.845465723552318,1.3,0.014542152579213808,0.0184420457528848,0.02,10.40396864549235,13.829884719023642,14.690719903578167,0.00576501224070599,0.01111385896481554,0.014027482269467104,1.810114923150218,1.8579745420917684,1.872154181194093,0.7122413800219447,0.7183413029736616,0.7478040139139512,7.501462132429399,9.547130897883555,10.048724531374868,14192536488.527334,157852284524.536,517325458843.2453
35,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051418258108524406,4.715027819979234e-05,0.07820244033526835,False,31,31,620,589,31,0,0,-0.024942815009609494,-0.02490947546324523,-0.024724938067142464,0.02,0.02,0.02,0.055709685504028494,0.8469279527751221,3.488987259686121,0.8,0.8469279527751221,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398193377345995,13.821313117852224,14.681661350272481,0.005762265713987384,0.011108868194029328,0.01402113581473185,1.810033850446418,1.8579015684992082,1.8720792729763833,0.7123035849258532,0.7184043127809925,0.7478624660550625,7.497938717138892,9.542112827244598,10.04346720331193,14192536488.527334,157852284524.536,517325458843.2453
36,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191315154467848,4.715479036898618e-05,0.0782459047538343,False,0,31,620,589,0,0,31,-0.024936467042199824,-0.024899426548720745,-0.024694380624376882,0.02,0.02,0.02,0.05562821779802025,0.8454671536075868,3.4838834058401833,0.8,0.8454671536075868,1.3,0.014542152579213808,0.0184420457528848,0.02,10.403976630268655,13.829896703807883,14.690732615525663,0.005765016129182459,0.011113865974489056,0.014027491079605096,1.8101150378514148,1.8579746462502502,1.872154285814048,0.7122412927596462,0.7183412149043624,0.74780393312431,7.5014670036396085,9.547137913818974,10.04873190870137,12773282839.6746,142067056072.08243,465592912958.9208
37,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141824483781776,4.715066166638415e-05,0.07820244649641295,False,31,31,620,589,31,0,0,-0.02493646111988225,-0.024899417176199177,-0.02469437557089736,0.02,0.02,0.02,0.0557097930725914,0.8469295422042316,3.4890040104335625,0.8,0.8469295422042316,1.3,0.014542152579213808,0.0184420457528848,0.02,10.39820131001492,13.821325022626782,14.681673976736628,0.005762269578236539,0.011108875159918256,0.014021144572272734,1.8100339645952284,1.857901672163753,1.8720793771275708,0.7123034981900597,0.7184042252385163,0.7478623857426647,7.497943556951338,9.542119796965558,10.043474531679701,12773282839.6746,142067056072.08243,465592912958.9208
38,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913160457856953,4.715592219173281e-05,0.07824591165220351,False,0,31,620,589,0,0,31,-0.024929407822622117,-0.02488825171515257,-0.024660422848794057,0.02,0.02,0.02,0.0556283274293695,0.8454687425646008,3.4839003043220735,0.8,0.8454687425646008,1.3,0.014542152579213808,0.0184420457528848,0.02,10.403985502300356,13.829910020322394,14.690746740005569,0.005765020450150083,0.01111387376281113,0.014027500869127168,1.8101151653027936,1.8579747619827256,1.8721544020623955,0.7122411958009995,0.7183411170490377,0.7478038433575378,7.501472416130121,9.547145709353078,10.048740105784066,11495954555.70714,127860350464.87419,419033621663.0287
39,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141823009286517,4.715108768538201e-05,0.07820245334221299,False,31,31,620,589,31,0,0,-0.024929401241960428,-0.024888241300487453,-0.024660417227834554,0.02,0.02,0.02,0.05570991259371347,0.8469313082439965,3.4890226225435197,0.8,0.8469313082439965,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398210124155792,13.821338250251138,14.681688006245155,0.005762273872029863,0.011108882899927824,0.014021154302938835,1.8100340914300201,1.8579017873470094,1.872079492852312,0.7123034018163401,0.7184041279684824,0.7478622965060958,7.497948934559353,9.542127541155772,10.043482674369818,11495954555.70714,127860350464.87419,419033621663.0287
40,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913170361433678,4.7157179726808884e-05,0.07824591931709912,False,0,31,620,589,0,0,31,-0.024921564244834007,-0.02487583523208522,-0.024622691971276083,0.02,0.02,0.02,0.05562844924253424,0.8454705080807181,3.4839190806001206,0.8,0.8454705080807181,1.3,0.014542152579213808,0.0184420457528848,0.02,10.403995360185,13.82992481655776,14.690762433987922,0.0057650252508289635,0.011113882416626409,0.014027511745834434,1.8101153069105775,1.8579748905776747,1.8721545312242196,0.7122410880684937,0.7183410083202345,0.7478037436160545,7.501478430051417,9.547154371119609,10.04874921371968,10346359100.136427,115074315418.38678,377130259496.7258
41,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051418213709272576,4.715156097301332e-05,0.07820246094876204,False,31,31,620,589,31,0,0,-0.024921556932606424,-0.02487582365930638,-0.024622685718379767,0.02,0.02,0.02,0.055710045395573296,0.8469332705195712,3.4890433028735512,0.8,0.8469332705195712,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398219917725024,13.821352947731368,14.681703594716279,0.005762278642890741,0.01110889149996172,0.014021165115474857,1.8100342323572014,1.8579019153314669,1.8720796214352904,0.7123032947336676,0.7184040198899104,0.7478621973536537,7.497954909726908,9.54213614588047,10.043491721876462,10346359100.136427,115074315418.38678,377130259496.7258
42,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913181365426884,4.7158576930939056e-05,0.07824592783369988,False,0,31,620,589,0,0,31,-0.024912849157810744,-0.024862039138152443,-0.02458076875457762,0.02,0.02,0.02,0.05562858459117964,0.8454724697755654,3.4839399433622273,0.8,0.8454724697755654,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404006313478607,13.82994125695277,14.690779871889058,0.005765030585212892,0.011113892032342695,0.014027523831360697,1.810115464256769,1.857975033457359,1.8721546747427875,0.7122409683648816,0.7183408875096189,0.747803632791414,7.501485112239154,9.547163995381306,10.048759333729423,9311723190.122784,103566883876.54811,339417233547.0533
43,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141819550478022,4.715208676486782e-05,0.07820246940061071,False,31,31,620,589,31,0,0,-0.024912841032642734,-0.024862026278362724,-0.024580761797796506,0.02,0.02,0.02,0.05571019295395219,0.8469354508370835,3.489066281274644,0.8,0.8469354508370835,1.3,0.014542152579213808,0.0184420457528848,0.02,10.39823079956662,13.821369278412899,14.681720915398166,0.005762283943795289,0.011108901055713504,0.014021177128574626,1.8100343889425825,1.8579020575359086,1.8720797643074765,0.7123031757519882,0.7184038998016699,0.7478620871833993,7.497961548860909,9.54214570677078,10.043501774751878,9311723190.122784,103566883876.54811,339417233547.0533
44,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913193592102955,4.716012931049729e-05,0.07824593729665208,False,0,31,620,589,0,0,31,-0.024903165727053984,-0.024846710142874373,-0.024534187378669872,0.02,0.02,0.02,0.05562873497940852,0.8454746494491888,3.483963124494125,0.8,0.8454746494491888,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404018483914037,13.829959524223145,14.690799247511253,0.005765036512118094,0.011113902716536679,0.014027537259506853,1.8101156390833835,1.8579751922169336,1.8721548342013505,0.712240835359844,0.7183407532745902,0.7478035096519722,7.50149253695764,9.54717468909982,10.048770578285108,8380550871.110505,93210195488.8933,305475510192.34796
45,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141817527692649,4.7152670876959846e-05,0.07820247879171227,False,31,31,620,589,31,0,0,-0.02490315669850844,-0.024846695852803632,-0.024534179637655164,0.02,0.02,0.02,0.05571035690864093,0.8469378734260704,3.489091813148221,0.8,0.8469378734260704,1.3,0.014542152579213808,0.0184420457528848,0.02,10.39824289062271,13.821387423797248,14.681740160795837,0.00576228983386411,0.011108911673628482,0.014021190477306307,1.8100345629291728,1.8579022155437133,1.8720799230510268,0.7123030435489608,0.7184037663691417,0.7478619647709347,7.497968925749014,9.54215633008717,10.043512944724997,8380550871.110505,93210195488.8933,305475510192.34796
46,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913207177318208,4.716185409092688e-05,0.07824594781112049,False,0,31,620,589,0,0,31,-0.024892406358644117,-0.0248296779234056,-0.024482430264672242,0.02,0.02,0.02,0.05562890207848399,0.8454770713244277,3.4839888816593487,0.8,0.8454770713244277,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404032006754878,13.829979821393698,14.690820776198256,0.005765043098063199,0.011113914587916034,0.014027552180235311,1.8101158333420888,1.8579753686104805,1.8721550113832752,0.7122406875752021,0.7183406041232906,0.7478033728291962,7.5015007867255985,9.547186571126094,10.048783072359859,7542495783.9994545,83889175940.00397,274927959173.11316
47,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.0514181528007388,4.715331976345993e-05,0.07820248922646522,False,31,31,620,589,31,0,0,-0.024892396326209463,-0.0248296620438017,-0.02448242164964551,0.02,0.02,0.02,0.055710539081670986,0.8469405652088632,3.489120182287777,0.8,0.8469405652088632,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398256325278846,13.821407585560916,14.681761544812488,0.005762296378390369,0.011108923471321804,0.014021205308970629,1.8100347562481285,1.8579023911086496,1.8720800994368447,0.7123028966552805,0.7184036181093459,0.7478618287557608,7.497977122381021,9.542168133901772,10.04352535594389,7542495783.9994545,83889175940.00397,274927959173.11316
48,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.1191322227202617,4.716377040603348e-05,0.07824595949395752,False,0,31,620,589,0,0,31,-0.02488045150374135,-0.024810753232028977,-0.024424922323617548,0.02,0.02,0.02,0.05562908774541151,0.8454797623162452,3.484017501166394,0.8,0.8454797623162452,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404047032300035,13.83000237405663,14.690844697230624,0.005765050415461957,0.011113927778628154,0.01402756875858608,1.8101160491815274,1.8579755646101148,1.8721552082551864,0.7122405233684929,0.718340438398065,0.7478032208024387,7.501509953234161,9.547199773521655,10.04879695481806,6788246205.599509,75500258346.00357,247435163255.80185
49,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.05141812782621735,4.715404059352224e-05,0.0782025008208761,False,31,31,620,589,31,0,0,-0.024880440355706086,-0.024810735585867234,-0.024424912734205165,0.02,0.02,0.02,0.055710741497573046,0.8469435560999318,3.489151704036842,0.8,0.8469435560999318,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398271252858965,13.821429987798943,14.68178530512908,0.005762303650320034,0.011108936579803275,0.014021221788892231,1.8100349710504604,1.857902586179019,1.8720802954217164,0.7123027334383145,0.7184034533744793,0.7478616776261535,7.4979862298606434,9.54218124941139,10.043539146357071,6788246205.599509,75500258346.00357,247435163255.80185
50,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.11913239043953694,4.716589951447858e-05,0.07824597247500464,False,0,31,620,589,0,0,31,-0.02486716833025181,-0.02478972579336605,-0.024361024566132206,0.02,0.02,0.02,0.05562929404358795,0.8454827523310185,3.4840493011551947,0.8,0.8454827523310185,1.3,0.014542152579213808,0.0184420457528848,0.02,10.404063727555691,13.830027432881135,14.690871276487595,0.005765058546098757,0.01111394243484125,0.014027587179988156,1.8101162890056903,1.8579757823874055,1.8721554270000258,0.712240340914661,0.7183402542570081,0.7478030518820327,7.501520138366681,9.547214443027915,10.048812379960623,6109421585.039558,67950232511.40321,222691646930.22168
51,31,0,14,7,北京|天津|河北|山西|内蒙古|辽宁|吉林|黑龙江|上海|江苏|浙江|安徽|福建|江西|山东|河南|湖北|湖南|广东|广西|海南|重庆|四川|贵州|云南|西藏|陕西|甘肃|青海|宁夏|新疆,,天津|山西|内蒙古|吉林|黑龙江|广西|海南|重庆|贵州|西藏|甘肃|青海|宁夏|新疆,江苏|浙江|山东|河南|湖北|广东|四川,31,0.051418100075537154,4.715484132300496e-05,0.07820251370385323,False,31,31,620,589,31,0,0,-0.024867155942452597,-0.024789706183856217,-0.024361013890042648,0.02,0.02,0.02,0.05571096640588932,0.8469468793385244,3.489186728798643,0.8,0.8469468793385244,1.3,0.014542152579213808,0.0184420457528848,0.02,10.398287839286775,13.821454879518244,14.681811705848888,0.005762311729959441,0.011108951144549035,0.014021240100212658,1.8100352097167296,1.8579028029262692,1.8720805131832892,0.7123025520839494,0.7184032703335651,0.7478615097023467,7.497996349419131,9.542195822397463,10.043554469248235,6109421585.039558,67950232511.40321,222691646930.22168
