stage,turn,province,HJB_converged,HJB_classification,KFE_classification,overall_validity
OUTER_TRAJECTORY,6,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,6,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,7,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,8,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,9,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,10,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,11,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,江西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,河南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,四川,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,贵州,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,12,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,13,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
