snapshot,row,i_b,i_a,i_z,face,negative_row,leak,outward_budget_violation,budget_b,budget_a,captured_b,captured_a,operator_b,operator_a,row_sum,neighbors_and_signed_A
python_P24,454,14,2,1,interior,0.0,0.0,0.0,-3069.761731815004,-47.08680074799566,-3069.7617318150046,-47.08680074799566,-3069.7617318150096,-47.086800747997614,-1.4763468225709175e-12,54:0.33333333333333331 434:89.644921421163204 453:8332.2104149264396 454:-8422.3686696809091 474:0.17999999997143987
python_P24,455,15,2,1,interior,0.0,0.0,0.0,-997.3189086830097,-0.04344421264017248,-997.3189086830096,-0.04344421264017248,-997.3189086830092,-0.0434442126406368,-1.2936873794444637e-13,55:0.33333333333333331 435:0.26254400398776756 454:2707.2967877489887 455:-2708.3609864099585 456:0.2883213236771805 475:0.17999999997143987
python_P24,459,19,2,1,upper_b,0.0,0.008663489522636323,0.0,-1.116733682056347,-1.5635340779426357,-1.1167336820563456,-1.5635340779426357,-1.1632429415989178,-1.5726535405980435,-0.008663489522636264,59:0.33333333333333331 439:3.1507147480624478 458:3.0397977693898635 459:-6.7125093402797207 479:0.17999999997143987
python_P24,462,2,3,1,interior,0.0,0.0,0.0,-2540.9729718081394,-49.938399664977716,-2540.9729718081394,-49.938399664977716,-2540.9729718081394,-49.938399664975016,1.4038770146385104e-13,62:0.33333333333333331 442:95.152959361810744 461:6896.9266377649492 462:-6992.6829304584462 482:0.26999999835307942
python_P24,466,6,3,1,interior,0.0,0.0,0.0,-2509.655817456167,-49.436946703776925,-2509.655817456167,-49.436946703776925,-2509.6558174561683,-49.436946703775114,4.5302650519829513e-13,66:0.33333333333333331 446:94.200198735529241 465:6811.9229330953094 466:-6906.7264651625246 486:0.26999999835307942
python_P24,469,9,3,1,interior,0.0,0.0,0.0,-2609.1547893746333,-51.019103329858986,-2609.1547893746333,-51.019103329858986,-2609.1547893746338,-51.01910332985711,5.809241976351132e-13,69:0.33333333333333331 449:97.206296325085162 468:7081.9915711597187 469:-7179.8012008164897 489:0.26999999835307942
python_P24,471,11,3,1,interior,0.0,0.0,0.0,-3514.5569378215387,-63.615046264538464,-3514.5569378215387,-63.615046264538464,-3514.5569378215396,-63.6150462645411,-1.4370171719235714e-12,71:0.33333333333333331 451:121.13858790097618 470:9539.5116883727478 471:-9661.2536096054118 491:0.26999999835307942
python_P24,473,13,3,1,interior,0.0,0.0,0.0,-10267.537335026063,-121.55396087691882,-10267.537335026062,-121.55396087691882,-10267.537335026045,-121.55396087691328,1.0072498390911733e-12,73:0.33333333333333331 453:231.22252566449885 472:27869.029909356454 473:-28100.855768352638 493:0.26999999835307942
python_P24,475,15,3,1,interior,0.0,0.0,0.0,-58851.305708548396,-302.80795740904136,-58851.3057085484,-302.80795740904136,-58851.30570854848,-302.8079574090617,-2.349226368991708e-11,75:0.33333333333333331 455:575.60511907553166 474:159739.25835177422 475:-160315.46680418146 495:0.26999999835307942
python_P24,479,19,3,1,upper_b,0.0,0.008663489419710908,0.0,-879.509472672929,-37.840515906440636,-879.509472672929,-37.840515906440636,-879.555981931921,-37.8541951002618,-0.00866348941993239,79:0.33333333333333331 459:72.16698022059029 478:2387.2486607445126 479:-2460.0276377862092 499:0.26999999835307942
python_P24,499,19,4,1,upper_b,0.0,0.008663488118039757,0.0,-3.849686995903267,-3.7593661797316633,-3.8496869959032676,-3.7593661797316633,-3.8961962479053964,-3.7776051020854324,-0.008663488118040408,99:0.33333333333333331 479:7.5027957122445956 498:10.457813905569763 499:-18.662606410020167 519:0.35999997075443507
python_P24,518,18,5,1,interior,0.0,0.0,0.0,-5751.061865155066,120.7553763126187,-5751.061865155067,120.7553763126187,-5751.061865155068,120.75537631262273,-2.2265522758857514e-13,118:0.33333333333333331 498:42.651480558675686 517:15610.025062563749 518:-15925.09657200841 538:272.08669555265124
python_P24,539,19,6,1,upper_b,0.0,0.0,0.0,-2698.2653743338924,-74.43886829784581,-2698.2653743338924,-74.43886829784581,-2698.2653743338883,-74.43886829784307,6.770695115676517e-13,139:0.33333333333333331 519:141.97384807946042 538:7323.8631589062788 539:-7466.7103386326253 559:0.53999831355335903
python_P24,630,10,11,1,interior,0.0,0.0,0.0,-93.38368177130099,17.272824715709376,-93.38368177130099,17.272824715709376,-93.38368177130087,17.272824715709874,4.0245584642661925e-14,230:0.33333333333333331 629:253.46999337924549 630:-286.6216936724266 650:32.818366959847815
python_P24,639,19,11,1,upper_b,0.0,0.0,0.0,-83958.28776691122,694.1773359203559,-83958.28776691122,694.1773359203559,-83958.28776691105,694.1773359202816,4.395872554852076e-12,239:0.33333333333333331 638:227886.78108161615 639:-229206.05135319816 659:1318.9369382486761
python_P24,643,3,12,1,interior,0.0,0.0,0.0,-4537.747522792012,-151.83078467286953,-4537.747522792012,-151.83078467286953,-4537.747522792011,-151.8307846728764,-1.4039325257897417e-12,243:0.33333333333333331 623:289.55676395709179 642:12316.743276149746 643:-12607.711646518812 663:1.0782730786396524
python_P24,649,9,12,1,interior,0.0,0.0,0.0,-68936.33905271994,-657.3285418336287,-68936.33905271992,-657.3285418336287,-68936.33905271997,-657.3285418338106,-2.540800903005902e-12,249:0.33333333333333331 629:1250.0025025625343 648:187112.92028595411 649:-188364.33439492862 669:1.0782730786396524
python_P24,687,7,14,1,interior,0.0,0.0,0.0,-330256.3173437021,-1560.260393707613,-330256.3173437021,-1560.260393707613,-330256.3173437019,-1560.2603937076922,-1.4039158724443723e-11,287:0.33333333333333331 667:2965.7466805169061 686:896410.00421861978 687:-899377.33616494248 707:1.2519324724409948
python_P24,699,19,14,1,upper_b,0.0,0.0,0.0,-2675.361851735983,-113.89965665943872,-2675.361851735983,-113.89965665943872,-2675.3618517359755,-113.89965665944268,5.800915303666443e-14,299:0.33333333333333331 679:217.66128012537456 698:7261.6964547119524 699:-7480.9430006431012 719:1.2519324724409948
python_P24,702,2,15,1,interior,0.0,0.0,0.0,-7.583911955746114,0.7020614692238023,-7.583911955746112,0.7020614692238023,-7.583911955746113,0.7020614692238318,2.942091015256665e-15,302:0.33333333333333331 701:20.584903879882308 702:-22.252154004740863 722:1.3339167915252244
python_P24,713,13,15,1,interior,0.0,0.0,0.0,-7.019947096538036,0.7020614692238023,-7.019947096538035,0.7020614692238023,-7.019947096538029,0.7020614692238318,2.942091015256665e-15,313:0.33333333333333331 712:19.054142119174667 713:-20.721392244033222 733:1.3339167915252244
python_P24,714,14,15,1,interior,0.0,0.0,0.0,-7.957943422266476,0.7020614692238023,-7.957943422266474,0.7020614692238023,-7.957943422266453,0.7020614692238318,2.942091015256665e-15,314:0.33333333333333331 713:21.600132146151861 714:-23.267382271010415 734:1.3339167915252244
python_P24,716,16,15,1,interior,0.0,0.0,0.0,-10.263226397056753,0.7020614692238023,-10.263226397056751,0.7020614692238023,-10.263226397056748,0.7020614692238318,2.942091015256665e-15,316:0.33333333333333331 715:27.857328792011185 716:-29.524578916869739 736:1.3339167915252244
python_P24,719,19,15,1,upper_b,0.0,0.008458330657873095,0.0031162270844795614,0.0031162270844795614,0.7020614692238023,0.0031162270844795614,0.7020614692238023,-0.04229165328936624,0.635285174556385,-0.008458330657873103,319:0.33333333333333331 719:-1.6757084555164308 739:1.3339167915252244
python_P24,722,2,16,1,interior,0.0,0.0,0.0,-5012.658151198027,199.22560019039673,-5012.658151198027,199.22560019039673,-5012.65815119803,199.22560019040657,-6.063483048990292e-13,322:0.33333333333333331 721:13605.786410394643 722:-13984.648384089731 742:378.52864036175379
python_P24,727,7,16,1,interior,0.0,0.0,0.0,-4.984229399823427,-0.035677177504518265,-4.984229399823425,-0.035677177504518265,-4.984229399823423,-0.03567717750448729,2.0539125955565396e-15,327:0.33333333333333331 707:1.4771204398234372 726:15.232966365566559 727:-20.157097650191155 728:1.704343708902974 747:1.4093338025648525
python_P24,734,14,16,1,interior,0.0,0.0,0.0,-3721.571919325698,147.64094135093174,-3721.5719193256987,147.64094135093174,-3721.571919325703,147.6409413509159,-1.1179390746463014e-12,334:0.33333333333333331 733:10101.409495312608 734:-10382.260617212713 754:280.51778856677032
python_P24,736,16,16,1,interior,0.0,0.0,0.0,-4685.413588460713,172.40044333284584,-4685.413588460713,172.40044333284584,-4685.413588460708,172.40044333283686,-3.7914116290949096e-14,336:0.33333333333333331 735:12717.551168679078 736:-13045.445344344818 756:327.56084233240711
python_P24,738,18,16,1,interior,0.0,0.0,0.0,-6764517.492387645,-7550.353857671397,-6764517.492387645,-7550.353857671397,-6764517.492387624,-7550.353857646822,1.683614858638549e-09,338:0.33333333333333331 718:14347.08166337822 737:18360833.193623606 738:-18375182.017954119 758:1.4093338025648525
python_P24,739,19,16,1,upper_b,0.0,0.0,0.0,-3233097.74414995,-5220.781303761079,-3233097.74414995,-5220.781303761079,-3233097.744149954,-5220.7813037588585,-5.573800865299461e-10,339:0.33333333333333331 719:9920.8938109486153 738:8775551.0198355783 739:-8785473.6563136633 759:1.4093338025648525
python_P24,742,2,17,1,interior,0.0,0.0,0.0,-6306.712629926085,-221.238522618597,-6306.712629926085,-221.238522618597,-6306.712629926089,-221.2385226185785,2.11791695292618e-12,342:0.33333333333333331 722:421.8269654053683 741:17118.21999551366 742:-17541.854066682394 762:1.4737724300339849
python_P24,743,3,17,1,interior,0.0,0.0,0.0,-110.24439053241035,-0.0010331129493149627,-110.24439053241036,-0.0010331129493149627,-110.24439053241036,-0.0010331129490168678,3.0253577421035516e-14,343:0.33333333333333331 723:5.3074132404375556 742:300.94914034978132 743:-313.60970329691071 744:1.7143660475246765 763:5.3054503258338572
python_P24,746,6,17,1,interior,0.0,0.0,0.0,-80279.2503677183,842.0177664598198,-80279.25036771828,842.0177664598198,-80279.25036771836,842.0177664598559,-2.266159482289254e-11,346:0.33333333333333331 745:217900.82242666394 746:-219500.98951627096 766:1599.8337562736576
python_P24,748,8,17,1,interior,0.0,0.0,0.0,-191363.1559348041,1303.2027885286209,-191363.1559348041,1303.2027885286209,-191363.15593480394,1303.2027885283424,1.4172940598911055e-11,348:0.33333333333333331 728:631.20655826115512 747:519414.28039446822 748:-523153.11214252823 768:3107.2918564655347
python_P24,754,14,17,1,interior,0.0,0.0,0.0,-610.6060096755175,67.62657366493674,-610.6060096755175,67.62657366493674,-610.6060096755166,67.62657366493931,1.2551071293387395e-13,354:0.33333333333333331 734:50.169223919141039 753:1657.3591691192617 754:-1886.5214402542567 774:178.65971388252083
python_P24,755,15,17,1,interior,0.0,0.0,0.0,-2304.959023917069,137.85045599045588,-2304.9590239170684,137.85045599045588,-2304.9590239170684,137.8504559904618,1.8945955915228296e-13,355:0.33333333333333331 735:76.86783182203402 754:6256.3173506320436 755:-6672.302213991311 775:338.7836982039002
python_P24,757,17,17,1,interior,0.0,0.0,0.0,-1064.6233333047217,91.64698004732922,-1064.6233333047217,91.64698004732922,-1064.6233333047237,91.6469800473244,-1.5160095401256513e-13,357:0.33333333333333331 737:40.224670804627408 756:2889.691904684244 757:-3144.6038417167579 777:214.35393289455294
python_P24,759,19,17,1,upper_b,0.0,0.0,0.0,-168.96169543642907,32.41573543437988,-168.9616954364291,32.41573543437988,-168.96169543642907,32.41573543437869,-3.702593787124897e-14,359:0.33333333333333331 739:7.4706372288440273 758:458.61031618459316 759:-535.47482130093636 779:69.060534554165798
python_P24,774,14,18,1,interior,0.0,0.0,0.0,-2448.421994462935,-120.78467881876438,-2448.421994462935,-120.78467881876438,-2448.4219944629317,-120.78467881875969,3.8308245464691026e-13,374:0.33333333333333331 754:241.4705938920865 773:6645.7168421136794 774:-6899.500473475533 794:11.979704136434174
python_P24,775,15,18,1,interior,0.0,0.0,0.0,-27.046703936499874,0.8002194801566739,-27.046703936499874,0.8002194801566739,-27.04670393649986,0.8002194801566276,4.996003610813204e-16,375:0.33333333333333331 774:73.412482113356788 775:-75.266232458987801 795:1.5204170122976806
python_P24,776,16,18,1,interior,0.0,0.0,0.0,-34.188757204361835,0.8002194801566739,-34.188757204361835,0.8002194801566739,-34.188757204361806,0.8002194801567413,4.996003610813204e-16,376:0.33333333333333331 775:92.798055268982111 776:-94.651805614613124 796:1.5204170122976806
python_P24,777,17,18,1,interior,0.0,0.0,0.0,-41474.51690709277,-622.7249987428647,-41474.51690709277,-622.7249987428647,-41474.516907092875,-622.724998742905,7.152611836147571e-13,377:0.33333333333333331 757:1288.3541057408145 776:112573.68874782322 777:-113967.55279502674 797:105.17660812937147
python_P24,778,18,18,1,interior,0.0,0.0,0.0,-32990.04056273635,-554.013862117386,-32990.04056273635,-554.013862117386,-32990.04056273631,-554.0138621173453,2.5058288777302096e-12,378:0.33333333333333331 758:1146.7578910157213 777:89544.395813141513 778:-90785.618590483253 798:94.131552992687759
python_P24,779,19,18,1,upper_b,0.0,0.0,0.0,-1177444.700788726,-3341.921929272836,-1177444.700788726,-3341.921929272836,-1177444.7007887268,-3341.9219292730777,-8.814521335054337e-11,379:0.33333333333333331 759:7006.4503607707093 778:3195921.330712256 779:-3203584.9131015125 799:656.79869515232053
python_P24,780,0,19,1,lower_b+upper_a,1.0,0.0,0.12920375914237614,0.5663682646152743,0.12920375914237614,0.5663682646152743,0.12920375914237614,0.5663682646152739,0.1292037591423778,1.1102230246251565e-16,380:0.33333333333333331 760:-0.24548714237051467 780:-1.6251314806328487 781:1.5372852896700302
python_P24,781,1,19,1,upper_a,1.0,0.0,0.23013467057387438,-1.0049728272670029,0.23013467057387438,-1.0049728272670038,0.23013467057387438,-1.004972827267002,0.2301346705738787,-1.1102230246251565e-16,381:0.33333333333333331 761:-0.43725587409036132 780:4.0530453758208438 781:-5.2743848225885097 782:1.3252619875246938
python_P24,782,2,19,1,upper_a,1.0,0.0,0.81,-3.496221786712681,0.81,-3.496221786712681,0.81,-3.496221786712681,0.8099999999999739,-1.0547118733938987e-15,382:0.33333333333333331 762:-1.5390000000000001 781:9.4897448496487051 782:-8.2840781829820394
python_P24,783,3,19,1,upper_a,1.0,0.0,0.81,-10.515279678251725,0.81,-10.515279678251723,0.81,-10.515279678251723,0.8100000000000023,2.4980018054066022e-15,383:0.33333333333333331 763:-1.5390000000000001 782:28.541473412397536 783:-27.335806745730867
python_P24,784,4,19,1,upper_a,1.0,0.0,0.81,-29.067064515423013,0.81,-29.067064515423013,0.81,-29.067064515423,0.8100000000000591,6.050715484207103e-15,384:0.33333333333333331 764:-1.5390000000000001 783:78.896317970433884 784:-77.690651303767211
python_P24,786,6,19,1,upper_a,0.0,0.0,0.0,-7.012718512658189,-0.9226173013418717,-7.0127185126581875,-0.9226173013418717,-7.0127185126581955,-0.9226173013418304,1.609823385706477e-15,386:0.33333333333333331 766:1.7529728725495564 785:22.45223977698916 786:-27.956264082646126 787:3.4177180997740777
python_P24,787,7,19,1,upper_a,1.0,0.0,0.81,-1.3434040385433903,0.81,-1.3434040385433903,0.81,-1.3434040385433896,0.8099999999999987,-1.6653345369377348e-16,387:0.33333333333333331 767:-1.5390000000000001 786:3.6463823903320591 787:-2.4407157236653925
python_P24,788,8,19,1,upper_a,1.0,0.0,0.81,-26.07561374559605,0.81,-26.07561374559605,0.81,-26.07561374559603,0.8100000000000591,6.050715484207103e-15,388:0.33333333333333331 768:-1.5390000000000001 787:70.776665880903565 788:-69.570999214236892
python_P24,789,9,19,1,upper_a,1.0,0.0,0.81,-100.51329456894665,0.81,-100.51329456894665,0.81,-100.51329456894666,0.8100000000004002,6.050715484207103e-15,389:0.33333333333333331 769:-1.5390000000000001 788:272.82179954428375 789:-271.61613287761708
python_P24,790,10,19,1,upper_a,1.0,0.0,0.81,-26.863818643228456,0.81,-26.863818643228456,0.81,-26.863818643228427,0.8099999999999454,6.050715484207103e-15,390:0.33333333333333331 770:-1.5390000000000001 789:72.916079174477233 790:-71.71041250781056
python_P24,791,11,19,1,upper_a,0.0,0.0,0.0,-210.90927870190757,-5.593463554097836,-210.90927870190757,-5.593463554097836,-210.90927870190748,-5.593463554098655,-3.702593787124897e-14,391:0.33333333333333331 771:10.627580752785889 790:576.98103795469478 791:-592.45494780461695 792:4.5129957638029063
python_P24,795,15,19,1,upper_a,1.0,0.0,0.81,-22.153614687665954,0.81,-22.15361468766595,0.81,-22.153614687665936,0.8099999999999454,-1.0547118733938987e-15,395:0.33333333333333331 775:-1.5390000000000001 794:60.131239866521867 795:-58.925573199855201
python_P24,798,18,19,1,upper_a,0.0,0.0,0.0,-2487.8574622184865,-155.56591022920247,-2487.8574622184865,-155.56591022920247,-2487.8574622184824,-155.56591022919747,7.010503288995551e-13,398:0.33333333333333331 778:295.57522943548469 797:6752.7559688787487 798:-7048.664531647566
python_P24,799,19,19,1,upper_b+upper_a,0.0,0.0,0.0,-9027.696779782416,-299.8069866404116,-9027.696779782416,-299.8069866404116,-9027.696779782404,-299.8069866403821,5.305200723171311e-13,399:0.33333333333333331 779:569.63327461678205 798:24503.748402266556 799:-25073.715010216671
matlab_P32,19,19,0,0,upper_b+lower_a,0.0,0.008597059508050262,0.003167337713492202,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,-0.008597059508050287,19:-0.3419303928413836 419:0.33333333333333331
matlab_P32,39,19,1,0,upper_b,0.0,0.00859705950804544,0.0031673377134904257,0.0031673377134904257,0.04736842105261689,0.0031673377134904257,0.04736842105261689,-0.042985297540227174,0.04284365289048772,-0.008597059508045457,39:-0.43193039284135087 59:0.089999999999972102 439:0.33333333333333331
matlab_P32,59,19,2,0,upper_b,1.0,0.008597059505326092,0.08435997881950197,0.08435997881950197,-0.0062399855006820965,0.08435997881950286,-0.0062399855006820965,0.03820734358038269,-0.01528952182207799,-0.008597059505326105,39:0.19185597242273586 58:-0.22038002586189351 59:-0.49340633937094164 79:0.17999999997143987 459:0.33333333333333331
matlab_P32,79,19,3,0,upper_b,1.0,0.008597059403205876,0.16279551034946382,0.16279551034946382,-0.06562570521148012,0.16279551034946316,-0.06562570521148012,0.11664287565856912,-0.07920000953233164,-0.008597059403205931,59:0.39468883825489165 78:-0.43327646868819591 79:-0.5733427606563144 99:0.26999999835307942 479:0.33333333333333331
matlab_P32,99,19,4,0,upper_b,1.0,0.008597058111626206,0.22847398573894218,0.22847398573894218,-0.10737408476273536,0.22847398573894218,-0.10737408476273536,0.18232135798179128,-0.12547315447142182,-0.008597058111626144,79:0.56401073180363226 98:-0.61154661746550254 99:-0.65439447653752425 119:0.35999997075443507 499:0.33333333333333331
matlab_P32,112,12,5,0,interior,0.0,0.0,0.0,-998.2305030974397,-1.7657391408317136,-998.2305030974396,-1.7657391408317136,-998.2305030974408,-1.7657391408320953,1.602051824534101e-13,92:3.8049040952097082 111:2710.2384436229645 112:-2715.5823302804797 113:0.75564950134287978 132:0.44999972762945223 512:0.33333333333333331
matlab_P32,119,19,5,0,upper_b,1.0,0.008597049103866081,0.4002312335014914,0.4002312335014914,-0.3494976990557065,0.4002312335014917,-0.3494976990557065,0.3540786541017895,-0.3721215124869335,-0.00859704910386605,99:1.1140453558352945 118:-1.077744870400182 119:-0.82823059550176414 139:0.44999972762945223 519:0.33333333333333331
matlab_P32,121,1,6,0,interior,0.0,0.0,0.0,-302101.1249068052,973.6641637873074,-302101.1249068052,973.6641637873074,-302101.1249068051,973.6641637869242,-4.380734663911312e-11,120:819988.7676041855 121:-821839.06284871476 141:1849.9619111958841 521:0.33333333333333331
matlab_P32,127,7,6,0,interior,0.0,0.0,0.0,-998.0843698500905,-1.886792774118121,-998.0843698500906,-1.886792774118121,-998.08436985009,-1.8867927741186843,-1.8735013540549517e-13,107:4.1249045843777896 126:2710.3384436229644 127:-2716.5889767412336 128:1.2522968870045623 147:0.53999831355335903 527:0.33333333333333331
matlab_P32,139,19,6,0,upper_b,1.0,0.00859700582482148,0.6379871490813084,0.6379871490813084,-1.0156143737250294,0.637987149081308,-1.0156143737250294,0.5918348020217388,-1.0427628131718343,-0.008597005824821424,119:2.4696656236309154 138:-1.7230823988244439 139:-1.6285118775179852 159:0.53999831355335903 539:0.33333333333333331
matlab_P32,141,1,7,0,interior,0.0,0.0,0.0,-6472.504849523434,140.3289896421859,-6472.504849523434,140.3289896421859,-6472.504849523434,140.3289896421899,-2.6528779173418116e-13,140:17568.227448706464 141:-17835.185862359951 161:266.62508032015319 541:0.33333333333333331
matlab_P32,142,2,7,0,interior,0.0,0.0,0.0,-7340.354949264924,151.1718828888228,-7340.354949264924,151.1718828888228,-7340.354949264926,151.17188288883236,8.147371666211711e-13,141:19923.820576576218 142:-20211.380487398314 162:287.22657748876333 542:0.33333333333333331
matlab_P32,147,7,7,0,interior,0.0,0.0,0.0,-10057.298012041436,181.00297772404545,-10057.298012041436,181.00297772404545,-10057.298012041425,181.00297772406148,2.8042568267494516e-12,146:27298.38031839818 147:-27642.619309407197 167:343.90565767568637 547:0.33333333333333331
matlab_P32,148,8,7,0,interior,0.0,0.0,0.0,-1028628.4656803526,1944.072228947621,-1028628.4656803526,1944.072228947621,-1028628.4656803518,1944.0722289475505,-3.243866286695152e-11,147:2791991.5497038141 148:-2795685.6202721479 168:3693.7372350004798 548:0.33333333333333331
matlab_P32,150,10,7,0,interior,0.0,0.0,0.0,-13416.647049370124,212.20964640946124,-13416.647049370124,212.20964640946124,-13416.647049370116,212.20964640945445,-1.8000601009759976e-12,149:36416.613419718902 150:-36820.145081230214 170:403.19832817797641 550:0.33333333333333331
matlab_P32,151,11,7,0,interior,0.0,0.0,0.0,-47195.68427959578,410.8633744658686,-47195.68427959578,410.8633744658686,-47195.684279595735,410.8633744659156,8.602285550551869e-12,150:128102.57161604566 151:-128883.54536086414 171:780.64041148515037 551:0.33333333333333331
matlab_P32,152,12,7,0,interior,0.0,0.0,0.0,-24867309.93434337,9569.759192987087,-24867309.93434337,9569.759192987087,-24867309.93434338,9569.759193029215,1.015844947049871e-08,151:67496984.107503429 152:-67515166.983303428 172:18182.542466675466 552:0.33333333333333331
matlab_P32,159,19,7,0,upper_b,0.0,0.008596844547997202,0.0,-1.0258221918818267,-3.8835897151197827,-1.0258221918818267,-3.8835897151197827,-1.0719736731394933,-3.9152623002966123,-0.008596844547997307,139:8.0088125802827062 158:2.7929713653700978 159:-11.773706245089253 179:0.62999212155511808 559:0.33333333333333331
matlab_P32,165,5,8,0,interior,0.0,0.0,0.0,-997.8643932670078,-2.2984942168552935,-997.8643932670078,-2.2984942168552935,-997.8643932670079,-2.298494216854874,1.975641872320466e-13,145:5.0871090645666248 164:2710.4084436229646 165:-2718.4682322573494 166:1.9193761839435308 185:0.71997005254156721 565:0.33333333333333331
matlab_P32,167,7,8,0,interior,0.0,0.0,0.0,-1783333.0363714958,-2741.6344342494267,-1783333.0363714958,-2741.6344342494267,-1783333.0363714942,-2741.634434246684,3.4677588578446716e-10,147:5209.8253951264523 166:4840475.3844369166 167:-4845686.2631354285 187:0.71997005254156721 567:0.33333333333333331
matlab_P32,168,8,8,0,interior,0.0,0.0,0.0,-1397501.888929712,-2427.1558672531173,-1397501.8889297117,-2427.1558672531173,-1397501.8889297112,-2427.1558672517936,-1.1342843331263452e-10,148:4612.3161178334649 167:3793219.4128092178 168:-3797832.7822304373 188:0.71997005254156721 568:0.33333333333333331
matlab_P32,169,9,8,0,interior,0.0,0.0,0.0,-11328.383958077884,206.6284330510376,-11328.383958077884,206.6284330510376,-11328.383958077891,206.62843305104772,-4.926614671774132e-13,168:30748.470743354254 169:-31141.398099484559 189:392.59402279697144 569:0.33333333333333331
matlab_P32,171,11,8,0,interior,0.0,0.0,0.0,-3830421.2209357233,-4017.4191545040103,-3830421.2209357233,-4017.4191545040103,-3830421.2209357237,-4017.4191544998835,-1.3066854820387164e-09,151:7633.8163636101617 170:10396857.599682676 171:-10404492.469349673 191:0.71997005254156721 571:0.33333333333333331
matlab_P32,176,16,8,0,interior,0.0,0.0,0.0,-3581631.6782286656,3880.8914506763726,-3581631.6782286656,3880.8914506763726,-3581631.678228659,3880.8914506752612,2.9497942977130265e-10,175:9721571.6980492342 176:-9728945.7251388524 196:7373.6937562851081 576:0.33333333333333331
matlab_P32,179,19,8,0,upper_b,0.0,0.0,0.0,-2085.3533073637855,65.7518932854347,-2085.353307363786,65.7518932854347,-2085.3533073637836,65.75189328543804,4.02622379880313e-13,178:5660.2446914159882 179:-5785.5066219916471 199:124.92859724232595 579:0.33333333333333331
matlab_P32,181,1,9,0,interior,0.0,0.0,0.0,-2471067.4500293997,-3422.279854085054,-2471067.4500293997,-3422.279854085054,-2471067.4500293997,-3422.2798540856443,2.031204648922369e-10,161:16679.142218891528 180:6707183.0786512271 181:-6734039.3646995816 201:10176.810496129923 581:0.33333333333333331
matlab_P32,182,2,9,0,interior,0.0,0.0,0.0,-4142.104484401717,119.87318477069041,-4142.104484401717,119.87318477069041,-4142.104484401719,119.8731847706954,3.03146396873899e-13,162:102.7213758213158 181:11242.855029090373 182:-11676.39016513065 202:330.48042688562765 582:0.33333333333333331
matlab_P32,183,3,9,0,interior,0.0,0.0,0.0,-2831.5368888389867,91.03548931924735,-2831.5368888389867,91.03548931924735,-2831.536888838986,91.03548931924207,-6.63358257213531e-14,182:7685.6001268486771 183:-7858.9008898885804 203:172.96742970656996 583:0.33333333333333331
matlab_P32,184,4,9,0,interior,0.0,0.0,0.0,-1523073.8241305843,2682.9349234670453,-1523073.824130584,2682.9349234670453,-1523073.8241305829,2682.9349234657616,-2.1979457143217473e-10,183:4134057.522640157 184:-4139155.432328078 204:5097.576354587386 584:0.33333333333333331
matlab_P32,189,9,9,0,interior,0.0,0.0,0.0,-25499.321973325626,-347.76380714536594,-25499.321973325626,-347.76380714536594,-25499.321973325645,-347.76380714534395,-6.47204512205235e-13,169:661.56113632718393 188:69212.445356169555 189:-69875.149728581062 209:0.8099027509885719 589:0.33333333333333331
matlab_P32,190,10,9,0,interior,0.0,0.0,0.0,-234200.378640259,-1054.4283218828837,-234200.378640259,-1054.4283218828837,-234200.3786402589,-1054.4283218830133,-7.34067806540395e-11,170:2004.2237143284676 189:635686.7420235601 190:-637692.10897397297 210:0.8099027509885719 590:0.33333333333333331
matlab_P32,191,11,9,0,interior,0.0,0.0,0.0,-4667963.522222439,-4703.723088615096,-4667963.522222439,-4703.723088615096,-4667963.522222438,-4703.723088617833,-1.4196863129534165e-09,171:8937.8837711196702 190:12670186.703175189 191:-12679125.730182394 211:0.8099027509885719 591:0.33333333333333331
matlab_P32,192,12,9,0,interior,0.0,0.0,0.0,-2195.169330451038,73.15478475556695,-2195.169330451038,73.15478475556695,-2195.169330451041,73.15478475557087,3.31568106304303e-13,191:5958.3167540813884 192:-6097.6441784502986 212:138.99409103557721 592:0.33333333333333331
matlab_P32,193,13,9,0,interior,0.0,0.0,0.0,-2239.8797275542643,74.54778883037274,-2239.8797275542647,74.54778883037274,-2239.8797275542624,74.54778883037558,1.3261614029147495e-13,192:6079.6735462187171 193:-6221.6476783297585 213:141.6407987777082 593:0.33333333333333331
matlab_P32,194,14,9,0,interior,0.0,0.0,0.0,-25783.713120082186,340.4730934276561,-25783.713120082186,340.4730934276561,-25783.713120082168,340.47309342767835,4.28218571713046e-12,193:69984.364183080208 194:-70631.596393926084 214:646.89887751254662 594:0.33333333333333331
matlab_P32,195,15,9,0,interior,0.0,0.0,0.0,-505168.09676973376,1543.194297489481,-505168.09676973376,1543.194297489481,-505168.0967697333,1543.1942974896258,6.123929141566009e-11,194:1371170.5483749914 195:-1374102.9508735547 215:2932.0691652300138 595:0.33333333333333331
matlab_P32,196,16,9,0,interior,0.0,0.0,0.0,-45242.67312492567,455.625050162816,-45242.67312492567,455.625050162816,-45242.67312492567,455.6250501627849,4.16833234595515e-13,195:122801.54133908395 196:-123667.56226772664 216:865.68759530935051 596:0.33333333333333331
