step,index_0,tKN,name,N,alpha,Zt,Kt0,Kt,Kt_prev,Lt,Lt_prev,Yt0,Yt,Zt_1,GovInv,inter_prv_ratio,rb_gap,rah,ra,it,rb,rk,wjt,w,Tt,pit,pit_1,totalpit,epsilon_pi,tau,At,Bt,mt,Ct,AtTax,GovSurplus,corptau,ramin,ramax,wjtmin,wjtmax,convergent,Lt_supply,Kt_supply,Yt_1,KNratio,wt0,Thetat,It,PIt,Corptax,ra0,Govinc
8,17,19.732857815035164,湖南,373858.0,0.772866243094144,1.1172586058162803,64972845.9653664,64421859.585080154,64421859.585080154,3212279.500141753,3212279.500141753,36425780.0,39737388.10187624,1.2188328933377044,70755429.25628403,0.02206701218325156,0.07,0.08817290185883336,0.09,0.04,0.02,0.5095117286547993,1.3,16.985148091961275,0.1,0.02,0.02,0.02,0.0,0.05,7.301524114402886,4.677642468421836,1.0687688457680755,9.716526108647177,0.004744646827424259,0.0,0.25,0.02,0.09,0.8,1.3,True,3212279.500141753,98742.07936741013,33344825.768922172,20.054873675294232,3.002973239004793,794747.7620375247,7556668.240340672,0.0,30885605.213011824,0.4845117286547993,36835299.6682777
8,18,49.42516858243432,广东,696000.0,0.772866243094144,1.5210041303722905,157153836.749134,155675412.02982458,155675412.02982458,3099545.3381010666,3099545.3381010666,97277770.0,106044493.0198429,1.658077810443399,171140528.21980694,0.045048029371518965,0.07,0.08626702044498351,0.09,0.04,0.02,0.5681909264615655,1.3,16.3642980471856,0.1,0.02,0.02,0.02,0.0,0.05,7.3066966765060375,4.674982413135459,1.0792495071933315,9.463110362339378,0.00473584037726793,0.0,0.25,0.02,0.09,0.8,1.3,True,3099545.3381010666,93113.64818191378,89047076.65206805,50.22524113978567,8.386749477149449,2120889.860396858,18128678.639627554,0.0,92516385.50927089,0.5431909264615655,106673769.53525963
8,19,16.054920818345366,广西,256200.0,0.772866243094144,0.706163454989843,52819779.099576995,52390058.904599875,52390058.904599875,3215627.7248788946,3215627.7248788946,19627810.0,21419136.644335214,0.7706112671593677,57520739.43943936,0.03637382456647036,0.07,0.08698676933295832,0.09,0.04,0.02,0.3271967527692457,1.3,15.589268497876962,0.1,0.02,0.02,0.02,0.0,0.05,7.3153500980862995,4.669191149284877,1.03550350064419,9.071083035415242,0.004841989659131518,0.0,0.25,0.02,0.09,0.8,1.3,True,3215627.7248788946,98477.59601864846,18006434.92986544,16.292327155679367,1.5666408726465704,428382.73288670427,6161832.8481456945,0.0,11974418.159613812,0.3021967527692457,16841441.768472053
8,20,3.2471861187356295,海南,53600.0,0.772866243094144,0.6446058374360649,10030399.0365303,10030478.968247926,10030478.968247926,2987563.4279857604,2987563.4279857604,4910690.0,5390917.073451175,0.7076432466069686,10923104.550781498,0.027963724364002344,0.07,0.0876841728940392,0.09,0.04,0.02,0.4401456626939418,0.8,14.642648150168059,0.1,0.02,0.02,0.02,0.0,0.05,7.326772624509287,4.661820348441734,1.0596223453200493,8.59334097986958,0.004977717516571611,0.0,0.25,0.02,0.09,0.8,1.3,True,2987563.4279857604,100383.9220829283,4394538.1186600095,3.3574112182148905,0.43428848004538045,107818.34146902351,1253701.6582264493,0.0,2168780.369059111,0.41514566269394176,3211866.999590966
8,21,11.83813288407566,重庆,166323.0,0.772866243094144,0.9183682436335313,39300958.3175844,39006686.31315989,39006686.31315989,3244249.1998345866,3244249.1998345866,20363190.0,22232289.344576817,1.002663557003175,42798743.60784943,0.049686711943930977,0.07,0.08588193688914225,0.09,0.04,0.02,0.4674602122535769,1.3,16.509564977645397,0.1,0.02,0.02,0.02,0.0,0.05,7.305392092515174,4.6760027683797665,1.0611949752927885,9.52637006108467,0.004711526568833335,0.0,0.25,0.02,0.09,0.8,1.3,True,3244249.1998345866,98737.5787513253,18661576.19946975,12.0233323368466,1.6517596363235993,444645.7868915363,4610814.109275322,0.0,14889500.855921973,0.4424602122535769,18553428.606721997
8,22,21.437181103095497,四川,469000.0,0.772866243094144,1.253226879040493,69531075.8089531,68935283.35630995,68935283.35630995,3162679.877701853,3162679.877701853,42902100.0,46798822.085601285,1.3670552664114202,75719341.55594994,0.010782650770128166,0.07,0.08910758620231143,0.09,0.04,0.02,0.5661612638692755,1.3,16.532750061092923,0.1,0.02,0.02,0.02,0.0,0.05,7.306666324219247,4.673887974451226,1.0790522042896513,9.468867129780246,0.00482258947643599,0.0,0.25,0.02,0.09,0.8,1.3,True,3162679.877701853,99518.3054463737,39249452.92571409,21.79647831016064,3.626634823302685,935976.4417120257,8080519.084559361,0.0,38459330.70263924,0.5411612638692754,44812683.45592464
8,23,10.124850299783384,贵州,188600.0,0.772866243094144,0.8017210601295292,32803436.570136297,32575135.140415512,32575135.140415512,3141518.9582481678,3141518.9582481678,15353210.0,16727349.987328194,0.8734765410619945,35722942.42487843,0.02212936068262254,0.07,0.08816773540648017,0.09,0.04,0.02,0.41791667896714524,1.2735429348708907,16.091063129533172,0.1,0.02,0.02,0.02,0.0,0.05,7.310565522630838,4.671613105502201,1.0530389800041382,9.279650820949076,0.004831408801802994,0.0,0.25,0.02,0.09,0.8,1.3,True,3141518.9582481678,99732.93598057327,13989933.742368203,10.369230799925099,1.2735429348708907,334546.9997465639,3866241.8958750498,0.0,9867551.753640618,0.3929166789671452,12947413.80478358
8,24,16.492863283496742,云南,282200.0,0.772866243094144,0.7415575281923648,53834280.8089249,53394652.55378336,53394652.55378336,3191493.48896063,3191493.48896063,20880630.0,22786049.319381986,0.8092268485457681,58625531.80091923,0.029568731957169938,0.07,0.0875511111690813,0.09,0.04,0.02,0.34241949159603385,1.3,15.39008757259319,0.1,0.02,0.02,0.02,0.0,0.05,7.3179148086823815,4.667272596659056,1.0382044143201115,8.956335022071094,0.004884723582214701,0.0,0.25,0.02,0.09,0.8,1.3,True,3191493.48896063,98714.55294769697,19166153.007954687,16.730302831096278,1.6836027475759214,455720.9863876397,6278489.379602581,0.0,13367250.408964243,0.31741949159603383,18323459.408372205
8,25,1.995567738990537,西藏,7853.660000000001,0.772866243094144,0.28752223710884933,6015865.97237512,6055897.7822008515,6055897.7822008515,2939922.084382004,2939922.084382004,1477630.0,1630726.6249334824,0.31731229557726787,6551278.043916508,0.2837596352791583,0.07,0.06628257775181406,0.09,0.04,0.02,0.2121825094361234,0.8,13.073107781404785,0.1,0.02,0.02,0.02,0.0,0.05,7.53195467372767,1.643076623183625,1.0195361204121527,8.315238236205643,0.004819070730304131,0.0,0.25,0.02,0.09,0.8,1.3,True,2939922.084382004,100190.46954948145,1328199.9408265657,2.0598837684753986,0.12844867907471633,32614.532498669647,792835.4115319881,0.0,-1385781.215821215,0.1871825094361234,-702771.5486444208
8,26,15.231699069511901,陕西,211200.0,0.772866243094144,0.8889766281316104,50576819.2081364,50169174.847619094,50169174.847619094,3243140.8149965694,3243140.8149965694,23941880.0,26127660.47666693,0.9701359923078269,55078156.117660545,0.05109219959757891,0.07,0.08576523383998451,0.09,0.04,0.02,0.4239207155168434,1.3,16.94507267587295,0.1,0.02,0.02,0.02,0.0,0.05,7.301165847880318,4.678735949757675,1.053214270528138,9.72743021795828,0.004667834095554713,0.0,0.25,0.02,0.09,0.8,1.3,True,3243140.8149965694,98123.83156405244,21939623.241684612,15.469317463994287,1.927228180270651,522553.2095333386,5904091.335921224,0.0,17532486.70256789,0.3989207155168434,22201038.239430506
8,27,5.953805833724413,甘肃,133700.0,0.772866243094144,0.6791247394721482,18423950.2203418,18340259.80274485,18340259.80274485,2984385.922546167,2984385.922546167,8246100.0,9020129.11798542,0.7428715195373554,20063681.789952226,0.006163422815411727,0.07,0.08948997674836623,0.09,0.04,0.02,0.39974426115120343,0.8,15.901962308737085,0.1,0.02,0.02,0.02,0.0,0.05,7.31375688964453,4.668994878295034,1.0516485515573846,9.13622030483946,0.004903185634154705,0.0,0.25,0.02,0.09,0.8,1.3,True,2984385.922546167,100549.08460646548,7389943.314888649,6.14540487682559,0.7219549259173499,180402.5823597084,2217030.6787156803,0.0,4989367.106437365,0.3747442611512034,6780160.272100313
8,28,4.233615424357384,青海,32930.0,0.772866243094144,0.2952117281697496,13038007.4590434,13007409.6944088,13007409.6944088,2981575.1679581744,2981575.1679581744,2748000.0,3011603.293846177,0.323530062932329,14198390.122898268,0.12022999455338848,0.07,0.08000982501437538,0.09,0.04,0.02,0.1812311768814479,0.8,14.443416447415835,0.1,0.02,0.02,0.02,0.0,0.05,7.332372921544921,4.66677094601776,1.0127951847530665,8.612848643370024,0.004798434975843646,0.0,0.25,0.02,0.09,0.8,1.3,True,2981575.1679581744,99782.30995583087,2469630.269584467,4.362596601351648,0.23235676052784293,60232.06587692354,1598208.7665253177,0.0,-830974.9348296693,0.15623117688144791,479790.19296744175
8,29,4.418539734650077,宁夏,34500.0,0.772866243094144,0.3577956644126801,13881227.2259032,13842129.957065776,13842129.957065776,3040737.2332763774,3040737.2332763774,3510210.0,3845430.3277863865,0.3919646685192625,15116656.449008588,0.1230684752371874,0.07,0.07977292142174992,0.09,0.04,0.02,0.2188696130917472,0.8,15.935909323926099,0.1,0.02,0.02,0.02,0.0,0.05,7.312845145249582,4.67670660028848,1.019387036930941,9.351014524725363,0.004597470640928414,0.0,0.25,0.02,0.09,0.8,1.3,True,3040737.2332763774,99715.00342160647,3155190.010452067,4.552228257537057,0.2928106347875755,76908.60655572773,1694899.440112646,0.0,-104452.90411712416,0.19386961309174722,1284401.2079721405
8,30,11.922007572376152,新疆,44039.04,0.772866243094144,0.6141413498662626,35352199.6021162,35096124.26841746,35096124.26841746,2863596.5082603656,2863596.5082603656,12199080.0,13284133.664254624,0.6687664791418038,38498545.366704546,0.3,0.07,0.06491054641571962,0.09,0.04,0.02,0.3020908252505478,1.0880834789125446,12.424255406086965,0.1,0.02,0.02,0.02,0.0,0.05,7.500887635383579,1.651409414557329,1.032664194817968,7.956244854060393,0.004607528793793447,0.0,0.25,0.02,0.09,0.8,1.3,True,2863596.5082603656,97446.6623224271,11059074.858490232,12.25596000245801,1.0880834789125446,265682.6732850925,4156369.1220275937,0.0,6566162.852474001,0.2770908252505478,9859223.567043101
9,0,16.24073227450301,北京,123780.0,0.772866243094144,1.1522630950115091,49270438.3129602,53753842.3059714,53753842.3059714,3159189.0887993597,3159189.0887993597,30319980.0,32538478.336487964,1.1522630950115091,53655507.32281367,0.12116569491184198,0.07,0.07993173548689111,0.09,0.04,0.02,0.49311418959815295,1.3,16.409534102503788,0.1,0.02,0.02,0.02,0.0,0.05,7.298596418147396,4.6841124223979165,1.0540359766601624,9.954167056915978,0.004465653908407918,0.0,0.25,0.02,0.09,0.8,1.3,True,3159189.0887993597,98334.9831577309,33091187.620295115,17.015075956216467,2.4658050490102754,650769.5667297593,6222856.416015446,0.0,24008089.111809745,0.46811418959815293,28995044.129768595
9,1,17.22551897232015,天津,89700.0,0.772866243094144,0.4969545464125862,51336802.8150781,56003433.27323946,56003433.27323946,3124454.495053694,3124454.495053694,13362920.0,14448830.027874233,0.4969545464125862,55905778.26562006,0.19817398532280342,0.07,0.07348694778018657,0.09,0.04,0.02,0.19679568383276422,1.0366528904666024,16.216676893083765,0.1,0.02,0.02,0.02,0.0,0.05,7.305428772615587,4.688227328848414,0.9869455661052259,10.006801788366051,0.0043329296149091645,0.0,0.25,0.02,0.09,0.8,1.3,True,3124454.495053694,97655.00761940244,14526509.066110902,17.924227528964874,1.0366528904666024,288976.60055748466,6483667.408709013,0.0,4580839.121567204,0.17179568383276422,9768581.794558624
9,2,29.57197759175842,河北,419600.0,0.772866243094144,0.7727026200738203,90356776.0949341,98495369.01176175,98495369.01176175,3170277.387715091,3170277.387715091,32494600.0,34871632.409826316,0.7727026200738203,98398529.16738327,0.04042780400496038,0.07,0.08665044342793835,0.09,0.04,0.02,0.27489908036672683,1.3,16.762940571875433,0.1,0.02,0.02,0.02,0.0,0.05,9.097040578811812,-0.48992182766133785,1.0046446636906334,10.31698029090905,0.0488036301467657,0.0,0.25,0.02,0.09,0.8,1.3,False,3170277.387715091,96839.84437848751,35431958.984321445,31.06837571798415,2.509973759341515,697432.6481965263,11407923.67026714,0.0,19585271.374331135,0.24989908036672684,28599652.817585014
9,3,12.275584866943529,山西,178900.0,0.772866243094144,0.7460883363161818,37758335.6649879,41218753.396606624,41218753.396606624,3230237.876822076,3230237.876822076,15958130.0,17246734.916387726,0.7460883363161818,41118827.53917184,0.0385356371748285,0.07,0.08680743348666484,0.09,0.04,0.02,0.3287574719895657,1.2328587607696566,16.538295292736294,0.1,0.02,0.02,0.02,0.0,0.05,8.955191119485736,-1.5570142293958162,1.0166214252171104,10.508451762733259,0.04481393380398746,0.0,0.25,0.02,0.09,0.8,1.3,False,3230237.876822076,99925.85743478478,17367147.44880274,12.760284216949941,1.2328587607696566,344934.6983277545,4769398.400512767,0.0,8810816.524619956,0.30375747198956565,12673022.84180046
9,4,18.736948013153498,内蒙古,130400.0,0.772866243094144,0.5509833071615624,56986309.349860296,62155680.184367746,62155680.184367746,3191393.300990047,3191393.300990047,16140760.0,17447378.11421167,0.5509833071615624,62058090.881997876,0.13838331231905796,0.07,0.07849388952014204,0.09,0.04,0.02,0.21504298050047785,1.2308442770315389,15.838552269091297,0.1,0.02,0.02,0.02,0.0,0.05,7.305770245165052,4.6817167885365185,0.9912234829182948,9.696286353544311,0.004490256738826415,0.0,0.25,0.02,0.09,0.8,1.3,True,3191393.300990047,97589.30236987345,17526563.425944302,19.476032667326074,1.2308442770315389,348947.56228423346,7196774.573692817,0.0,6218239.500678641,0.19004298050047785,11963037.249598209
9,5,22.191557767530746,辽宁,226100.0,0.772866243094144,0.7054233454414168,67054545.412681095,73120178.15222663,73120178.15222663,3138547.3924908703,3138547.3924908703,23510500.0,25230458.411526334,0.7054233454414168,73022399.95440972,0.07632297463521798,0.07,0.08366820932271848,0.09,0.04,0.02,0.26744731625737195,1.3,15.274521948075888,0.1,0.02,0.02,0.02,0.0,0.05,7.311227286177836,4.673936823721036,1.0028731522552385,9.298063004613097,0.004700189379523434,0.0,0.25,0.02,0.09,0.8,1.3,False,3138547.3924908703,97778.1978169048,25644557.195341922,23.297458667398256,1.8311509211836425,504609.1682305267,8467642.041537222,0.0,12814017.262267917,0.24244731625737195,19542960.532489523
9,6,18.410008000206485,吉林,147424.0,0.772866243094144,0.41658089643062013,52390313.5226049,57151353.9430357,57151353.9430357,2980431.429675451,2980431.429675451,11253810.0,12172243.73658844,0.41658089643062013,57053051.42611675,0.1023070236880023,0.07,0.08150458506614482,0.09,0.04,0.02,0.16110973731240685,0.9079177863421488,14.443049867166078,0.1,0.02,0.02,0.02,0.0,0.05,7.3222246490670715,4.669978058681961,0.9787535136989826,8.917796010421764,0.00474266623497277,0.0,0.25,0.02,0.09,0.8,1.3,True,2980431.429675451,98302.51691894926,12241984.502718125,19.17553055372896,0.9079177863421488,243444.87473176882,6616662.431935112,15172.535070302838,2650406.4524320667,0.13630884722875405,7934202.557009013
9,7,15.451321577857748,黑龙江,163500.0,0.772866243094144,0.5408817918496631,44224774.7160286,48260172.89175664,48260172.89175664,3001227.11495185,3001227.11495185,12846500.0,13889993.82849025,0.5408817918496631,48160779.66575516,0.06479729188901276,0.07,0.08462662600480349,0.09,0.04,0.02,0.2207226440847121,1.0430719042373742,13.410783664328951,0.1,0.02,0.02,0.02,0.0,0.05,7.335627561720388,4.659574228493591,0.9922688819505124,8.32725884231186,0.004974020034143267,0.0,0.25,0.02,0.09,0.8,1.3,True,3001227.11495185,99393.2260014751,13974798.48100388,16.08014690102215,1.0430719042373742,277799.876569805,5585993.553318747,0.0,5102193.082101858,0.1957226440847121,9586724.512741435
9,8,17.820610458847057,上海,137600.0,0.772866243094144,1.275136157161979,54021103.923275396,58926989.942726105,58926989.942726105,3155298.6371672903,3155298.6371672903,36011820.0,38647519.640545465,1.275136157161979,58828982.172446914,0.11875593934055706,0.07,0.08013283266621211,0.09,0.04,0.02,0.539611627151117,1.3,16.348848874218753,0.1,0.02,0.02,0.02,0.0,0.05,7.299508260198721,4.683437221155555,1.064558644810598,9.906337077087768,0.004480354204645098,0.0,0.25,0.02,0.09,0.8,1.3,True,3155298.6371672903,98007.7702791897,39296747.747390956,18.675566632142484,2.9616411257057984,772950.3928109093,6822500.87724801,0.0,30264059.062099066,0.514611627151117,35716432.29395801
9,9,50.03088183873789,江苏,488700.0,0.772866243094144,1.5018945173071077,149374736.001046,162761527.49010113,162761527.49010113,3093287.4597310424,3093287.4597310424,92595400.0,99372022.85967776,1.5018945173071077,162669087.5051391,0.08033848825905156,0.07,0.0833341125806568,0.09,0.04,0.02,0.49798725795978854,1.3,17.026301012949805,0.1,0.02,0.02,0.02,0.0,0.05,7.292489568097017,4.685382741318408,1.0553621592050237,10.174568470301285,0.004512351293440742,0.0,0.25,0.02,0.09,0.8,1.3,True,3093287.4597310424,92439.98496202078,100924427.81893605,52.617653421791275,7.700644102339405,1987440.4571935553,18858377.867003478,0.0,82134623.2507485,0.4729872579597885,96929505.40370993
9,10,32.63086965357559,浙江,369100.0,0.772866243094144,1.2985690244592563,98142144.3554609,106973144.34806295,106973144.34806295,3122114.0693770526,3122114.0693770526,58002840.0,62248516.56031511,1.2985690244592563,106876795.20309694,0.06276806168696052,0.07,0.08479528386591365,0.09,0.04,0.02,0.47195391629838673,1.3,16.68397318334107,0.1,0.02,0.02,0.02,0.0,0.05,7.296311305465255,4.682275713507094,1.0493998813409213,9.970970273497358,0.004592487440834514,0.0,0.25,0.02,0.09,0.8,1.3,True,3122114.0693770526,96349.14496601133,63243961.010679506,34.26304804084465,4.752290002390125,1244970.3312063022,12391638.680722075,0.0,48962926.001825646,0.4469539162983867,58737943.178165704
9,11,17.734768008241847,安徽,438530.0,0.772866243094144,1.196736416294668,54313245.2543264,59249107.8499246,59249107.8499246,3183716.2040319834,3183716.2040319834,34010910.0,36498734.726006515,1.196736416294668,59147124.08196146,0.0,0.07,0.09,0.09,0.04,0.02,0.5029143886411768,1.3,16.925375986754467,0.1,0.02,0.02,0.02,0.0,0.05,8.828356585762311,-1.575361342210076,1.0563156843904908,10.678389115510214,0.03796613202262722,0.0,0.25,0.02,0.09,0.8,1.3,False,3183716.2040319834,101983.76796314216,37111670.40503173,18.610046892649915,2.7505457579788097,729974.6945201303,6859472.763161042,0.0,27601707.48350564,0.47791438864117675,33084134.3990499
9,12,24.938311301930277,福建,279100.0,0.772866243094144,0.9788742563500382,75562152.8770214,82384758.99215081,82384758.99215081,3150580.257722357,3150580.257722357,35804040.0,38425683.519604325,0.9788742563500382,82287184.48307632,0.0649064986932153,0.07,0.08461754866716745,0.09,0.04,0.02,0.36991946005635595,1.3,16.141426291928806,0.1,0.02,0.02,0.02,0.0,0.05,7.301949668207106,4.678829770602059,1.0261907927954126,9.699285136961963,0.004640027415357295,0.0,0.25,0.02,0.09,0.8,1.3,True,3150580.257722357,97574.5090744976,39052882.46450687,26.149074853820444,2.842764296985007,768513.6703920865,9541508.936858306,0.0,25862081.015551973,0.34491946005635593,33425456.536554985
9,13,12.504116136078594,江西,229500.0,0.772866243094144,1.037005113919997,38642602.7655129,42182559.9804129,42182559.9804129,3215186.6848061457,3215186.6848061457,22717000.0,24377823.639827486,1.037005113919997,42081794.41164356,0.019675113595976762,0.07,0.08837108677417899,0.09,0.04,0.02,0.4682795011709191,1.3,16.606339559821013,0.1,0.02,0.02,0.02,0.0,0.05,8.093560624352612,3.19823717780801,1.0484284808017268,9.82960578094238,0.019835845418058273,0.0,0.25,0.02,0.09,0.8,1.3,False,3215186.6848061457,100765.56876933969,24802393.87926229,13.119785603664326,1.8055487992811956,487556.47279654973,4881296.554768813,0.0,16527667.515961278,0.4432795011709191,20475788.26708535
9,14,52.37629112593757,山东,562100.0,0.772866243094144,1.03709478511124,157288007.639664,171379207.44863173,171379207.44863173,3115842.8603222757,3115842.8603222757,66648869.99999999,71528142.32354136,1.03709478511124,171286640.31959414,0.06892202679478683,0.07,0.08428372577944168,0.09,0.04,0.02,0.32798256508447915,1.3,17.087940342485055,0.1,0.02,0.02,0.02,0.0,0.05,7.29198131515822,4.685266151541132,1.016781424094489,10.193148429369762,0.0045366045563438595,0.0,0.25,0.02,0.09,0.8,1.3,True,3115842.8603222757,92567.12903757633,72648778.43162875,55.002519424521225,5.301645523839982,1430562.8464708272,19857233.977152713,0.0,48969281.83955206,0.3029825650844791,64540871.515868254
9,15,42.52291310032729,河南,499200.0,0.772866243094144,0.9039884884257202,128897630.76160501,140464300.6677845,140464300.6677845,3149321.4398250617,3149321.4398250617,49935900.0,53592748.83181462,0.9039884884257202,140369519.89938787,0.05937102807378291,0.07,0.08507757032464885,0.09,0.04,0.02,0.2977808163296733,1.3,17.22599716768431,0.1,0.02,0.02,0.02,0.0,0.05,7.290973125213583,4.6856156802256095,1.0098393870371143,10.243529224247112,0.004551551972270085,0.0,0.25,0.02,0.09,0.8,1.3,False,3149321.4398250617,94780.76839664069,54442288.55292044,44.60144934446165,3.903220025900872,1071854.9766362924,16273711.989714153,0.0,33872556.1813859,0.27278081632967327,46663278.9488736
9,16,25.195562108403728,湖北,358000.0,0.772866243094144,1.1333767477239298,76781442.8482972,83713489.87353587,83713489.87353587,3167165.550904396,3167165.550904396,42021950.0,45097993.93459131,1.1333767477239298,83614991.26179565,0.040044697087704216,0.07,0.08668223093115598,0.09,0.04,0.02,0.43325448207807227,1.3,17.095564240049363,0.1,0.02,0.02,0.02,0.0,0.05,7.293155366171627,4.683717818713694,1.0405835327534183,10.138761590194148,0.004620224994112632,0.0,0.25,0.02,0.09,0.8,1.3,False,3167165.550904396,98498.61174021607,45833045.97221455,26.43167479819019,3.3654651072467026,901959.8786918261,9695436.204636907,0.0,33183863.296916917,0.40825448207807224,40867570.69264397
9,17,21.299653748590764,湖南,373858.0,0.772866243094144,1.1172586058162803,64972845.9653664,70855858.4380209,70855858.4380209,3171109.639164374,3171109.639164374,36425780.0,39092070.16157544,1.1172586058162803,70755429.25628403,0.02206701218325156,0.07,0.08817290185883336,0.09,0.04,0.02,0.44481293675582834,1.3,16.805435815143863,0.1,0.02,0.02,0.02,0.0,0.05,5.653089445680976,4.185212744529926,1.043182193362944,8.959113834221894,0.0014226150584871755,0.0,0.25,0.02,0.09,0.8,1.3,False,3171109.639164374,100429.18173686891,39737388.10187624,22.344184370961163,2.92091730342059,781841.4032315088,8205395.313891268,0.0,28509285.24296427,0.4198129367558283,35035829.259410664
9,18,53.347684275811076,广东,696000.0,0.772866243094144,1.5210041303722905,157153836.749134,171234880.71376657,171234880.71376657,3059804.0626035747,3059804.0626035747,97277770.0,104403690.1370119,1.5210041303722905,171140528.21980694,0.045048029371518965,0.07,0.08626702044498351,0.09,0.04,0.02,0.4971826228360355,1.3,16.198418985612413,0.1,0.02,0.02,0.02,0.0,0.05,7.301856016302063,4.67806723402663,1.0550863120396465,9.691937797612894,0.004689794428831884,0.0,0.25,0.02,0.09,0.8,1.3,True,3059804.0626035747,94352.49395963788,106044493.0198429,55.962694738062254,8.17696060394614,2088073.8027402381,19840340.701786153,0.0,86485147.82652211,0.47218262283603546,102040785.47412473
9,19,17.312250034593667,广西,256200.0,0.772866243094144,0.706163454989843,52819779.099576995,57620452.36871654,57620452.36871654,3174598.449385984,3174598.449385984,19627810.0,21064248.613245405,0.706163454989843,57520739.43943936,0.03637382456647036,0.07,0.08698676933295832,0.09,0.04,0.02,0.28441314693792635,1.3,15.428177522754945,0.1,0.02,0.02,0.02,0.0,0.05,7.3103714686455294,4.672291712893646,1.006644257708183,9.29059861449358,0.004793335392782372,0.0,0.25,0.02,0.09,0.8,1.3,True,3174598.449385984,99712.92927718145,21419136.644335214,18.150469512092535,1.5171023359565394,421284.97226490814,6670904.773334576,0.0,10450874.902856864,0.25941314693792633,15786471.27966904
9,20,3.5429062406965395,海南,53600.0,0.772866243094144,0.6446058374360649,10030399.0365303,11024722.518720457,11024722.518720457,2947745.005783874,2947745.005783874,4910690.0,5266741.76413215,0.6446058374360649,10923104.550781498,0.027963724364002344,0.07,0.0876841728940392,0.09,0.04,0.02,0.3794924003865673,0.8,14.502224957571375,0.1,0.02,0.02,0.02,0.0,0.05,7.32158623936113,4.664941042999174,1.0278373309738467,8.801742142666466,0.0049254520831986115,0.0,0.25,0.02,0.09,0.8,1.3,True,2947745.005783874,101617.96793896031,5390917.073451175,3.740052988670479,0.41711728223996847,105334.835282643,1269861.613440543,0.0,1787314.7034941262,0.35449240038656726,2917781.268279107
9,21,12.772444164777166,重庆,166323.0,0.772866243094144,0.9183682436335313,39300958.3175844,42898716.39382818,42898716.39382818,3202515.630224388,3202515.630224388,20363190.0,21852044.56758999,0.9183682436335313,42798743.60784943,0.049686711943930977,0.07,0.08588193688914225,0.09,0.04,0.02,0.4073036340360491,1.3,16.32941838917261,0.1,0.02,0.02,0.02,0.0,0.05,7.3002354416374216,4.679279150905965,1.0345849728722638,9.772077955873542,0.004662640297753096,0.0,0.25,0.02,0.09,0.8,1.3,True,3202515.630224388,99972.78597875679,22232289.344576817,13.395318351911504,1.6034250715322027,437040.89135179983,4964497.990513997,0.0,13511174.231581645,0.38230363403604906,17523186.84246195
9,22,23.147373953443946,四川,469000.0,0.772866243094144,1.253226879040493,69531075.8089531,75819825.84653099,75819825.84653099,3121762.963607528,3121762.963607528,42902100.0,46041055.36673703,1.253226879040493,75719341.55594994,0.010782650770128166,0.07,0.08910758620231143,0.09,0.04,0.02,0.4949089120075856,1.3,16.35034421256664,0.1,0.02,0.02,0.02,0.0,0.05,8.895344903599657,-0.7709281343704442,1.0545288069899905,10.499808698985387,0.04121945721210185,0.0,0.25,0.02,0.09,0.8,1.3,False,3121762.963607528,100484.29058104746,46798822.085601285,24.287502520342912,3.532526908253899,920821.1073347406,8780038.136384314,0.0,35774047.36340445,0.46990891200758556,42744876.19283978
9,23,10.766425810384835,贵州,188600.0,0.772866243094144,0.8017210601295292,32803436.570136297,35823909.847664535,35823909.847664535,3200236.9839173844,3200236.9839173844,15353210.0,16593387.07660046,0.8017210601295292,35722942.42487843,0.02212936068262254,0.07,0.08816773540648017,0.09,0.04,0.02,0.3669816134178442,1.2072924779031873,15.923161745177193,0.1,0.02,0.02,0.02,0.0,0.05,7.305533382410619,4.6749377087324095,1.0251275519878569,9.517953467454165,0.004782835886130932,0.0,0.25,0.02,0.09,0.8,1.3,True,3200236.9839173844,100967.42278610216,16727349.987328194,11.194142817452468,1.2072924779031873,331867.7415320092,4144372.4534406364,0.0,9026966.602349907,0.34198161341784417,12402043.174567671
9,24,17.780517119219557,云南,282200.0,0.772866243094144,0.7415575281923648,53834280.8089249,58725481.5719468,58725481.5719468,3150685.63890797,3150685.63890797,20880630.0,22408656.727179978,0.7415575281923648,58625531.80091923,0.029568731957169938,0.07,0.0875511111690813,0.09,0.04,0.02,0.297770914170053,1.3,15.22585848539803,0.1,0.02,0.02,0.02,0.0,0.05,7.3127687356098185,4.670483065211101,1.0096914960021237,9.179871555614293,0.00483397405701913,0.0,0.25,0.02,0.09,0.8,1.3,True,3150685.63890797,99949.7710275694,22786049.319381986,18.638953009701435,1.6311020490417496,448173.13454359956,6798966.057462113,0.0,11776508.42291016,0.272770914170053,17210340.47177226
