destination,origin,distance_score
甘肃,西藏,0.36459196046041603
甘肃,陕西,0.14102698289602666
甘肃,甘肃,0.0
甘肃,青海,0.17268090196646063
甘肃,宁夏,0.07591411020338451
甘肃,新疆,0.4430495177630524
青海,北京,0.4818279914064302
青海,天津,0.49844499290621685
青海,河北,0.45670385468320185
青海,山西,0.3855956599746972
青海,内蒙古,0.3873297045588033
青海,辽宁,0.6478136065225726
青海,吉林,0.699470711375272
青海,黑龙江,0.7714855943832933
青海,上海,0.6480957216415801
青海,江苏,0.5958620384745216
青海,浙江,0.6263396835456558
青海,安徽,0.537127456210149
青海,福建,0.6449955502509894
青海,江西,0.5470865934358414
青海,山东,0.4956578841709802
青海,河南,0.42250967410344803
青海,湖北,0.4817056525536108
青海,湖南,0.4896959067146286
青海,广东,0.5968781688509195
青海,广西,0.5192326476566235
青海,海南,0.6226105018439873
青海,重庆,0.3274154775156514
青海,四川,0.2589609957195758
青海,贵州,0.4003047571514327
青海,云南,0.3850689803519701
青海,西藏,0.23366548173152993
青海,陕西,0.31154814885716625
青海,甘肃,0.17268090196646063
青海,青海,0.0
青海,宁夏,0.23367609551050902
青海,新疆,0.3049155852120283
宁夏,北京,0.25318298154822594
宁夏,天津,0.2668673210984104
宁夏,河北,0.2232289030470389
宁夏,山西,0.15201854168306164
宁夏,内蒙古,0.1838804835677708
宁夏,辽宁,0.4230873445965186
宁夏,吉林,0.48221548349941695
宁夏,黑龙江,0.5710680144840703
宁夏,上海,0.429835459100749
宁夏,江苏,0.3769762784540151
宁夏,浙江,0.4156321027635813
宁夏,安徽,0.3251777599503378
宁夏,福建,0.46673813325471336
宁夏,江西,0.36403617612967376
宁夏,山东,0.2626392178737621
宁夏,河南,0.19994668217078687
宁夏,湖北,0.29229553026631705
宁夏,湖南,0.3310340974855336
宁夏,广东,0.4735725947209607
宁夏,广西,0.4506054826522297
宁夏,海南,0.5440768755992224
宁夏,重庆,0.2414068614730378
宁夏,四川,0.21506606376771545
宁夏,贵州,0.33322088600194016
宁夏,云南,0.3903273207805383
宁夏,西藏,0.4389988376649487
宁夏,陕西,0.11819017228113543
宁夏,甘肃,0.07591411020338451
宁夏,青海,0.23367609551050902
宁夏,宁夏,0.0
宁夏,新疆,0.4706328395171162
新疆,北京,0.6610416085290437
新疆,天津,0.6867374317050521
新疆,河北,0.661971380952947
新疆,山西,0.5995521891435697
新疆,内蒙古,0.5391680032335304
新疆,辽宁,0.7965443762314804
新疆,吉林,0.8229460413998405
新疆,黑龙江,0.8505627167805593
新疆,上海,0.8982094757636567
新疆,江苏,0.8455620959078725
新疆,浙江,0.8861123136716158
新疆,安徽,0.7957482974723277
新疆,福建,0.9294234050762816
新疆,江西,0.8277744351690294
新疆,山东,0.7130966689589278
新疆,河南,0.669262760260125
新疆,湖北,0.7577184470796408
新疆,湖南,0.780315258360445
新疆,广东,0.8985199397205824
新疆,广西,0.8240504417970732
新疆,海南,0.9274380052471096
新疆,重庆,0.6294109010725364
新疆,四川,0.562834984519562
新疆,贵州,0.7051108829765776
新疆,云南,0.6837685621765244
新疆,西藏,0.4101944318110813
新疆,陕西,0.5798158612245473
新疆,甘肃,0.4430495177630524
新疆,青海,0.3049155852120283
新疆,宁夏,0.4706328395171162
新疆,新疆,0.0
