k0,matlab_linear_index1,b_index0,a_index0,z_index0,b_index1,a_index1,z_index1,b,a,z,faces,g,p,mu_b,mu_a,ell_lower_b,ell_upper_b,ell_lower_a,ell_upper_a,ell_total,q,delta,r,weighted_outward_flux,pin
116,117,16,5,0,17,6,1,3.894736842105263,2.631578947368421,0.8,interior,0.0,0.0,2.2075266987388664,0.10964891283722744,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0
117,118,17,5,0,18,6,1,4.263157894736842,2.631578947368421,0.8,interior,0.0,0.0,2.398815833880608,0.07906885454834853,0.0,0.0,0.0,0.0,0.0,6.106226635438361e-16,6.106226635438361e-16,0.0,0.0,0
118,119,18,5,0,19,6,1,4.63157894736842,2.631578947368421,0.8,interior,0.0,0.0,2.5824490649041296,0.04975324284589147,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,0.0,0
119,120,19,5,0,20,6,1,5.0,2.631578947368421,0.8,upper_b,0.0,0.0,0.11668187979651634,0.04897069566180509,0.0,0.3167079594476872,0.0,0.0,0.3167079594476872,-0.3167079594476871,1.1102230246251565e-16,0.0,0.0,0
120,121,0,6,0,1,7,1,-2.0,3.1578947368421053,0.8,lower_b,4.826850745452614e-26,9.359544381764072e-27,0.0,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.81591573047591e-42,0.0,0
121,122,1,6,0,2,7,1,-1.631578947368421,3.1578947368421053,0.8,interior,1.1141821002850075e-25,2.1604639063698208e-26,-0.11914864201059316,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-4.304788882405838e-42,0.0,0
122,123,2,6,0,3,7,1,-1.263157894736842,3.1578947368421053,0.8,interior,2.9323257864624426e-25,5.68595027845903e-26,-0.14935666960265692,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-4.0178029569121155e-41,0.0,0
123,124,3,6,0,4,7,1,-0.8947368421052633,3.1578947368421053,0.8,interior,7.552851502156185e-25,1.46454184252336e-25,-0.16424442190759692,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-1.8510592194345104e-40,0.0,0
124,125,4,6,0,5,7,1,-0.5263157894736843,3.1578947368421053,0.8,interior,1.911982733340373e-24,3.7074457433192827e-25,-0.17294830412589413,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,4.620473400448933e-40,0.0,0
125,126,5,6,0,6,7,1,-0.1578947368421053,3.1578947368421053,0.8,interior,4.771651461660776e-24,9.252509759453028e-25,-0.1788871186904224,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.050952288689517e-40,0.0,0
126,127,6,6,0,7,7,1,0.21052631578947345,3.1578947368421053,0.8,interior,4.9004161444364914e-24,9.502191969821451e-25,-0.4404367737259012,0.2474504977323818,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-5.395335399281984e-40,0.0,0
127,128,7,6,0,8,7,1,0.5789473684210527,3.1578947368421053,0.8,interior,4.9616442122979714e-24,9.620916755148422e-25,-0.7211374069777019,0.3073217477897392,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.5382445606463528e-39,0.0,0
128,129,8,6,0,9,7,1,0.9473684210526314,3.1578947368421053,0.8,interior,5.7946318397669684e-24,1.1236128221154787e-24,-0.899673538735847,0.34554330488062834,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-1.4616561344764587e-23,0.0,0
129,130,9,6,0,10,7,1,1.3157894736842102,3.1578947368421053,0.8,interior,7.559002383847804e-25,1.465734534264117e-25,-1.031055774078828,0.37625564644282533,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,-2.7755575615628914e-16,-3.6734198463196485e-40,0.0,0
130,131,10,6,0,11,7,1,1.6842105263157894,3.1578947368421053,0.8,interior,8.259479331469212e-25,1.6015610892045564e-25,0.9246864300882134,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,-3.3306690738754696e-16,-3.3306690738754696e-16,-3.6734198463196485e-40,0.0,0
131,132,11,6,0,12,7,1,2.052631578947368,3.1578947368421053,0.8,interior,1.1629558741828461e-24,2.255039091213275e-25,1.175987644005346,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,-3.3306690738754696e-16,-3.3306690738754696e-16,3.6734198463196485e-40,0.0,0
132,133,12,6,0,13,7,1,2.421052631578947,3.1578947368421053,0.8,interior,1.3323421542298442e-24,2.5834889417199196e-25,1.3997925004766536,0.2210519412206733,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-16,5.551115123125783e-16,-3.6734198463196485e-40,0.0,0
133,134,13,6,0,14,7,1,2.7894736842105257,3.1578947368421053,0.8,interior,1.4193284918290533e-24,2.7521605104718486e-25,1.621014819683987,0.20359161445040178,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0
134,135,14,6,0,15,7,1,3.1578947368421053,3.1578947368421053,0.8,interior,1.469443513843222e-24,2.8493364534356104e-25,1.8474491745466919,0.1622962761353045,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,-1.1020259538958945e-39,0.0,0
135,136,15,6,0,16,7,1,3.526315789473684,3.1578947368421053,0.8,interior,1.5115208755300167e-24,2.9309269054598665e-25,2.0587191102499958,0.12388133278577812,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-1.1020259538958945e-39,0.0,0
136,137,16,6,0,17,7,1,3.894736842105263,3.1578947368421053,0.8,interior,-8.160016542131582e-24,-1.5822746757595865e-24,2.258470930877272,0.08753956710572272,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,7.908604830881205e-23,-0.0,0
137,138,17,6,0,18,7,1,4.263157894736842,3.1578947368421053,0.8,interior,-4.8962629138188045e-24,-9.494138614053085e-25,2.449078567924457,0.052839012293153714,0.0,0.0,0.0,0.0,0.0,4.996003610813204e-16,4.996003610813204e-16,0.0,-0.0,0
138,139,18,6,0,19,7,1,4.63157894736842,3.1578947368421053,0.8,interior,5.517759123784256e-09,1.0699255918695234e-09,2.6322582737724405,0.0194657948221775,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1911400820763599e-22,0.0,0
139,140,19,6,0,20,7,1,5.0,3.1578947368421053,0.8,upper_b,5.2070279074276246e-06,1.0096730014402596e-06,0.17118033245977315,0.01855271215630047,0.0,0.4646323309622414,0.0,0.0,0.4646323309622414,-0.4646323309622414,0.0,-2.117582368135751e-22,4.691267201688303e-07,0
140,141,0,7,0,1,8,1,-2.0,3.6842105263157894,0.8,lower_b,2.44461319612464e-24,4.740247194701518e-25,0.0,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-2.8698592549372254e-41,0.0,0
141,142,1,7,0,2,8,1,-1.631578947368421,3.6842105263157894,0.8,interior,6.1573623646788904e-24,1.1939483809626658e-24,-0.11822253969558005,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,-3.3060778616876836e-39,0.0,0
142,143,2,7,0,3,8,1,-1.263157894736842,3.6842105263157894,0.8,interior,1.7535307488172463e-23,3.400198127900478e-24,-0.1458166501175704,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,1.3086558202513748e-39,0.0,0
143,144,3,7,0,4,8,1,-0.8947368421052633,3.6842105263157894,0.8,interior,4.891974725825461e-23,9.485823568082612e-24,-0.1587457998699513,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,1.294880495827676e-38,0.0,0
144,145,4,7,0,5,8,1,-0.5263157894736843,3.6842105263157894,0.8,interior,1.346398395236669e-22,2.6107448107082228e-23,-0.16564380988853955,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-5.289724578700294e-38,0.0,0
145,146,5,7,0,6,8,1,-0.1578947368421053,3.6842105263157894,0.8,interior,3.6660328289455382e-22,7.108650914852844e-23,-0.17001578409245077,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,6.391750532596188e-38,0.0,0
146,147,6,7,0,7,8,1,0.21052631578947345,3.6842105263157894,0.8,interior,4.2033815390817296e-22,8.150601322319144e-23,-0.40768427844383837,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,1.2489627477486805e-38,0.0,0
147,148,7,7,0,8,8,1,0.5789473684210527,3.6842105263157894,0.8,interior,4.53191877777303e-22,8.787654139726097e-23,-0.6522806358087454,0.2744597707796836,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,-7.346839692639297e-38,0.0,0
148,149,8,7,0,9,8,1,0.9473684210526314,3.6842105263157894,0.8,interior,5.152354590360719e-22,9.9907152721676e-23,-0.8420757891415462,0.3224144095198411,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-8.287407582724539e-22,0.0,0
149,150,9,7,0,10,8,1,1.3157894736842102,3.6842105263157894,0.8,interior,1.259202800604106e-22,2.4416674803957734e-23,-0.972242346326345,0.36997613622619435,0.0,0.0,0.0,0.0,0.0,-3.885780586188048e-16,-3.885780586188048e-16,1.88079096131566e-37,0.0,0
150,151,10,7,0,11,8,1,1.6842105263157894,3.6842105263157894,0.8,interior,1.2614929962421583e-22,2.446108302962634e-23,0.9555732648661159,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,0.0,0.0,0
151,152,11,7,0,12,8,1,2.052631578947368,3.6842105263157894,0.8,interior,1.7903761051975874e-22,3.4716434172806405e-23,1.201137567517728,0.2578915117477092,0.0,0.0,0.0,0.0,0.0,3.885780586188048e-16,3.885780586188048e-16,-4.70197740328915e-38,0.0,0
152,153,12,7,0,13,8,1,2.421052631578947,3.6842105263157894,0.8,interior,2.0568612600889918e-22,3.988373634521591e-23,1.4421419512231335,0.23410216145885232,0.0,0.0,0.0,0.0,0.0,3.885780586188048e-16,3.885780586188048e-16,-4.70197740328915e-38,0.0,0
153,154,13,7,0,14,8,1,2.7894736842105257,3.6842105263157894,0.8,interior,2.208058999029005e-22,4.2815548457626137e-23,1.6841036376474294,0.1855460201115937,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-9.4039548065783e-38,0.0,0
154,155,14,7,0,15,8,1,3.1578947368421053,3.6842105263157894,0.8,interior,-3.0853866084967117e-21,-5.98274411619861e-22,1.9071275329210904,0.14073195363560764,0.0,0.0,0.0,0.0,0.0,3.885780586188048e-16,3.885780586188048e-16,2.0023277402177455e-20,-0.0,0
155,156,15,7,0,16,8,1,3.526315789473684,3.6842105263157894,0.8,interior,-2.3753792344335553e-21,-4.605998515522129e-22,2.116165817230929,0.09858858345973703,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-2.256949153578792e-36,-0.0,0
156,157,16,7,0,17,8,1,3.894736842105263,3.6842105263157894,0.8,interior,-1.6150070528849974e-21,-3.13159262332271e-22,2.314323089054758,0.058521350614326506,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,-1.5292951307631282e-21,-0.0,0
157,158,17,7,0,18,8,1,4.263157894736842,3.6842105263157894,0.8,interior,2.707271630007109e-10,5.249557177299104e-11,2.503752999768766,0.020112678186373856,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,9.404082290383259e-22,0.0,0
158,159,18,7,0,19,8,1,4.63157894736842,3.6842105263157894,0.8,interior,1.2325929040295753e-07,2.3900693429936363e-08,2.686038328223855,-0.016947432932734763,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,1.3129010682441655e-20,0.0,0
159,160,19,7,0,20,8,1,5.0,3.6842105263157894,0.8,upper_b,0.00011644385472438575,2.2579140805282556e-05,0.22955129489055537,-0.01799043197396699,0.0,0.6230678004172217,0.0,0.0,0.6230678004172217,-0.6230678004172217,0.0,2.879912020664621e-20,1.4068335596858137e-05,0
160,161,0,8,0,1,9,1,-2.0,4.2105263157894735,0.8,lower_b,3.5872508684510975e-24,6.955888110569995e-25,0.0,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,4.9648565110414e-40,0.0,0
161,162,1,8,0,2,9,1,-1.631578947368421,4.2105263157894735,0.8,interior,6.2954136481395885e-24,1.2207173278941031e-24,-0.11598761737810825,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-2.5254761443447583e-40,0.0,0
162,163,2,8,0,3,9,1,-1.263157894736842,4.2105263157894735,0.8,interior,1.1805487709649337e-23,2.289152741483251e-24,-0.141052511787656,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-3.397913357845675e-39,0.0,0
163,164,3,8,0,4,9,1,-0.8947368421052633,4.2105263157894735,0.8,interior,1.5367213535822147e-23,2.979792098358865e-24,-0.1515233896234598,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.3316146942908726e-39,0.0,0
164,165,4,8,0,5,9,1,-0.5263157894736843,4.2105263157894735,0.8,interior,-9.915389470845759e-24,-1.922651697947931e-24,-0.15590121817684732,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.2397791981328814e-38,-0.0,0
165,166,5,8,0,6,9,1,-0.1578947368421053,4.2105263157894735,0.8,interior,-1.8460181489797426e-22,-3.57953657696903e-23,-0.15823129504943267,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-3.710154044782845e-38,-0.0,0
166,167,6,8,0,7,9,1,0.21052631578947345,4.2105263157894735,0.8,interior,-3.8942148376202695e-22,-7.551109103418806e-23,-0.4001794582240521,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.065291755432698e-37,-0.0,0
167,168,7,8,0,8,9,1,0.5789473684210527,4.2105263157894735,0.8,interior,-5.729654887388425e-22,-1.1110134130670077e-22,-0.6261001540390456,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,1.2633398844168414e-22,-0.0,0
168,169,8,8,0,9,9,1,0.9473684210526314,4.2105263157894735,0.8,interior,-7.713466521241779e-22,-1.4956860290496525e-22,-0.7590447936345868,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,-3.885780586188048e-16,-3.885780586188048e-16,5.245487437486869e-21,-0.0,0
169,170,9,8,0,10,9,1,1.3157894736842102,4.2105263157894735,0.8,interior,6.259698495233055e-22,1.213791951984249e-22,-0.6526767394679247,0.19288201356264706,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-1.88079096131566e-37,0.0,0
170,171,10,8,0,11,9,1,1.6842105263157894,4.2105263157894735,0.8,interior,2.2743228374211577e-21,4.410044283088118e-22,0.9943564768886652,0.2947245829117527,0.0,0.0,0.0,0.0,0.0,-3.885780586188048e-16,-3.885780586188048e-16,-4.4348161247352426e-21,0.0,0
171,172,11,8,0,12,9,1,2.052631578947368,4.2105263157894735,0.8,interior,2.2820587219389108e-21,4.425044613177944e-22,1.2580078435882438,0.26609734200934626,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,-7.52316384526264e-37,0.0,0
172,173,12,8,0,13,9,1,2.421052631578947,4.2105263157894735,0.8,interior,2.3045290279162583e-21,4.468615843604933e-22,1.5178763548372425,0.21004026662414563,0.0,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,0
173,174,13,8,0,14,9,1,2.7894736842105257,4.2105263157894735,0.8,interior,2.3537727456637087e-21,4.564102276910239e-22,1.7539318789382552,0.15879164662678763,0.0,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,1.504632769052528e-36,0.0,0
174,175,14,8,0,15,9,1,3.1578947368421053,4.2105263157894735,0.8,interior,2.2717422292450077e-21,4.405040333716081e-22,1.9730250687445885,0.11088949863223707,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,3.76158192263132e-37,0.0,0
175,176,15,8,0,16,9,1,3.526315789473684,4.2105263157894735,0.8,interior,1.0056431977068969e-19,1.9500006603734845e-20,2.17923074292088,0.06554216195242776,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,-6.204252352821992e-19,0.0,0
176,177,16,8,0,17,9,1,3.894736842105263,4.2105263157894735,0.8,interior,3.0132010322500675e-09,5.842772084695422e-10,2.375259937961756,0.022210294954277843,0.0,0.0,0.0,0.0,0.0,6.106226635438361e-16,6.106226635438361e-16,1.403143241899433e-19,0.0,0
177,178,17,8,0,18,9,1,4.263157894736842,4.2105263157894735,0.8,interior,5.232537765750729e-08,1.0146195113644074e-08,2.5630363364562285,-0.019496104291080008,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,1.6659939694579651e-19,0.0,0
178,179,18,8,0,19,9,1,4.63157894736842,4.2105263157894735,0.8,interior,1.2172871251933905e-06,2.3603905474664083e-07,2.7439985926937167,-0.05987313879123585,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,1.6686549060909717e-19,0.0,0
179,180,19,8,0,20,9,1,5.0,4.2105263157894735,0.8,upper_b,0.0009224471900735186,0.00017886787619154101,0.292052587975256,-0.061051456723464625,0.0,0.7927141673614091,0.0,0.0,0.7927141673614091,-0.7927141673614093,-2.220446049250313e-16,-2.168404344971009e-19,0.00014179109954288104,0
180,181,0,9,0,1,10,1,-2.0,4.7368421052631575,0.8,lower_b,-2.2537943233811824e-25,-4.3702383001851184e-26,0.0,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,4.199859653397196e-40,-0.0,0
181,182,1,9,0,2,10,1,-1.631578947368421,4.7368421052631575,0.8,interior,-7.27539742972686e-24,-1.4107418838805547e-24,-0.1126825113011023,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-7.174648137343063e-40,-0.0,0
182,183,2,9,0,3,10,1,-1.263157894736842,4.7368421052631575,0.8,interior,-3.4750801204451907e-23,-6.738382505018376e-24,-0.13476595918306522,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,6.566237975296372e-39,-0.0,0
183,184,3,9,0,4,10,1,-0.8947368421052633,4.7368421052631575,0.8,interior,-1.3654854825035217e-22,-2.647755783247826e-23,-0.1417141576626797,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,-1.6346718316122436e-38,-0.0,0
184,185,4,9,0,5,10,1,-0.5263157894736843,4.7368421052631575,0.8,interior,-4.952324631175817e-22,-9.602845545216266e-23,-0.14245703304996304,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-3.0856726709085047e-38,-0.0,0
185,186,5,9,0,6,10,1,-0.1578947368421053,4.7368421052631575,0.8,interior,-1.704963452878043e-21,-3.3060233158300007e-22,-0.14229872760131457,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,1.6163047323806453e-37,-0.0,0
186,187,6,9,0,7,10,1,0.21052631578947345,4.7368421052631575,0.8,interior,-2.0699298448425157e-21,-4.0137143805810553e-22,-0.3883004502894778,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-3.0562853121379475e-37,-0.0,0
187,188,7,9,0,8,10,1,0.5789473684210527,4.7368421052631575,0.8,interior,-2.3801916529282674e-21,-4.615330074930158e-22,-0.6080406834686656,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,-2.7755575615628914e-16,8.058210155362574e-25,-0.0,0
188,189,8,9,0,9,10,1,0.9473684210526314,4.7368421052631575,0.8,interior,-3.0858745421617246e-21,-5.983690247959023e-22,-0.6990875221828556,0.3315391378315792,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,-2.7755575615628914e-16,-2.6095974588254783e-36,-0.0,0
189,190,9,9,0,10,10,1,1.3157894736842102,4.7368421052631575,0.8,interior,-2.4683092867973694e-20,-4.786195292958888e-21,-0.12718487521718558,0.144055845511307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.995980054208023e-20,-0.0,0
190,191,10,9,0,11,10,1,1.6842105263157894,4.7368421052631575,0.8,interior,6.898018391292228e-21,1.3375658930483546e-21,1.0714995203989535,0.2963970450964409,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,-3.009265538105056e-36,0.0,0
191,192,11,9,0,12,10,1,2.052631578947368,4.7368421052631575,0.8,interior,1.013319983119905e-20,1.964886393861312e-21,1.351350030219523,0.2330956103405531,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0
192,193,12,9,0,13,10,1,2.421052631578947,4.7368421052631575,0.8,interior,1.2127463507670853e-20,2.3515857217090297e-21,1.6013948798830242,0.1756845863027381,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,0.0,0
193,194,13,9,0,14,10,1,2.7894736842105257,4.7368421052631575,0.8,interior,1.3568121109324435e-20,2.630937611226345e-21,1.8310377112895857,0.12227954868355065,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-9.027796614315168e-36,0.0,0
194,195,14,9,0,15,10,1,3.1578947368421053,4.7368421052631575,0.8,interior,7.860365122183182e-19,1.5241705223069882e-19,2.0455656008339487,0.07189482439334782,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,-1.6653345369377348e-16,-4.694834974172576e-18,0.0,0
195,196,15,9,0,16,10,1,3.526315789473684,4.7368421052631575,0.8,interior,2.7399894573045943e-08,5.312998947682039e-09,2.2483563410325376,0.023871185984859877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.975636819082989e-23,0.0,0
196,197,16,9,0,17,10,1,3.894736842105263,4.7368421052631575,0.8,interior,4.855288296385515e-07,9.414686447284933e-08,2.4417313661662083,-0.022260069806814053,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,4.7321853063107265e-18,0.0,0
197,198,17,9,0,18,10,1,4.263157894736842,4.7368421052631575,0.8,interior,2.862126932844661e-06,5.54983061770433e-07,2.6273779889357227,-0.06684880479569733,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,2.7755575615628914e-16,1.8032537353656003e-21,0.0,0
198,199,18,9,0,19,10,1,4.63157894736842,4.7368421052631575,0.8,interior,1.480435900229591e-05,2.8706513300850795e-06,2.806582376001505,-0.11016787413103357,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-16,-6.106226635438361e-16,-8.470329472543003e-19,0.0,0
199,200,19,9,0,20,10,1,5.0,4.7368421052631575,0.8,upper_b,0.0050720308188366365,0.0009834962806608437,0.35921414724569267,-0.11150111736192564,0.0,0.9750098282383086,0.0,0.0,0.9750098282383086,-0.9750098282383086,0.0,-1.1926223897340549e-18,0.0009589185396801446,0
200,201,0,10,0,1,11,1,-2.0,5.263157894736842,0.8,lower_b,-6.72777174679562e-24,-1.3045540783260207e-24,0.0,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,2.2384902188510358e-40,-0.0,0
201,202,1,10,0,2,11,1,-1.631578947368421,5.263157894736842,0.8,interior,-2.27800142502302e-23,-4.417177278437989e-24,-0.1093889791814977,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,8.219276906140213e-39,-0.0,0
202,203,2,10,0,3,11,1,-1.263157894736842,5.263157894736842,0.8,interior,-7.417514214946943e-23,-1.43829915525287e-23,-0.12674939388111284,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,2.4795583962657627e-39,-0.0,0
203,204,3,10,0,4,11,1,-0.8947368421052633,5.263157894736842,0.8,interior,-2.2860931120050857e-22,-4.432867530203767e-23,-0.12822951478020528,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-2.204051907791789e-39,-0.0,0
204,205,4,10,0,5,11,1,-0.5263157894736843,5.263157894736842,0.8,interior,-6.773507849164347e-22,-1.3134225746302058e-22,-0.12374147600988472,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-2.7624117244323756e-37,-0.0,0
205,206,5,10,0,6,11,1,-0.1578947368421053,5.263157894736842,0.8,interior,-1.8550131331817517e-21,-3.5969783745906545e-22,-0.12085224295050878,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,2.82118644197349e-37,-0.0,0
206,207,6,10,0,7,11,1,0.21052631578947345,5.263157894736842,0.8,interior,-1.4422226389872078e-21,-2.796553593604004e-22,-0.36564478073393936,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,1.236237112127602e-23,-0.0,0
207,208,7,10,0,8,11,1,0.5789473684210527,5.263157894736842,0.8,interior,-1.0377560546982606e-21,-2.0122693581406716e-22,-0.5592656558620952,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,-2.7755575615628914e-16,-7.052966104933725e-38,-0.0,0
208,209,8,10,0,9,11,1,0.9473684210526314,5.263157894736842,0.8,interior,-1.2454332371913493e-21,-2.4149674959389044e-22,-0.3287310509756569,0.19219938213189114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2922139841034606e-37,-0.0,0
209,210,9,10,0,10,11,1,1.3157894736842102,5.263157894736842,0.8,interior,-1.2567632011886671e-21,-2.436936955213482e-22,0.8484668541416589,0.36830687999494993,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-3.76158192263132e-37,-0.0,0
210,211,10,10,0,11,11,1,1.6842105263157894,5.263157894736842,0.8,interior,1.8512319650980272e-20,3.589646469719166e-21,1.1904426470899132,0.2496830723410891,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-2.9887741897525314e-20,0.0,0
211,212,11,10,0,12,11,1,2.052631578947368,5.263157894736842,0.8,interior,2.3090873059613286e-20,4.477454609897313e-21,1.4540872239235938,0.1872681881660979,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,6.018531076210112e-36,0.0,0
212,213,12,10,0,13,11,1,2.421052631578947,5.263157894736842,0.8,interior,2.6445775546092544e-20,5.127989718078887e-21,1.693864878341068,0.1291849645170346,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.407412430484045e-35,0.0,0
