severity,variable,province,year,issue,detail
DATA_QUALITY,第二产业固定资产投资额,新疆,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第二产业从业人员数,北京市,2013-2019,MISSING_RUN_INTERIOR,length=7
DATA_QUALITY,第二产业从业人员数,北京市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,天津市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,河北省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,山西省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,内蒙古,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,辽宁省,2019-2019,MISSING_RUN_INTERIOR,length=1
DATA_QUALITY,第二产业从业人员数,辽宁省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,吉林省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,黑龙江,2011-2013,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第二产业从业人员数,黑龙江,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,上海市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,江苏省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,浙江省,2013-2019,MISSING_RUN_INTERIOR,length=7
DATA_QUALITY,第二产业从业人员数,浙江省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,安徽省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,福建省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,江西省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,山东省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,河南省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,湖北省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,湖南省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,广东省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,广西,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,海南省,2014-2019,MISSING_RUN_INTERIOR,length=6
DATA_QUALITY,第二产业从业人员数,海南省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,重庆市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,四川省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,贵州省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,云南省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,西藏,2018-2019,MISSING_RUN_INTERIOR,length=2
DATA_QUALITY,第二产业从业人员数,西藏,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,陕西省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,甘肃省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,青海省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,宁夏,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业从业人员数,新疆,2018-2019,MISSING_RUN_INTERIOR,length=2
DATA_QUALITY,第二产业从业人员数,新疆,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第二产业占GDP比重,上海市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业固定资产投资额,北京市,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,天津市,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,河北省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,山西省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,内蒙古,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,辽宁省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,吉林省,2003-2003,MISSING_RUN_INTERIOR,length=1
DATA_QUALITY,第三产业固定资产投资额,吉林省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,黑龙江,2000-2001,MISSING_RUN_ENDPOINT,length=2
DATA_QUALITY,第三产业固定资产投资额,黑龙江,2003-2005,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,黑龙江,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,上海市,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,江苏省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,浙江省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,安徽省,2001-2001,MISSING_RUN_INTERIOR,length=1
DATA_QUALITY,第三产业固定资产投资额,安徽省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,福建省,2018-2020,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,福建省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业固定资产投资额,江西省,2000-2001,MISSING_RUN_ENDPOINT,length=2
DATA_QUALITY,第三产业固定资产投资额,江西省,2003-2004,MISSING_RUN_INTERIOR,length=2
DATA_QUALITY,第三产业固定资产投资额,江西省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,山东省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,河南省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,湖北省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,湖南省,2000-2001,MISSING_RUN_ENDPOINT,length=2
DATA_QUALITY,第三产业固定资产投资额,湖南省,2003-2005,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,湖南省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,广东省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,广西,2001-2001,MISSING_RUN_INTERIOR,length=1
DATA_QUALITY,第三产业固定资产投资额,广西,2003-2003,MISSING_RUN_INTERIOR,length=1
DATA_QUALITY,第三产业固定资产投资额,广西,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,海南省,2000-2001,MISSING_RUN_ENDPOINT,length=2
DATA_QUALITY,第三产业固定资产投资额,海南省,2003-2005,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,海南省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,重庆市,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,四川省,2000-2001,MISSING_RUN_ENDPOINT,length=2
DATA_QUALITY,第三产业固定资产投资额,四川省,2003-2005,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,四川省,2019-2023,MISSING_RUN_ENDPOINT,length=5
DATA_QUALITY,第三产业固定资产投资额,贵州省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,云南省,2000-2000,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业固定资产投资额,云南省,2003-2005,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,云南省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,西藏,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,陕西省,2000-2001,MISSING_RUN_ENDPOINT,length=2
DATA_QUALITY,第三产业固定资产投资额,陕西省,2003-2005,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,陕西省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,甘肃省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,青海省,2000-2001,MISSING_RUN_ENDPOINT,length=2
DATA_QUALITY,第三产业固定资产投资额,青海省,2003-2004,MISSING_RUN_INTERIOR,length=2
DATA_QUALITY,第三产业固定资产投资额,青海省,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,宁夏,2000-2001,MISSING_RUN_ENDPOINT,length=2
DATA_QUALITY,第三产业固定资产投资额,宁夏,2003-2005,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,宁夏,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业固定资产投资额,新疆,2003-2005,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业固定资产投资额,新疆,2018-2023,MISSING_RUN_ENDPOINT,length=6
DATA_QUALITY,第三产业从业人员数,北京市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,天津市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,河北省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,山西省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,内蒙古,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,辽宁省,2019-2019,MISSING_RUN_INTERIOR,length=1
DATA_QUALITY,第三产业从业人员数,辽宁省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,吉林省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,黑龙江,2011-2013,MISSING_RUN_INTERIOR,length=3
DATA_QUALITY,第三产业从业人员数,黑龙江,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,上海市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,江苏省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,浙江省,2013-2019,MISSING_RUN_INTERIOR,length=7
DATA_QUALITY,第三产业从业人员数,浙江省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,安徽省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,福建省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,江西省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,山东省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,河南省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,湖北省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,湖南省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,广东省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,广西,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,海南省,2014-2019,MISSING_RUN_INTERIOR,length=6
DATA_QUALITY,第三产业从业人员数,海南省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,重庆市,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,四川省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,贵州省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,云南省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,西藏,2018-2019,MISSING_RUN_INTERIOR,length=2
DATA_QUALITY,第三产业从业人员数,西藏,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,陕西省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,甘肃省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,青海省,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,宁夏,2023-2023,MISSING_RUN_ENDPOINT,length=1
DATA_QUALITY,第三产业从业人员数,新疆,2018-2019,MISSING_RUN_INTERIOR,length=2
DATA_QUALITY,第三产业从业人员数,新疆,2023-2023,MISSING_RUN_ENDPOINT,length=1
MATERIAL_DATA_QUALITY,CAP/log_pcap,上海市,2022,NEGATIVE_DERIVED_CAPITAL_COMPLEX_LOG,CAP=-1124219643872.7568; log imaginary=pi
MATERIAL_DATA_QUALITY,CAP/log_pcap,吉林省,2023,NEGATIVE_DERIVED_CAPITAL_COMPLEX_LOG,CAP=-269548795292.80304; log imaginary=pi
MATERIAL_DATA_QUALITY,CAP/log_pcap,上海市,2023,NEGATIVE_DERIVED_CAPITAL_COMPLEX_LOG,CAP=-5124015031628.114; log imaginary=pi
MATERIAL_DATA_QUALITY,CAP/log_pcap,江西省,2023,NEGATIVE_DERIVED_CAPITAL_COMPLEX_LOG,CAP=-310147101039.39166; log imaginary=pi
MATERIAL_DATA_QUALITY,CAP/log_pcap,湖南省,2023,NEGATIVE_DERIVED_CAPITAL_COMPLEX_LOG,CAP=-175916839211.5376; log imaginary=pi
MATERIAL_DATA_QUALITY,CAP/log_pcap,新疆,2023,NEGATIVE_DERIVED_CAPITAL_COMPLEX_LOG,CAP=-119667485253.89499; log imaginary=pi
MATERIAL_LINEAGE,GDP/CAP/POP/logs,安徽省,2018 label -> 2009 data,YEAR_INDEX_MISALIGNMENT,ii=10 makes filename2018 but data_year=10 selects workbook row10/calendar2009
MATERIAL_LINEAGE,Zt/alpha,安徽省,2018 label mixes 2009 and 2020,MIXED_YEAR_CALIBRATION,regression vintage19 alpha; Zt uses fixed workbook row21/calendar2020
MATERIAL_LINEAGE,runtime input metadata,all 31,2018,METADATA_VALUE_CONTRADICTION,metadata workbook_data_row_index=19 but vectors and source paths exactly match row10
