province,turn,province_index,comparison_scope,convergence_switch,g1_converged,g2_converged,g1_iterations,g2_iterations,g1_iteration_ceiling_hit,g2_iteration_ceiling_hit,g1_hjb_statistic,g2_hjb_statistic,hjb_statistic_g2_minus_g1,hjb_statistic_g2_over_g1,g1_raw_firm_ra0,g2_raw_firm_ra0,g1_converted_rah_raw,g2_converted_rah_raw,g1_consumed_r_a,g2_consumed_r_a,consumed_r_a_g2_minus_g1,g1_return_status,g2_return_status,g2_return_regime,g2_wage_status,g2_wage_raw,g2_wage_guarded,g2_wage_hit,g1_transfer_abs_max,g1_adjustment_cost_abs_max,g1_mu_a_abs_max,g1_mu_b_abs_max,g2_transfer_abs_max,g2_adjustment_cost_abs_max,g2_mu_a_abs_max,g2_mu_b_abs_max,liquid_policy_transition_cell_count,transfer_policy_transition_cell_count,g2_material_outward_boundary_count
河南,3,15,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.100023654224263,0.011733799836166514,-1.0882898543880963,0.010666861381668374,0.2594825070674921,0.25865072336380257,0.26986326836558683,0.2688155077477067,0.2,0.2688155077477067,0.06881550774770667,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,3.6091852522945316,1.3,True,1110756.3467185155,130232408707.48912,1110754.5684530041,130231298949.55806,109.38519642792805,1669.5902062489959,106.99506969606225,2569.9925108220436,367,458,11
湖北,3,16,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.11357026533724507,0.3745166919624111,0.26094642662516604,3.297665025702721,0.4982311286573722,0.49678882134071123,0.4911136327908245,0.48943681515039145,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.6267783647373193,1.3,True,2266.4462143192986,697360.8618045985,2264.9819658135198,695217.2144777789,62323.133149262845,492001469.548476,62320.40291021586,491940144.85563225,221,314,46
湖南,3,17,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.8605470180841568,6.466172767425871,5.605625749341714,7.514026115413852,0.4392498848299865,0.43795047501434214,0.4360155258709278,0.4344847354198555,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.0052300296145247,1.3,True,236777.4724912736,5606380825.682833,236775.6724912736,5606145045.624399,76238.69231698013,649621893.9742913,76235.67582370229,649545906.1661187,231,332,41
广东,3,18,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,2.3140694032319873,0.11375472448743024,-2.200314678744557,0.04915787068812743,0.5224651501684926,0.5209045097428336,0.5152880260537943,0.5134742769367842,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,7.312698799943762,1.3,True,20062.459568054834,42488358.43749495,20060.681302543373,42469294.6379623,106.08593946711312,1209.147645905404,102.93593946711312,2116.1468341297114,518,643,27
广西,3,19,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,69,100,False,True,3.836708728499616e-11,1.3029165437575285,1.3029165437191614,33959224844.963596,0.32945695757435545,0.3284052100032021,0.33102903053008664,0.32977565582993934,0.2,0.32977565582993934,0.12977565582993933,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,1.7182565059940258,1.3,True,3.589611557386376,1.6474922690308218,1.7896115573863756,10.46004831330689,16589.974899124234,43579309.63013884,16587.89543589808,43563331.140428334,451,614,14
海南,3,20,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.9000357022814955,2.655015401975547e-07,-1.9000354367799552,1.397350270201501e-07,0.6863102588521145,0.6842596139971691,0.6663620725400062,0.6641340440187264,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,LOWER,0.7439233448908019,0.8,True,99648.66075816014,1055991128.908433,99646.88249264869,1056088471.1036428,106.10782346906777,1334.6767320757394,103.09133019122044,2234.5522735414547,377,476,29
重庆,3,21,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,3.415856081346889,68.33498084357328,64.91912476222639,20.005228328187776,0.64864541264031,0.6467262679745952,0.6287958882704224,0.626721481207451,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.244987258824506,1.3,True,107.50695067561591,1166.5251394244929,105.70695067561591,2059.7767921352715,1574440.6384208167,784973543349.1978,1574439.5331611107,784971969907.2556,551,449,46
四川,3,22,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,2.014360799651701,7.270190145386208,5.255829345734508,3.609179719265428,0.49808285032691757,0.49657902725547554,0.491985457627015,0.4903016476989773,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.413302838160772,1.3,True,136975.7430293258,2096982693.9877262,136974.0193188813,2096845807.0757096,20610.504867624546,42481352.14032427,20607.354867624545,42461740.100602716,469,163,17
贵州,3,23,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,4.476258599104636,4.846013494198478,0.3697548950938421,1.0826035598496928,0.5395023816317747,0.5378839526275805,0.5316321953519937,0.5298272845634819,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.4819666165430536,1.3,True,4992.948461152081,2786741.367661984,4994.672171596565,2792732.8650730504,38582.6972185512,314269035.69760597,38584.35491424036,314307783.09585047,272,434,25
云南,3,24,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,9.288289519276013,1.8770241328645436,-7.411265386411469,0.20208501564999135,0.3555351530863413,0.35440802603061494,0.3566369117344772,0.3553338731528239,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.87146226523713,1.3,True,43570.479879404644,212176990.1156967,43572.20358984913,212220760.23803788,272810.82002362364,9427288127.197187,272813.5502626706,9427561901.628962,294,503,29
西藏,3,25,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,3.7381349082612556,0.018114804883992974,-3.7200201033772626,0.004845947331638397,0.643055201532947,0.641077524020744,0.6197186505327666,0.6177206508908484,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,LOWER,0.30689904023410247,0.8,True,62221.204118865964,817318295.4318571,62220.25686418644,817257072.2464879,642.9357889401116,392762.40084393555,643.3042099926847,393451.82989382965,456,83,20
陕西,3,26,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,7.891056022502063e-06,34.554237714497106,34.554229823441084,4378911.7218231065,0.41595133351867397,0.41470296607159596,0.41483338011610615,0.4133808951529469,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.250495471767533,1.3,True,3.9490096117974933,6.225789904843795,2.7184089704798997,48.06158899496655,715851.7789966261,64909615720.911606,715854.5092356731,64910331669.71517,381,638,19
甘肃,3,27,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,2.73213127225711,170.45507307121323,167.72294179895613,62.38904945822544,0.47343866356666275,0.4722464990676739,0.4665533657636539,0.46496907957443956,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UNSATURATED,0.9023921231530114,0.9023921231530114,False,14428.17127167927,26369912.141482566,14426.611135080995,26355515.928130195,2800319.8292533094,1489940597792.747,2800321.6707877093,1489943398442.9868,326,408,28
青海,3,28,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.18863519346522262,4.480199925823788,4.291564732358566,23.75060477062978,0.29104142872961714,0.290082659702643,0.31689462397513823,0.3157319940686731,0.2,0.3157319940686731,0.11573199406867307,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,LOWER,0.4430504604541292,0.8,True,5092.662977352733,2899151.07698647,5090.939266908249,2894130.262679603,183525.2763254902,4571082737.931942,183522.96477498751,4570900210.459148,536,582,34
宁夏,3,29,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,61,100,False,True,4.66238092577953e-09,6.795334216584342,6.795334211921961,1457481558.1908274,0.35587688886040203,0.3547749003006019,0.36635949604793844,0.3650595718121234,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,LOWER,0.5377150144101999,0.8,True,3.731354562156885,1.7654361430685885,1.9313545621568848,10.880842057019937,513227.72296980413,29765099967.204872,513224.7064765263,29765585719.583836,456,642,16
新疆,3,30,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,4.988009339395344,3.063971830337357,-1.9240375090579867,0.6142674605955685,0.3533271371990042,0.352200182212028,0.357241541496333,0.35596494065932394,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.3926558218339997,1.3,True,1597.946405293,404453.30772042595,1599.207543396672,406131.3081507587,93113.75143890997,2059174854.2940822,93112.2778159954,2059081860.5450666,168,481,32
北京,4,0,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,23,100,False,True,1.5109324902340404e-10,0.18329626217713013,0.18329626202603688,1213133368.7101924,1.0730146143040364,1.062023072163395,0.9756697942236865,0.9728722316583378,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,4.178521559621735,1.3,True,4.710562690461157,2.689996355122581,2.910562690461157,11.911874878973872,32502.83211029346,167271982.0216156,32505.039101974886,167304746.3290657,711,716,18
天津,4,1,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.05105788187268567,0.0010155829586508958,-0.05004229891403478,0.01989081648908354,0.32789646488692226,0.3240200250454559,0.3694040416763818,0.36830831196606795,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.6373153275527026,1.3,True,105.96093128422928,1133.3679889905388,104.16093128422928,1036.5565537299067,100.77438953940486,2154.01159621788,102.43208522856276,2259.3414916843863,602,709,10
河北,4,2,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,58,100,False,True,4.6555470589737524e-10,0.15761936228562523,0.15761936182007052,338562493.9217565,0.2759129433409634,0.2725189992734379,0.2831566630613813,0.28227974350808277,0.2,0.28227974350808277,0.08227974350808276,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,2.5555180523625842,1.3,True,3.53131735730589,1.6001519635315744,1.7313173573058895,10.918020964566022,132384.08668616987,1958750778.0962887,132381.65384345912,1958618771.9644368,13,74,37
山西,4,3,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,12.450374112878029,0.3985577330464727,-12.051816379831557,0.03201170739393485,0.39039961299136783,0.38594374793146324,0.39173120356119456,0.39056721335487443,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.5450329297520757,1.3,True,16042.192137978496,81496381.60662317,16042.823714953412,81513422.47449793,22624401.298912495,60783796940880.36,22624398.414311145,60783774317477.56,231,502,42
内蒙古,4,4,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.7544729065094159,2.424967365146088,1.6704944586366723,3.214121201999484,0.2444579211764211,0.2413481741762699,0.2867470104885722,0.2858455734913801,0.2,0.2858455734913801,0.08584557349138011,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,1.6912650137608405,1.3,True,325598.1703785135,13428493909.969536,325596.6102419152,13428168900.006626,104438.23793876456,1727006821.584844,104436.43548504208,1726903251.3344705,243,391,49
辽宁,4,5,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.9257922212467804e-07,0.32109181166831724,0.3210916190890951,1667323.2352160953,0.29655023062481567,0.29296587665293217,0.31000238535729546,0.3090726118019036,0.2,0.3090726118019036,0.10907261180190359,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,2.1654898207413917,1.3,True,3.534221755799209,1.6024945174963654,1.9047705387458786,10.348052028646205,85053.42984892629,981777310.0019727,85051.16705337625,981693254.2048556,516,644,16
吉林,4,6,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.8383845057146608,0.8387773136636689,0.00039280794900808935,1.000468529590338,0.1902443757227326,0.1877103859910109,0.226516135526284,0.22588947183892286,0.2,0.22588947183892286,0.025889471838922845,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UNSATURATED,1.183945826725562,1.183945826725562,False,14718.494960955559,27441790.41214816,14716.934824357284,27428069.682846397,93168.25111365458,2748778271.7578273,93168.96444660102,2748872261.764036,329,516,41
黑龙江,4,7,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.6983650950330851,1.2944036006877233,0.5960385056546382,1.8534769419230508,0.25220851171813274,0.24912804897378196,0.26341488414790726,0.2627427831812212,0.2,0.2627427831812212,0.06274278318122117,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UNSATURATED,1.2709704765974084,1.2709704765974084,False,76619.36435952348,619674400.2824966,76621.14262503493,619751676.6372216,34603.802631691644,133833107.29137094,34606.06709408956,133868002.88896433,328,372,37
上海,4,8,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.01037808375559554,0.00989047327767989,-0.00048761047791565093,0.9530153649364463,0.9811318104465147,0.971083292719212,0.903417987159644,0.9008764869577105,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,4.333093721885332,1.3,True,102.64518153221718,1187.8211801758955,100.92147108773298,2083.6892576948353,105.07875570000581,1200.791975512306,101.92875570000581,2131.915015201309,422,644,22
江苏,4,9,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.5188184953884855,17.27248139228308,16.753662896894593,33.29195382548889,0.5040722235367149,0.4985826064755847,0.4999276768237431,0.4985134760088401,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,7.54037812617311,1.3,True,155217.66049318446,15258612870.11845,155217.3447037127,15258458270.633326,308791.8612242064,36233948031.34375,308792.7822762805,36234257821.63155,399,281,16
浙江,4,10,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.3578029789478112,0.0016416767062029658,-0.35616130224160825,0.004588214192711959,0.5758710714077465,0.5697074465753832,0.5661126390609005,0.5645146872400538,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,5.110819773971582,1.3,True,5720.904333477019,3273446.7297129603,5719.104333477018,3268723.2196671376,362.2803758286951,14705.018293471287,365.2968691065425,15112.310619600166,403,32,10
安徽,4,11,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_NONCONVERGED_G2_CONVERGED,False,True,100,65,True,False,2.1299983472373945,9.311970416980841e-09,-2.129998337925424,4.371820489465852e-09,0.6164448868237455,0.6098798671853107,0.6113356675905564,0.6096227011604383,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.000387395858246,1.3,True,6774.705933296331,7267645.547011411,6773.444795192659,7260971.381694093,4.7535979005591305,2.7350290900759306,1.6035979005591305,11.74666769020643,145,185,40
福建,4,12,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,92,100,False,True,1.68391967036996e-11,0.2511242841525321,0.2511242841356929,14913079796.577211,0.6193696260008286,0.6128038573002806,0.60408361319336,0.6023647376373482,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.8282573734811174,1.3,True,4.321626723900519,2.2998084264631653,2.521626723900519,11.523347854765873,9400.117943099709,8837161.74621282,9396.96794309971,8828759.165187614,24,38,47
江西,4,13,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.17981895681119814,1.2678037179995836,1.0879847611883855,7.050445294990343,0.6120417718393583,0.6055173540510933,0.6072771852128913,0.6055491741972783,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.1520500410724424,1.3,True,10898.815422650165,11879507.643241975,10897.015422650165,11869607.471916277,426225.8158777896,19176156379.76526,426222.70391314453,19175730729.607517,283,444,36
山东,4,14,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.8590062884672884,0.6687053083654061,-1.1903009801018825,0.35971115994273456,0.2843839842703042,0.2809161612734943,0.3001494331671525,0.29923053039383074,0.2,0.29923053039383074,0.09923053039383073,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,4.90420916241362,1.3,True,148046.1476854862,2313545777.0911193,148044.36941997474,2313398728.2130947,15436.00298744986,37727656.73648757,15437.889842568167,37743308.62401939,526,466,18
河南,4,15,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.022133608926831472,0.003367539952466636,-0.018766068974364836,0.1521459949707675,0.2607430886946053,0.2574845422258937,0.2721915854111991,0.27132677909924996,0.2,0.27132677909924996,0.07132677909924995,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,3.6484685250554523,1.3,True,128.95566360510122,1675.851883943713,127.15566360510122,2545.4815683045285,108.7787312244005,1382.2334335569508,106.33679021250725,2325.643059770772,503,593,17
湖北,4,16,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,2.7776449845099167,0.5590253507122587,-2.2186196337976583,0.20125874754685116,0.5007913628592235,0.49530838811697275,0.4973199285573962,0.495879212849897,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.6689013895041827,1.3,True,184247.78051714937,3583338690.8025928,184246.0022516379,3583154963.896218,42673.20102043468,384438040.88985896,42671.54332474552,384395598.3939994,443,600,28
湖南,4,17,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,3.421904888825864,3.7797654561999217,0.3578605673740576,1.1045793436698492,0.4414316165138845,0.4365139026139313,0.4409352646144526,0.4396312811122594,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.03903362384842,1.3,True,10523.586154564819,13152123.892980574,10521.937810936088,13141742.959796824,64789.55071787685,613514415.5878595,64791.93758488521,613580203.6188835,181,281,48
广东,4,18,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_NONCONVERGED_G2_CONVERGED,False,True,100,65,True,False,0.023814139760802377,1.5979395584508893e-10,-0.02381413960100842,6.710045269328047e-09,0.525049710099267,0.519387227030893,0.5210736627518774,0.5195182898078206,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,7.394570872135887,1.3,True,5.705588460241975,4.436315432744706,4.057244831511153,996.8879324687666,4.576404113950253,2.5519878728131054,1.426404113950253,11.180450707684479,4,46,42
广西,4,19,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,45,100,False,True,3.552520622118749e-08,1.2641233125729148,1.2641232770477084,35583841.644780725,0.3310408594671371,0.3271609636566497,0.3343966121857467,0.3333327610572069,0.2,0.3333327610572069,0.13333276105720687,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,1.7367841258153152,1.3,True,3.597903094808155,1.6542809774438256,1.797903094808155,10.473047378857448,177250.011820668,3511392825.6959586,177247.13897485938,3511215734.500745,325,558,40
海南,4,20,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.24387723715901022,1.5411043852710011,1.297227148111991,6.3191809257138125,0.6904058577643446,0.6831678251865825,0.6779475048872773,0.6759226739653392,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,LOWER,0.7530441201610047,0.8,True,14.7730288442979,23.301541007875564,12.973028844297898,998.7944488257037,501.8355766152484,25234.078153337407,498.6855766152484,25730.963242454734,163,370,34
重庆,4,21,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_NONCONVERGED_G2_CONVERGED,False,True,100,72,True,False,0.11901963590055142,1.2707607632833628e-08,-0.11901962319294379,1.0676900107013983e-07,0.6524687926292121,0.6455570562959387,0.6397817888474518,0.6378891045721345,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.272807937708229,1.3,True,173.97653092978254,3044.1809845291364,172.17653092978253,2853.900576829813,101.9263404232427,1103.5034405618715,98.7763404232427,1999.3275114291623,8,5,48
四川,4,22,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,57,100,False,True,5.6053643393561003e-08,203.2133848859883,203.21338482993465,3625337669.118076,0.5005506990164533,0.49507077844980263,0.4977916419726842,0.4962890791720553,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.4524126290868584,1.3,True,4.116820916553703,2.1065035375527774,2.3168209165537026,11.464358729455908,52642.36058490023,329087416.930199,52645.245186250504,329140135.5972174,203,659,21
贵州,4,23,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.8932526960104178,4.186219752017845,3.292967056007427,4.68648991569237,0.5423745702637613,0.5365216603227693,0.5393477583694083,0.5377298552735854,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.4992849143553402,1.3,True,439230.18810611643,24436977287.891838,439228.62796951813,24436538998.597878,61506.309622773704,449240502.78619725,61503.42502142343,449179068.0197249,513,568,12
云南,4,24,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.7632031142568068,1.7963334973271827,1.033130383070376,2.3536768440422566,0.3572308278588423,0.353102521248594,0.36046933897610234,0.3593305931308349,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.8920461719978205,1.3,True,11880590.263368346,29798002022668.055,11880589.316113666,29797990143076.42,479534.1634624362,61191318813.726006,479532.505766747,61191794618.22103,159,303,19
西藏,4,25,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.5007187257529409,1.670866055564559,0.17014732981161806,1.1133772284518217,0.6468432454729596,0.6399858197466002,0.6309307266876237,0.6289936977987459,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,LOWER,0.31066789548217427,0.8,True,102929.99911486861,2516224163.474289,102929.15704463172,2516121356.3668203,18784.060501896314,74490518.95981823,18782.402806207156,74471840.07252368,324,460,36
陕西,4,26,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.2652417041379689,3.0469359980422297,2.781694293904261,11.487394140920339,0.4180221821604978,0.41330869447640395,0.41985381392350907,0.4185958349970559,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.276091888178368,1.3,True,22803.197683929306,58118343.07056144,22801.473973484823,58095743.59367811,19159.701112899264,46500507.889958166,19162.431351946245,46519812.25042896,216,373,49
甘肃,4,27,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.25163841626497274,0.14592200594361465,-0.10571641032135809,0.5798876344459275,0.4756699997197982,0.47058331151592403,0.47343866356666275,0.4722464990676739,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UNSATURATED,0.9145796280746401,0.9145796280746401,False,13544.61888941171,21786837.688943703,13542.970545782979,21773413.849735945,21758.22002042353,56220817.26378972,21761.10462177381,56243010.972779766,247,359,23
青海,4,28,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.06415002089404975,1.1415295995667487,1.077379578672699,17.794687884078794,0.29242796224671896,0.2888819523956663,0.3202513015815724,0.3192229077703897,0.2,0.3192229077703897,0.11922290777038969,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,LOWER,0.44783922805379356,0.8,True,3525.362577565382,1816779.034432143,3526.7265015701573,1820409.4002299402,253991.50581044072,6809592151.668625,253988.66749500393,6809338466.296734,306,470,41
宁夏,4,29,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,49,100,False,True,1.7765588666840415e-08,0.0019968433391870932,0.0019968255735984264,112399.50314251134,0.35759250760396855,0.3534398657856703,0.3703736598017125,0.36923659841615647,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,LOWER,0.5436696882923927,0.8,True,3.7438140733193244,1.7759957888903155,1.943814073319324,10.897633376016703,115.04738687509327,1408.627645959511,111.93542223003953,2292.0802757436527,416,713,9
新疆,4,30,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,84,100,False,True,8.685764774085669e-08,17.001299331428715,17.00129924457107,195737505.83429083,0.35504802631339005,0.3509113236187692,0.36146327121791083,0.36031873859084224,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.408163687099786,1.3,True,3.5052566491812724,1.5792080825810795,1.7052566491812722,8.907981345601867,19478.641850884822,37943696.699689254,19475.49185088482,37924380.29181134,119,482,38
