turn,province_index,province,Yt_MU,Kt_MU,Y_over_K,K_over_Y,mt_recovered,mt_recovery_method,mt_independent_nkpc_reconstruction,mt_minus_mstar,mstar,alpha,rk_saved,rk_reconstructed,delta_offset,delta,theta,pit,price_adjustment_cost_over_Y,profit_pre_floor_over_Y,profit_floor_binding,profit_over_Y,profit_over_K,corptau,after_tax_profit_over_K,rk_share_of_positive_components,profit_share_of_positive_components,ra0_without_profit,ra0_at_mstar,ra0_saved,ra0_reconstructed,ra0_reconstruction_error,ra_used,ramin,ramax,ra0_minus_ramax,clip_amount,raw_ra_classification,firm_wage_raw,firm_wage_used,household_composite_wage,firm_labor_supply,population_proxy_NU
5,16,湖北,42072079.893891625,101805153.6623069,0.4132608063580646,2.41977943374955,0.9089875279893354,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.008987527989335331,0.9,0.7380939146868483,0.27726418101485956,0.27726418101485956,-0.025,0.025,100.0,0.02,0.02,0.07101247201066464,False,0.07101247201066464,0.029346671444606766,0.25,0.022010003583455076,0.9264553886831339,0.07354461131686607,0.25226418101485953,0.2743184060978046,0.27427418459831454,0.2742741845983146,5.551115123125783e-17,0.09,0.02,0.09,0.18427418459831454,0.18427418459831454,UPPER,1.7652798224421906,1.3,17.644839072050946,5673929.54902192,591700.0
5,17,湖南,36372984.958592966,93791807.14892803,0.3878055670772805,2.578611770678175,0.9078375999794981,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.007837599979498067,0.9,0.7380939146868483,0.2598566467772512,0.2598566467772512,-0.025,0.025,100.0,0.02,0.02,0.07216240002050191,False,0.07216240002050191,0.0279849804616083,0.25,0.020988735346206225,0.9252658698266232,0.07473413017337684,0.23485664677725118,0.2558815702519176,0.2558453821234574,0.2558453821234574,0.0,0.09,0.02,0.09,0.16584538212345742,0.16584538212345742,UPPER,1.5207924508483763,1.3,17.31392718225711,5686731.850342813,663500.0
5,18,广东,100064491.09151196,191259406.86816654,0.5231872917000394,1.911361410845073,0.9794258889638201,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.07942588896382008,0.9,0.7380939146868483,0.37821642962401963,0.37821642962401963,-0.025,0.025,100.0,0.02,0.02,0.000574111036179898,False,0.000574111036179898,0.0003003675981540642,0.25,0.00022527569861554816,0.9994047281379216,0.0005952718620784476,0.3532164296240196,0.3539364581227652,0.35344170532263514,0.35344170532263514,0.0,0.09,0.02,0.09,0.2634417053226351,0.2634417053226351,UPPER,4.6665168051122,1.3,16.630674541121266,5500527.313050909,1234800.0
5,19,广西,19650894.39239835,67306708.83876626,0.29196041124922956,3.42512190512829,0.8582464664880194,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.041753533511980634,0.9,0.7380939146868483,0.1849471381639978,0.18494713816399783,-0.025,0.025,100.0,0.02,0.02,0.12175353351198061,False,0.12175353351198061,0.03554721171520471,0.25,0.026660408786403533,0.8740101231235744,0.1259898768764257,0.1599471381639978,0.18646240726022714,0.18660754695040133,0.18660754695040135,2.7755575615628914e-17,0.09,0.02,0.09,0.09660754695040133,0.09660754695040133,UPPER,0.777106302087859,0.8,15.894957735764963,5684071.129998951,494700.0
5,20,海南,4916540.023326732,14673330.466888333,0.3350664005299505,2.984483070873032,0.7410888171223423,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.1589111828776577,0.9,0.7380939146868483,0.18327902459854364,0.18327902459854364,-0.025,0.025,100.0,0.02,0.02,0.2389111828776577,False,0.2389111828776577,0.08005111009316951,0.25,0.06003833256987713,0.7532509259981832,0.24674907400181673,0.15827902459854365,0.2176834081542614,0.21831735716842074,0.21831735716842077,2.7755575615628914e-17,0.09,0.02,0.09,0.12831735716842074,0.12831735716842074,UPPER,0.1821283936919752,0.8,15.006652158993242,5239595.624240778,98200.0
5,21,重庆,21613788.31464562,50663834.63130832,0.42661177291323943,2.3440515791939274,0.8735986490590746,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.02640135094092544,0.9,0.7380939146868483,0.275078352572296,0.27507835257229607,-0.025,0.025,100.0,0.02,0.02,0.10640135094092541,False,0.10640135094092541,0.04539206896527197,0.25,0.03404405172395397,0.8898687016832091,0.11013129831679096,0.250078352572296,0.28398830454372104,0.28412240429625,0.28412240429625,0.0,0.09,0.02,0.09,0.19412240429625002,0.19412240429625002,UPPER,0.8664561499650567,0.8664561499650567,16.931323018927102,5707446.484795716,316300.0
5,22,四川,42951154.411286965,94830047.41899477,0.4529276909618386,2.207857942790817,0.940699533075752,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.040699533075752026,0.9,0.7380939146868483,0.31447883826905965,0.31447883826905965,-0.025,0.025,100.0,0.02,0.02,0.03930046692424795,False,0.03930046692424795,0.017800269737721735,0.25,0.0133502023032913,0.9592769381260933,0.040723061873906646,0.2894788382690596,0.30304851670059896,0.30282904057235094,0.30282904057235094,0.0,0.09,0.02,0.09,0.21282904057235094,0.21282904057235094,UPPER,1.8851175550427455,1.3,16.850429721996303,5613489.58112955,832100.0
5,23,贵州,15371157.79602547,39447014.665611394,0.3896659335649432,2.566300807595068,0.8718844048377622,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.028115595162237828,0.9,0.7380939146868483,0.2507627210405564,0.2507627210405564,-0.025,0.025,100.0,0.02,0.02,0.1081155951622378,False,0.1081155951622378,0.04212896432182285,0.25,0.03159672324136714,0.8880975158393526,0.11190248416064737,0.22576272104055642,0.2572290049064454,0.25735944428192353,0.2573594442819236,5.551115123125783e-17,0.09,0.02,0.09,0.16735944428192354,0.16735944428192354,UPPER,0.6103584688927971,0.8,16.437425030495017,5750771.409048879,382200.0
5,24,云南,20904763.11567112,68611984.86091176,0.3046809264889896,3.282122092523365,0.8590577358707934,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.04094226412920665,0.9,0.7380939146868483,0.19318759916192257,0.19318759916192257,-0.025,0.025,100.0,0.02,0.02,0.12094226412920663,False,0.12094226412920663,0.036848801086562764,0.25,0.02763660081492207,0.8748479522723505,0.12515204772764946,0.16818759916192258,0.19567567957574614,0.19582419997684464,0.19582419997684464,0.0,0.09,0.02,0.09,0.10582419997684464,0.10582419997684464,UPPER,0.8335800663719899,0.8335800663719899,15.708933720408012,5642426.002964254,470300.0
5,25,西藏,1550178.1885875354,6325734.326183821,0.24505900953996032,4.080649807069983,0.5615744895353063,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.3384255104646937,0.9,0.7380939146868483,0.10157566391785068,0.1015756639178507,-0.025,0.025,100.0,0.02,0.02,0.4184255104646937,False,0.4184255104646937,0.10253894116073013,0.25,0.0769042058705476,0.5691155200767263,0.43088447992327367,0.07657566391785067,0.15249244788496552,0.15347986978839828,0.15347986978839828,0.0,0.09,0.02,0.09,0.06347986978839829,0.06347986978839829,UPPER,0.044064387725393464,0.8,13.451985940954875,5174243.255474978,35400.0
5,26,陕西,23969628.82527538,73897910.2910824,0.3243613889873136,3.082981001906833,0.8510310612378295,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.048968938762170566,0.9,0.7380939146868483,0.20374463777773053,0.20374463777773055,-0.025,0.025,100.0,0.02,0.02,0.12896893876217055,False,0.12896893876217055,0.04183254411311743,0.25,0.031374408084838074,0.8665594785410239,0.1334405214589761,0.17874463777773053,0.20992993397305768,0.2101190458625686,0.21011904586256863,2.7755575615628914e-17,0.09,0.02,0.09,0.12011904586256861,0.12011904586256861,UPPER,0.9333563145845599,0.9333563145845599,17.360707354511035,5724068.727430396,393100.0
5,27,甘肃,8114522.163529315,25177704.67938732,0.32228998897475253,3.102795724996403,0.8187685989834502,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.0812314010165498,0.9,0.7380939146868483,0.1947689032757906,0.1947689032757906,-0.025,0.025,100.0,0.02,0.02,0.16123140101654979,False,0.16123140101654979,0.05196326645600773,0.25,0.0389724498420058,0.8332667740553157,0.16673322594468434,0.1697689032757906,0.20842965100256577,0.2087413531177964,0.2087413531177964,0.0,0.09,0.02,0.09,0.1187413531177964,0.1187413531177964,UPPER,0.3202865713121491,0.8,16.31914045224776,5432890.953617818,251500.0
5,28,青海,2751151.803854714,17578407.529567722,0.1565074537740205,6.3894720403789185,0.581464125030824,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.318535874969176,0.9,0.7380939146868483,0.06716910717845667,0.06716910717845669,-0.025,0.025,100.0,0.02,0.02,0.398535874969176,False,0.398535874969176,0.06237383502902712,0.25,0.04678037627177034,0.5894639022896146,0.4105360977103854,0.04216910717845667,0.08835592653680518,0.08894948345022702,0.08894948345022702,0.0,0.08894948345022702,0.02,0.09,-0.0010505165497729785,0.0,INTERIOR,0.079919836572252,0.8,14.885685523582396,5242379.802622064,58700.0
5,29,宁夏,3514263.382585517,18640640.44456374,0.1885269657465229,5.304280987285998,0.6227369780702422,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.2772630219297578,0.9,0.7380939146868483,0.0866542279841217,0.0866542279841217,-0.025,0.025,100.0,0.02,0.02,0.3572630219297578,False,0.3572630219297578,0.0673537134978507,0.25,0.05051528512338803,0.6317309584397552,0.36826904156024465,0.0616542279841217,0.11154716349948736,0.11216951310750972,0.11216951310750972,0.0,0.09,0.02,0.09,0.022169513107509725,0.022169513107509725,UPPER,0.1073382650282816,0.8,16.419768591054325,5339861.344040977,71000.0
5,30,新疆,12823948.454704681,49250553.031937115,0.26038181635014,3.840513957607863,0.7954349086417954,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,-0.10456509135820458,0.9,0.7380939146868483,0.1528716395978647,0.1528716395978647,-0.025,0.025,100.0,0.02,0.02,0.18456509135820456,False,0.18456509135820456,0.04805739372267884,0.25,0.03604304529200913,0.8092099335050628,0.19079006649493715,0.1278716395978647,0.16359051970984057,0.16391468488987385,0.16391468488987385,0.0,0.09,0.02,0.09,0.07391468488987385,0.07391468488987385,UPPER,0.493218144785091,0.8,12.826579818746428,5416677.189695424,252000.0
6,0,北京,33678763.34166702,58719043.066994764,0.5735577690399629,1.7435035387522133,1.0286143345209111,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.1286143345209111,0.9,0.7380939146868483,0.43545307709148623,0.43545307709148623,-0.025,0.025,100.0,0.02,0.02,-0.048614334520911115,True,0.0,0.0,0.25,0.0,1.0,0.0,0.4104530770914862,0.39041901528718304,0.4104530770914862,0.4104530770914862,0.0,0.09,0.02,0.09,0.3204530770914862,0.3204530770914862,UPPER,1.5218150883859987,1.3,14.479107762673172,5962006.043985534,219200.0
6,1,天津,13261589.343361834,64593598.72309723,0.20530810491318524,4.870728315488817,0.9739696351801121,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.07396963518011213,0.9,0.7380939146868483,0.14759210825415642,0.14759210825415642,-0.025,0.025,100.0,0.02,0.02,0.006030364819887852,False,0.006030364819887852,0.0012380827731063165,0.25,0.0009285620798297374,0.9937479269535907,0.006252073046409173,0.12259210825415642,0.12370148287987105,0.12352067033398617,0.12352067033398616,-1.3877787807814457e-17,0.09,0.02,0.09,0.033520670333986174,0.033520670333986174,UPPER,0.608807829117163,0.8,14.296642503709496,5556564.415906449,138300.0
6,2,河北,32980751.203598205,113705229.18254791,0.2900548324883924,3.4476239937840667,0.9897820811546134,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.08978208115461339,0.9,0.7380939146868483,0.2119001759714695,0.21190017597146954,-0.025,0.025,100.0,0.02,0.02,-0.009782081154613414,True,0.0,0.0,0.25,0.0,1.0,0.0,0.18690017597146952,0.18508222605597957,0.18690017597146952,0.18690017597146955,2.7755575615628914e-17,0.09,0.02,0.09,0.09690017597146952,0.09690017597146952,UPPER,1.425272958181786,1.3,14.662949594367037,5998569.216235223,742600.0
6,3,山西,15810583.322079191,53478727.38884524,0.295642474943729,3.3824639040460434,0.9890836775212781,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.0890836775212781,0.9,0.7380939146868483,0.21582984008233982,0.21582984008233985,-0.025,0.025,100.0,0.02,0.02,-0.009083677521278127,True,0.0,0.0,0.25,0.0,1.0,0.0,0.19082984008233983,0.1891292690076566,0.19082984008233983,0.19082984008233986,2.7755575615628914e-17,0.09,0.02,0.09,0.10082984008233983,0.10082984008233983,UPPER,0.7377658533578791,0.8,14.494465010206287,5551469.612175723,350200.0
6,4,内蒙古,16002522.760806846,82165502.99427319,0.19475962755223683,5.134534362013956,0.9745371390219608,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.0745371390219608,0.9,0.7380939146868483,0.14009058684462752,0.14009058684462752,-0.025,0.025,100.0,0.02,0.02,0.005462860978039181,False,0.005462860978039181,0.001063944769452559,0.25,0.0007979585770894193,0.9943362423488658,0.005663757651134212,0.11509058684462753,0.11606138398381895,0.11588854542171695,0.11588854542171695,0.0,0.09,0.02,0.09,0.025888545421716952,0.025888545421716952,UPPER,0.7442671726105465,0.8,13.881545155360207,5487866.946049024,242200.0
6,5,辽宁,23457468.090697084,90061052.78222083,0.2604618463368427,3.8393339142146305,0.9847277651777006,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.08472776517770053,0.9,0.7380939146868483,0.18930928836636973,0.1893092883663697,-0.025,0.025,100.0,0.02,0.02,-0.004727765177700554,True,0.0,0.0,0.25,0.0,1.0,0.0,0.16430928836636974,0.16364848419060268,0.16430928836636974,0.1643092883663697,-2.7755575615628914e-17,0.09,0.02,0.09,0.07430928836636974,0.07430928836636974,UPPER,1.0918405731791294,1.0918405731791294,13.386544148094137,5540942.942187706,429100.0
6,6,吉林,11197174.355711997,66308917.7271201,0.1688637778977411,5.921933125324072,0.9714025469762838,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.07140254697628379,0.9,0.7380939146868483,0.12107301677697752,0.1210730167769775,-0.025,0.025,100.0,0.02,0.02,0.00859745302371619,False,0.00859745302371619,0.0014517983978830733,0.25,0.001088848798412305,0.9910868355416499,0.008913164458350081,0.09607301677697752,0.09730542086348325,0.09716186557538983,0.0971618655753898,-2.7755575615628914e-17,0.09,0.02,0.09,0.007161865575389836,0.007161865575389836,UPPER,0.5235876531894951,0.8,12.666479088057121,5440813.896744662,248400.0
6,7,黑龙江,12728362.405101955,58424879.89838116,0.21785859769400456,4.5901332817929905,0.9785143162181915,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.0785143162181915,0.9,0.7380939146868483,0.1573452050073132,0.15734520500731322,-0.025,0.025,100.0,0.02,0.02,0.001485683781808484,False,0.001485683781808484,0.0003236689853215218,0.25,0.00024275173899114135,0.998459579373937,0.0015404206260630651,0.1323452050073132,0.13279161055977978,0.13258795674630436,0.13258795674630436,0.0,0.09,0.02,0.09,0.04258795674630436,0.04258795674630436,UPPER,0.6116827782455097,0.8,11.732072406046589,5332846.119394869,332700.0
6,8,上海,36626660.97396625,66125294.30800852,0.5538978897146526,1.8053869107809066,1.0257455040403216,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.1257455040403216,0.9,0.7380939146868483,0.4193541617193174,0.41935416171931744,-0.025,0.025,100.0,0.02,0.02,-0.04574550404032161,True,0.0,0.0,0.25,0.0,1.0,0.0,0.39435416171931736,0.376179668963524,0.39435416171931736,0.3943541617193174,5.551115123125783e-17,0.09,0.02,0.09,0.3043541617193174,0.3043541617193174,UPPER,1.650351836978275,1.3,14.474064658488762,5962192.569248157,247500.0
6,9,江苏,94604788.33383475,203535217.25929242,0.4648079561254187,2.151426168209072,1.0162509789567076,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11625097895670755,0.9,0.7380939146868483,0.34864717853036997,0.34864717853036997,-0.025,0.025,100.0,0.02,0.02,-0.03625097895670758,True,0.0,0.0,0.25,0.0,1.0,0.0,0.32364717853036995,0.31165320889030784,0.32364717853036995,0.32364717853036995,0.0,0.09,0.02,0.09,0.23364717853036995,0.23364717853036995,UPPER,4.306030889547381,1.3,14.967970073723825,5847665.791333946,844600.0
6,10,浙江,58894907.13451808,124249656.20818298,0.47400458827699604,2.109684219798366,1.0165814097177468,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11658140971774678,0.9,0.7380939146868483,0.35566107252210477,0.35566107252210477,-0.025,0.025,100.0,0.02,0.02,-0.0365814097177468,True,0.0,0.0,0.25,0.0,1.0,0.0,0.33066107252210475,0.3183141872234259,0.33066107252210475,0.33066107252210475,0.0,0.09,0.02,0.09,0.24066107252210475,0.24066107252210475,UPPER,2.657263839826592,1.3,14.687988880945278,5901070.679350499,627300.0
6,11,安徽,34533683.26072054,70182433.35888097,0.4920559406102526,2.0322892530466965,1.0192491606440688,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11924916064406876,0.9,0.7380939146868483,0.370174472897131,0.37017447289713096,-0.025,0.025,100.0,0.02,0.02,-0.03924916064406879,True,0.0,0.0,0.25,0.0,1.0,0.0,0.345174472897131,0.3313885023415617,0.345174472897131,0.34517447289713094,-5.551115123125783e-17,0.09,0.02,0.09,0.255174472897131,0.255174472897131,UPPER,1.5317660148857084,1.3,14.877724430073338,6018335.902865428,607600.0
6,12,福建,39311454.81675129,87795538.11850408,0.44776141999027025,2.233332206293543,1.0107983806973737,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11079838069737369,0.9,0.7380939146868483,0.33405873593979374,0.33405873593979374,-0.025,0.025,100.0,0.02,0.02,-0.03079838069737371,True,0.0,0.0,0.25,0.0,1.0,0.0,0.3090587359397937,0.29930666659314065,0.3090587359397937,0.3090587359397937,0.0,0.09,0.02,0.09,0.21905873593979372,0.21905873593979372,UPPER,1.751964975369857,1.3,14.252223310997238,5940237.694769941,410400.0
6,13,江西,22683114.02179953,51050047.92908307,0.4443309054931763,2.2505749378159274,1.0117604507829432,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11176045078294317,0.9,0.7380939146868483,0.3318148706340881,0.3318148706340881,-0.025,0.025,100.0,0.02,0.02,-0.03176045078294319,True,0.0,0.0,0.25,0.0,1.0,0.0,0.3068148706340881,0.29682199803622,0.3068148706340881,0.3068148706340881,0.0,0.09,0.02,0.09,0.21681487063408808,0.21681487063408808,UPPER,1.0563672104312927,1.0563672104312927,14.605070594331803,5689984.087966956,451300.0
6,14,山东,67621468.00269611,210016973.07581103,0.321980966644474,3.1057736437700156,0.9952809224815475,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09528092248154751,0.9,0.7380939146868483,0.23653069300820603,0.236530693008206,-0.025,0.025,100.0,0.02,0.02,-0.015280922481547537,True,0.0,0.0,0.25,0.0,1.0,0.0,0.21153069300820604,0.20820583091141626,0.21153069300820604,0.211530693008206,-2.7755575615628914e-17,0.09,0.02,0.09,0.12153069300820604,0.12153069300820604,UPPER,2.989981152666172,1.3,14.948262916094516,5895320.3943959875,1007700.0
6,15,河南,50661414.31531128,168320556.01470312,0.3009817429006467,3.322460659449691,0.9921652080470273,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09216520804702732,0.9,0.7380939146868483,0.22041227195292556,0.22041227195292556,-0.025,0.025,100.0,0.02,0.02,-0.012165208047027348,True,0.0,0.0,0.25,0.0,1.0,0.0,0.19541227195292557,0.19299641815416677,0.19541227195292557,0.19541227195292557,0.0,0.09,0.02,0.09,0.10541227195292557,0.10541227195292557,UPPER,2.209125765793628,1.3,15.052864925420158,5959179.287285942,986400.0
6,16,湖北,42671383.744380064,101805153.6623069,0.41914757956088655,2.38579452384679,1.007834047302227,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.1078340473022269,0.9,0.7380939146868483,0.3117938992200322,0.3117938992200322,-0.025,0.025,100.0,0.02,0.02,-0.02783404730222692,True,0.0,0.0,0.25,0.0,1.0,0.0,0.2867938992200322,0.27858210482030393,0.2867938992200322,0.2867938992200322,0.0,0.09,0.02,0.09,0.19679389922003218,0.19679389922003218,UPPER,1.8807601234779525,1.3,15.002831335957747,5988774.12457636,591700.0
6,17,湖南,36882115.15347826,93791807.14892803,0.39323386844348474,2.5430159511901738,1.00435254045539,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.10435254045538989,0.9,0.7380939146868483,0.29150682203289213,0.29150682203289213,-0.025,0.025,100.0,0.02,0.02,-0.02435254045538991,True,0.0,0.0,0.25,0.0,1.0,0.0,0.2665068220328921,0.2598132049188233,0.2665068220328921,0.2665068220328921,0.0,0.09,0.02,0.09,0.1765068220328921,0.1765068220328921,UPPER,1.6178381248949307,1.3,14.718382017333912,5996702.802196782,663500.0
6,18,广东,101387331.50760283,191259406.86816654,0.5301037641379294,1.886423126284021,1.0280244967594598,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.12802449675945982,0.9,0.7380939146868483,0.40223140536972235,0.4022314053697223,-0.025,0.025,100.0,0.02,0.02,-0.04802449675945984,True,0.0,0.0,0.25,0.0,1.0,0.0,0.37723140536972233,0.3589459520647939,0.37723140536972233,0.3772314053697223,-5.551115123125783e-17,0.09,0.02,0.09,0.28723140536972236,0.28723140536972236,UPPER,4.72009522026897,1.3,14.153785289062156,5783383.4196612295,1234800.0
6,19,广西,19434097.070539407,67306708.83876626,0.2887393754030365,3.4633308969521432,0.9893706380377201,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.08937063803772005,0.9,0.7380939146868483,0.21085148056402314,0.2108514805640231,-0.025,0.025,100.0,0.02,0.02,-0.009370638037720074,True,0.0,0.0,0.25,0.0,1.0,0.0,0.18585148056402315,0.18412946084809861,0.18585148056402315,0.18585148056402312,-2.7755575615628914e-17,0.09,0.02,0.09,0.09585148056402315,0.09585148056402315,UPPER,0.9242835035810981,0.9242835035810981,13.463852389897113,5448334.616283912,494700.0
6,20,海南,4996697.918427029,14673330.466888333,0.3405292295230806,2.9366054755432422,0.9890370154104915,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.08903701541049147,0.9,0.7380939146868483,0.24858708755880235,0.24858708755880235,-0.025,0.025,100.0,0.02,0.02,-0.009037015410491494,True,0.0,0.0,0.25,0.0,1.0,0.0,0.22358708755880236,0.221640050646973,0.22358708755880236,0.22358708755880236,0.0,0.09,0.02,0.09,0.13358708755880236,0.13358708755880236,UPPER,0.23223439159368314,0.8,12.761204642168083,5573329.177109174,98200.0
6,21,重庆,21484504.50261271,50663834.63130832,0.4240599760945869,2.358156997530343,1.0073968811290843,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.1073968811290843,0.9,0.7380939146868483,0.31531128267312064,0.31531128267312064,-0.025,0.025,100.0,0.02,0.02,-0.02739688112908432,True,0.0,0.0,0.25,0.0,1.0,0.0,0.2903112826731206,0.2821400776015736,0.2903112826731206,0.2903112826731206,0.0,0.09,0.02,0.09,0.20031128267312062,0.20031128267312062,UPPER,1.0161974596741075,1.0161974596741075,14.304148546651053,5578191.612107559,316300.0
